catalog_id,brand_id,lane_id,teacher_id,topic_id,persona_id,format_id,runtime_format_id,content_type,series_id,series_position,title,subtitle,price_usd,keywords,description,cover_brief,companion_type,freebie_slug,estimated_word_count,estimated_chapters,priority,market_viability
CAT-59A29581D07E,awakening_press_en_us,en_US,adi_da,self_worth,gen_z_professionals,F003,short_book_30,series_book,SER-1A0098FA,7,Mirror Work Collection: Book 7,Self-Worth in Relationships,4.99,self esteem books; self worth healing; self love guide; confidence building; feeling worthless recovery; enough self help; body neutrality,A practical guide to self-worth recovery through body-based techniques and nervous system regulation. Written for young professionals seeking lasting change through evidence-based somatic approaches.,"Minimalist gradient background (muted_blue, warm_sand). Bold sans-serif title in white or dark contrast. Clean, modern, premium feel. No illustrations.",practice_guide,assessment-self-worth,4500-5500,7,WAVE_2,STRONG
CAT-99DFF2D3592F,awakening_press_en_us,en_US,adi_da,self_worth,gen_z_professionals,F015,micro_book_15,micro_book,,0,The Mirror Lied,A Self-Love Guide to Healing Low Self-Esteem,3.99,self esteem books; self worth healing; self love guide; confidence building; feeling worthless recovery; enough self help; body neutrality,A focused micro-guide to self-worth recovery using evidence-based somatic and nervous system techniques. Designed for young professionals who need practical tools in 15 minutes or less.,"Minimalist gradient background (muted_blue, warm_sand). Bold sans-serif title in white or dark contrast. Clean, modern, premium feel. No illustrations.",none,,2500-3000,5,WAVE_1,STRONG
CAT-AC7D425D4D3B,awakening_press_en_us,en_US,adi_da,self_worth,gen_z_professionals,F007,standard_book,standalone,,0,Worthy Without Proof,How to Build Unshakable Self-Worth and Confidence for Young Professionals,4.99,self esteem books; self worth healing; self love guide; confidence building; feeling worthless recovery; enough self help; body neutrality,A practical guide to self-worth recovery through body-based techniques and nervous system regulation. Written for young professionals seeking lasting change through evidence-based somatic approaches.,"Minimalist gradient background (muted_blue, warm_sand). Bold sans-serif title in white or dark contrast. Clean, modern, premium feel. No illustrations.",practice_guide,assessment-self-worth,9000-11000,12,WAVE_2,STRONG
CAT-7A399F390DBA,awakening_press_en_us,en_US,adi_da,courage,gen_z_professionals,F003,short_book_30,series_book,SER-92C54191,1,Fear to Fire Collection: Jump Scared,A Guide to Building Courage and Facing the Unknown,0.99,courage building book; facing fear guide; brave living; fear of change; bold decisions; risk taking self help; courage practice,A practical guide to courage recovery through body-based techniques and nervous system regulation. Written for young professionals seeking lasting change through evidence-based somatic approaches.,"Minimalist gradient background (muted_blue, warm_sand). Bold sans-serif title in white or dark contrast. Clean, modern, premium feel. No illustrations.",none,,4500-5500,7,WAVE_1,STRONG
CAT-4B22475DA8F8,awakening_press_en_us,en_US,adi_da,courage,gen_z_professionals,F003,short_book_30,series_book,SER-92C54191,2,Fear to Fire Collection: Book 2,The Nervous System Behind Courage,4.99,courage building book; facing fear guide; brave living; fear of change; bold decisions; risk taking self help; courage practice,A practical guide to courage recovery through body-based techniques and nervous system regulation. Written for young professionals seeking lasting change through evidence-based somatic approaches.,"Minimalist gradient background (muted_blue, warm_sand). Bold sans-serif title in white or dark contrast. Clean, modern, premium feel. No illustrations.",none,,4500-5500,7,WAVE_2,STRONG
CAT-4DBD30A673F6,awakening_press_en_us,en_US,adi_da,courage,gen_z_professionals,F003,short_book_30,series_book,SER-92C54191,3,Fear to Fire Collection: Book 3,Courage in Career Transitions,4.99,courage building book; facing fear guide; brave living; fear of change; bold decisions; risk taking self help; courage practice,A practical guide to courage recovery through body-based techniques and nervous system regulation. Written for young professionals seeking lasting change through evidence-based somatic approaches.,"Minimalist gradient background (muted_blue, warm_sand). Bold sans-serif title in white or dark contrast. Clean, modern, premium feel. No illustrations.",none,,4500-5500,7,WAVE_2,STRONG
CAT-C0A79E3D248E,awakening_press_en_us,en_US,adi_da,courage,gen_z_professionals,F003,short_book_30,series_book,SER-92C54191,4,Fear to Fire Collection: Book 4,From Paralysis to Bold Action,4.99,courage building book; facing fear guide; brave living; fear of change; bold decisions; risk taking self help; courage practice,A practical guide to courage recovery through body-based techniques and nervous system regulation. Written for young professionals seeking lasting change through evidence-based somatic approaches.,"Minimalist gradient background (muted_blue, warm_sand). Bold sans-serif title in white or dark contrast. Clean, modern, premium feel. No illustrations.",none,,4500-5500,7,WAVE_2,STRONG
CAT-EC4AEDFEB111,awakening_press_en_us,en_US,adi_da,courage,gen_z_professionals,F003,short_book_30,series_book,SER-92C54191,5,Fear to Fire Collection: Book 5,Somatic Courage: Bravery in the Body,4.99,courage building book; facing fear guide; brave living; fear of change; bold decisions; risk taking self help; courage practice,A practical guide to courage recovery through body-based techniques and nervous system regulation. Written for young professionals seeking lasting change through evidence-based somatic approaches.,"Minimalist gradient background (muted_blue, warm_sand). Bold sans-serif title in white or dark contrast. Clean, modern, premium feel. No illustrations.",none,,4500-5500,7,WAVE_2,STRONG
CAT-291C1603FAC9,awakening_press_en_us,en_US,adi_da,courage,gen_z_professionals,F003,short_book_30,series_book,SER-92C54191,6,Fear to Fire Collection: Book 6,Courage After Failure,4.99,courage building book; facing fear guide; brave living; fear of change; bold decisions; risk taking self help; courage practice,A practical guide to courage recovery through body-based techniques and nervous system regulation. Written for young professionals seeking lasting change through evidence-based somatic approaches.,"Minimalist gradient background (muted_blue, warm_sand). Bold sans-serif title in white or dark contrast. Clean, modern, premium feel. No illustrations.",none,,4500-5500,7,WAVE_2,STRONG
CAT-C827DB3F71FE,awakening_press_en_us,en_US,adi_da,courage,gen_z_professionals,F003,short_book_30,series_book,SER-92C54191,7,Fear to Fire Collection: Book 7,Speaking Up: Courage in Relationships,4.99,courage building book; facing fear guide; brave living; fear of change; bold decisions; risk taking self help; courage practice,A practical guide to courage recovery through body-based techniques and nervous system regulation. Written for young professionals seeking lasting change through evidence-based somatic approaches.,"Minimalist gradient background (muted_blue, warm_sand). Bold sans-serif title in white or dark contrast. Clean, modern, premium feel. No illustrations.",none,,4500-5500,7,WAVE_2,STRONG
CAT-3BEC8781CE40,awakening_press_en_us,en_US,adi_da,courage,gen_z_professionals,F015,micro_book_15,micro_book,,0,Bold Enough,How to Find Courage in Anxious Times,3.99,courage building book; facing fear guide; brave living; fear of change; bold decisions; risk taking self help; courage practice,A focused micro-guide to courage recovery using evidence-based somatic and nervous system techniques. Designed for young professionals who need practical tools in 15 minutes or less.,"Minimalist gradient background (muted_blue, warm_sand). Bold sans-serif title in white or dark contrast. Clean, modern, premium feel. No illustrations.",none,,2500-3000,5,WAVE_1,STRONG
CAT-3B12386E1F7A,awakening_press_en_us,en_US,adi_da,courage,gen_z_professionals,F006,standard_book,standalone,,0,Jump Scared,A Guide to Building Courage and Facing the Unknown for Young Professionals,4.99,courage building book; facing fear guide; brave living; fear of change; bold decisions; risk taking self help; courage practice,A practical guide to courage recovery through body-based techniques and nervous system regulation. Written for young professionals seeking lasting change through evidence-based somatic approaches.,"Minimalist gradient background (muted_blue, warm_sand). Bold sans-serif title in white or dark contrast. Clean, modern, premium feel. No illustrations.",none,,9000-11000,12,WAVE_2,STRONG
CAT-669FD7C2ED7F,vitality_path_en_us,en_US,master_feung,burnout,healthcare_rns,F003,short_book_30,series_book,SER-59ADD5BC,1,The Recovery Road Series: The Collapse You Earned,Burnout Recovery for People Who Can't Stop,0.99,burnout recovery; work exhaustion healing; nervous system reset; burnout book professionals; hustle culture recovery; stress management; burnout prevention,A practical guide to burnout recovery through body-based techniques and nervous system regulation. Written for nurses and caregivers seeking lasting change through evidence-based somatic approaches.,"Minimalist gradient background (muted_blue, warm_sand). Bold sans-serif title in white or dark contrast. Clean, modern, premium feel. No illustrations.",workbook,workbook-burnout,4500-5500,7,WAVE_1,STRONG
CAT-04BF4EAA9320,vitality_path_en_us,en_US,master_feung,burnout,healthcare_rns,F003,short_book_30,series_book,SER-59ADD5BC,2,The Recovery Road Series: Book 2,Nervous System Recovery from Work Exhaustion,4.99,burnout recovery; work exhaustion healing; nervous system reset; burnout book professionals; hustle culture recovery; stress management; burnout prevention,A practical guide to burnout recovery through body-based techniques and nervous system regulation. Written for nurses and caregivers seeking lasting change through evidence-based somatic approaches.,"Minimalist gradient background (muted_blue, warm_sand). Bold sans-serif title in white or dark contrast. Clean, modern, premium feel. No illustrations.",workbook,workbook-burnout,4500-5500,7,WAVE_2,STRONG
CAT-A4B580838F05,vitality_path_en_us,en_US,master_feung,burnout,healthcare_rns,F003,short_book_30,series_book,SER-59ADD5BC,3,The Recovery Road Series: Book 3,Setting Boundaries to Prevent Burnout,4.99,burnout recovery; work exhaustion healing; nervous system reset; burnout book professionals; hustle culture recovery; stress management; burnout prevention,A practical guide to burnout recovery through body-based techniques and nervous system regulation. Written for nurses and caregivers seeking lasting change through evidence-based somatic approaches.,"Minimalist gradient background (muted_blue, warm_sand). Bold sans-serif title in white or dark contrast. Clean, modern, premium feel. No illustrations.",workbook,workbook-burnout,4500-5500,7,WAVE_2,STRONG
CAT-473222057F26,vitality_path_en_us,en_US,master_feung,burnout,healthcare_rns,F003,short_book_30,series_book,SER-59ADD5BC,4,The Recovery Road Series: Book 4,Burnout Recovery for High Achievers,4.99,burnout recovery; work exhaustion healing; nervous system reset; burnout book professionals; hustle culture recovery; stress management; burnout prevention,A practical guide to burnout recovery through body-based techniques and nervous system regulation. Written for nurses and caregivers seeking lasting change through evidence-based somatic approaches.,"Minimalist gradient background (muted_blue, warm_sand). Bold sans-serif title in white or dark contrast. Clean, modern, premium feel. No illustrations.",workbook,workbook-burnout,4500-5500,7,WAVE_2,STRONG
CAT-8633CBD297E7,vitality_path_en_us,en_US,master_feung,burnout,healthcare_rns,F003,short_book_30,series_book,SER-59ADD5BC,5,The Recovery Road Series: Book 5,Somatic Healing After Prolonged Stress,4.99,burnout recovery; work exhaustion healing; nervous system reset; burnout book professionals; hustle culture recovery; stress management; burnout prevention,A practical guide to burnout recovery through body-based techniques and nervous system regulation. Written for nurses and caregivers seeking lasting change through evidence-based somatic approaches.,"Minimalist gradient background (muted_blue, warm_sand). Bold sans-serif title in white or dark contrast. Clean, modern, premium feel. No illustrations.",workbook,workbook-burnout,4500-5500,7,WAVE_2,STRONG
CAT-1DCFE1A05EA5,vitality_path_en_us,en_US,master_feung,burnout,healthcare_rns,F003,short_book_30,series_book,SER-59ADD5BC,6,The Recovery Road Series: Book 6,Rebuilding Energy and Motivation After Burnout,4.99,burnout recovery; work exhaustion healing; nervous system reset; burnout book professionals; hustle culture recovery; stress management; burnout prevention,A practical guide to burnout recovery through body-based techniques and nervous system regulation. Written for nurses and caregivers seeking lasting change through evidence-based somatic approaches.,"Minimalist gradient background (muted_blue, warm_sand). Bold sans-serif title in white or dark contrast. Clean, modern, premium feel. No illustrations.",workbook,workbook-burnout,4500-5500,7,WAVE_2,STRONG
CAT-F1C9D12B3203,vitality_path_en_us,en_US,master_feung,burnout,healthcare_rns,F003,short_book_30,series_book,SER-59ADD5BC,7,The Recovery Road Series: Book 7,Burnout and Identity: Who Am I Without Hustle,4.99,burnout recovery; work exhaustion healing; nervous system reset; burnout book professionals; hustle culture recovery; stress management; burnout prevention,A practical guide to burnout recovery through body-based techniques and nervous system regulation. Written for nurses and caregivers seeking lasting change through evidence-based somatic approaches.,"Minimalist gradient background (muted_blue, warm_sand). Bold sans-serif title in white or dark contrast. Clean, modern, premium feel. No illustrations.",workbook,workbook-burnout,4500-5500,7,WAVE_2,STRONG
CAT-3563BF917427,vitality_path_en_us,en_US,master_feung,burnout,healthcare_rns,F015,micro_book_15,micro_book,,0,Running on Fumes,A Recovery Guide for Burnout and Work Exhaustion,3.99,burnout recovery; work exhaustion healing; nervous system reset; burnout book professionals; hustle culture recovery; stress management; burnout prevention,A focused micro-guide to burnout recovery using evidence-based somatic and nervous system techniques. Designed for nurses and caregivers who need practical tools in 15 minutes or less.,"Minimalist gradient background (muted_blue, warm_sand). Bold sans-serif title in white or dark contrast. Clean, modern, premium feel. No illustrations.",none,,2500-3000,5,WAVE_1,STRONG
CAT-7AE19996C5C4,vitality_path_en_us,en_US,master_feung,burnout,healthcare_rns,F006,standard_book,standalone,,0,Before You Break,Escaping Burnout and Rebuilding Your Energy for Nurses and Caregivers,4.99,burnout recovery; work exhaustion healing; nervous system reset; burnout book professionals; hustle culture recovery; stress management; burnout prevention,A practical guide to burnout recovery through body-based techniques and nervous system regulation. Written for nurses and caregivers seeking lasting change through evidence-based somatic approaches.,"Minimalist gradient background (muted_blue, warm_sand). Bold sans-serif title in white or dark contrast. Clean, modern, premium feel. No illustrations.",workbook,workbook-burnout,9000-11000,12,WAVE_2,STRONG
