queue_id,brand_id,title,subtitle,topic_id,persona_id,engine,runtime_format_id,content_type,price_usd,priority,keywords
WQ-2026-W14-adhd_forge_en_us-011,adhd_forge_en_us,The Draft You Never Send,Overcoming Overthinking in Communication and Life,overthinking,gen_alpha_students,spiral,short_book_30,standalone,2.99,VIABLE,stop overthinking book; racing thoughts relief; quiet mind guide; analysis paralysis; worry less book; mental spirals; rumination recovery
WQ-2026-W14-adhd_forge_en_us-012,adhd_forge_en_us,The Alarm Is Lying,A Nervous System Guide to Anxiety Recovery for Students,anxiety,gen_alpha_students,spiral,short_book_30,standalone,2.99,VIABLE,anxiety relief; nervous system regulation; calm anxiety naturally; anxiety recovery; high functioning anxiety; anxiety workbook adults; somatic anxiety
WQ-2026-W14-adhd_forge_en_us-013,adhd_forge_en_us,The Proof Was Always You,An Imposter Syndrome Recovery Guide for Students,imposter_syndrome,gen_alpha_students,spiral,short_book_30,standalone,2.99,VIABLE,imposter syndrome book; feeling like fraud; self doubt recovery; imposter syndrome women; imposter syndrome work; confidence building; worthy enough
WQ-2026-W14-adhd_forge_en_us-014,adhd_forge_en_us,The Loop Breaker,How to Stop Overthinking and Quiet Your Racing Mind — A Quick Guide,overthinking,gen_z_student,spiral,micro_book_20,format_variation,0.99,STRONG,stop overthinking book; racing thoughts relief; quiet mind guide; analysis paralysis; worry less book; mental spirals; rumination recovery
WQ-2026-W14-adhd_forge_en_us-015,adhd_forge_en_us,The Alarm Is Lying,A Nervous System Guide to Anxiety Recovery for Young Professionals,anxiety,gen_z_professionals,spiral,extended_book_2h,format_variation,9.99,STRONG,anxiety relief; nervous system regulation; calm anxiety naturally; anxiety recovery; high functioning anxiety; anxiety workbook adults; somatic anxiety
WQ-2026-W14-awakening_press_en_us-001,awakening_press_en_us,The Enough Series: Book 4,Self-Worth Beyond Achievement,self_worth,entrepreneurs,spiral,standard_book,series,3.99,VIABLE,self esteem books; self worth healing; self love guide; confidence building; feeling worthless recovery; enough self help; body neutrality
WQ-2026-W14-awakening_press_en_us-002,awakening_press_en_us,The Bold Step Series: Book 4,From Paralysis to Bold Action,courage,gen_z_student,shame,standard_book,series,3.99,STRONG,courage building book; facing fear guide; brave living; fear of change; bold decisions; risk taking self help; courage practice
WQ-2026-W14-awakening_press_en_us-003,awakening_press_en_us,Guard Your Peace,"Setting Boundaries in Relationships, Work, and Life",boundaries,gen_z_student,spiral,short_book_30,standalone,2.99,STRONG,setting boundaries book; how say no; people pleasing recovery; boundaries without guilt; codependency healing; toxic relationship boundaries; healthy boundaries
WQ-2026-W14-awakening_press_en_us-004,awakening_press_en_us,Brave Is a Verb,A Daily Practice Guide for Building Courage,courage,entrepreneurs,shame,short_book_30,standalone,2.99,STRONG,courage building book; facing fear guide; brave living; fear of change; bold decisions; risk taking self help; courage practice
WQ-2026-W14-awakening_press_en_us-005,awakening_press_en_us,The Grey Season,A Somatic Approach to Depression Recovery,depression,gen_z_student,comparison,short_book_30,standalone,2.99,STRONG,depression recovery book; feeling numb healing; low energy guide; depression self help; finding hope again; functioning depression; mood healing
WQ-2026-W14-awakening_press_en_us-006,awakening_press_en_us,Still Here Without You,Finding Your Way Through Grief and Heartbreak,grief,gen_z_student,false_alarm,short_book_30,standalone,2.99,STRONG,grief recovery book; coping with loss; grief healing guide; losing loved one; grief companion; complicated grief; bereavement self help
WQ-2026-W14-awakening_press_en_us-007,awakening_press_en_us,Worthy Without Proof,How to Build Unshakable Self-Worth and Confidence,self_worth,gen_z_professionals,overwhelm,short_book_30,standalone,2.99,STRONG,self esteem books; self worth healing; self love guide; confidence building; feeling worthless recovery; enough self help; body neutrality
WQ-2026-W14-awakening_press_en_us-008,awakening_press_en_us,Protect What Matters,A Boundaries Guide for People Who Give Too Much — A Quick Guide,boundaries,gen_z_student,grief,micro_book_15,micro,0.99,STRONG,setting boundaries book; how say no; people pleasing recovery; boundaries without guilt; codependency healing; toxic relationship boundaries; healthy boundaries
WQ-2026-W14-awakening_press_en_us-009,awakening_press_en_us,Trembling and Going,A Somatic Guide to Everyday Courage — A Quick Guide,courage,entrepreneurs,watcher,micro_book_15,micro,0.99,STRONG,courage building book; facing fear guide; brave living; fear of change; bold decisions; risk taking self help; courage practice
WQ-2026-W14-awakening_press_en_us-010,awakening_press_en_us,Numb and Navigating,Living with High-Functioning Depression — A Quick Guide,depression,gen_z_student,spiral,micro_book_15,micro,0.99,STRONG,depression recovery book; feeling numb healing; low energy guide; depression self help; finding hope again; functioning depression; mood healing
WQ-2026-W14-awakening_press_en_us-011,awakening_press_en_us,The Shape of Missing,A Grief Recovery Companion for the Worst Days,grief,entrepreneurs,spiral,short_book_30,standalone,2.99,VIABLE,grief recovery book; coping with loss; grief healing guide; losing loved one; grief companion; complicated grief; bereavement self help
WQ-2026-W14-awakening_press_en_us-012,awakening_press_en_us,Not for Sale,Reclaiming Your Self-Worth from Performance Culture,self_worth,entrepreneurs,spiral,short_book_30,standalone,2.99,VIABLE,self esteem books; self worth healing; self love guide; confidence building; feeling worthless recovery; enough self help; body neutrality
WQ-2026-W14-awakening_press_en_us-013,awakening_press_en_us,Stop Pouring from an Empty Cup,Boundaries for People Pleasers and Overgivers,boundaries,entrepreneurs,spiral,short_book_30,standalone,2.99,VIABLE,setting boundaries book; how say no; people pleasing recovery; boundaries without guilt; codependency healing; toxic relationship boundaries; healthy boundaries
WQ-2026-W14-awakening_press_en_us-014,awakening_press_en_us,The Leap Year,Finding Courage in Uncertain Times — A Quick Guide,courage,entrepreneurs,spiral,micro_book_20,format_variation,0.99,STRONG,courage building book; facing fear guide; brave living; fear of change; bold decisions; risk taking self help; courage practice
WQ-2026-W14-awakening_press_en_us-015,awakening_press_en_us,Color Returns,How to Move Through Depression One Day at a Time,depression,gen_z_student,spiral,extended_book_2h,format_variation,9.99,STRONG,depression recovery book; feeling numb healing; low energy guide; depression self help; finding hope again; functioning depression; mood healing
WQ-2026-W14-body_wisdom_en_us-001,body_wisdom_en_us,The Steady Ground Collection: Book 4,Breaking the Anxiety Spiral with Body-Based Tools,anxiety,working_parents,spiral,standard_book,series,3.99,VIABLE,anxiety relief; nervous system regulation; calm anxiety naturally; anxiety recovery; high functioning anxiety; anxiety workbook adults; somatic anxiety
WQ-2026-W14-body_wisdom_en_us-002,body_wisdom_en_us,The Body Knows Series: Book 4,The Polyvagal Approach to Safety,somatic_healing,healthcare_rns,shame,standard_book,series,3.99,STRONG,nervous system regulation book; somatic exercises; vagus nerve healing; body trauma release; polyvagal theory guide; somatic therapy self help; freeze response
WQ-2026-W14-body_wisdom_en_us-003,body_wisdom_en_us,The Emergency That Never Comes,Breaking Free from High-Functioning Anxiety,anxiety,millennial_women_professionals,spiral,short_book_30,standalone,2.99,STRONG,anxiety relief; nervous system regulation; calm anxiety naturally; anxiety recovery; high functioning anxiety; anxiety workbook adults; somatic anxiety
WQ-2026-W14-body_wisdom_en_us-004,body_wisdom_en_us,The Wall,What Happens When Burnout Catches Up,burnout,healthcare_rns,shame,short_book_30,standalone,2.99,STRONG,burnout recovery; work exhaustion healing; nervous system reset; burnout book professionals; hustle culture recovery; stress management; burnout prevention
WQ-2026-W14-body_wisdom_en_us-005,body_wisdom_en_us,"Lights Out, Mind On",A Practical Guide to Silencing Sleep Anxiety,sleep_anxiety,millennial_women_professionals,comparison,short_book_30,standalone,2.99,STRONG,insomnia self help; racing thoughts night; sleep anxiety relief; cant sleep book; 3am anxiety; calm mind sleep; bedtime anxiety
WQ-2026-W14-body_wisdom_en_us-006,body_wisdom_en_us,Held by the Body,"A Somatic Healing Guide for Stress, Trauma, and Anxiety",somatic_healing,healthcare_rns,false_alarm,short_book_30,standalone,2.99,STRONG,nervous system regulation book; somatic exercises; vagus nerve healing; body trauma release; polyvagal theory guide; somatic therapy self help; freeze response
WQ-2026-W14-body_wisdom_en_us-007,body_wisdom_en_us,Breath Before the Storm,Somatic Tools for Anxiety and Overwhelm,anxiety,millennial_women_professionals,overwhelm,short_book_30,standalone,2.99,STRONG,anxiety relief; nervous system regulation; calm anxiety naturally; anxiety recovery; high functioning anxiety; anxiety workbook adults; somatic anxiety
WQ-2026-W14-body_wisdom_en_us-008,body_wisdom_en_us,The Collapse You Earned,Burnout Recovery for People Who Can't Stop — A Quick Guide,burnout,healthcare_rns,grief,micro_book_15,micro,0.99,STRONG,burnout recovery; work exhaustion healing; nervous system reset; burnout book professionals; hustle culture recovery; stress management; burnout prevention
WQ-2026-W14-body_wisdom_en_us-009,body_wisdom_en_us,"Dark Room, Loud Brain",A Somatic Guide to Beating Sleep Anxiety — A Quick Guide,sleep_anxiety,millennial_women_professionals,watcher,micro_book_15,micro,0.99,STRONG,insomnia self help; racing thoughts night; sleep anxiety relief; cant sleep book; 3am anxiety; calm mind sleep; bedtime anxiety
WQ-2026-W14-body_wisdom_en_us-010,body_wisdom_en_us,Held by the Body,"A Somatic Healing Guide for Stress, Trauma, and Anxiety — A Quick Guide",somatic_healing,healthcare_rns,spiral,micro_book_15,micro,0.99,STRONG,nervous system regulation book; somatic exercises; vagus nerve healing; body trauma release; polyvagal theory guide; somatic therapy self help; freeze response
WQ-2026-W14-body_wisdom_en_us-011,body_wisdom_en_us,Quiet Enough,A Anxiety Recovery Guide for Overthinkers,anxiety,healthcare_rns,spiral,short_book_30,standalone,2.99,VIABLE,anxiety relief; nervous system regulation; calm anxiety naturally; anxiety recovery; high functioning anxiety; anxiety workbook adults; somatic anxiety
WQ-2026-W14-body_wisdom_en_us-012,body_wisdom_en_us,Ashes to Energy,Rebuilding After Burnout and Total Depletion,burnout,millennial_women_professionals,spiral,short_book_30,standalone,2.99,VIABLE,burnout recovery; work exhaustion healing; nervous system reset; burnout book professionals; hustle culture recovery; stress management; burnout prevention
WQ-2026-W14-body_wisdom_en_us-013,body_wisdom_en_us,"Dark Room, Loud Brain",A Somatic Guide to Beating Sleep Anxiety,sleep_anxiety,healthcare_rns,spiral,short_book_30,standalone,2.99,VIABLE,insomnia self help; racing thoughts night; sleep anxiety relief; cant sleep book; 3am anxiety; calm mind sleep; bedtime anxiety
WQ-2026-W14-body_wisdom_en_us-014,body_wisdom_en_us,The Body Remembers the Way Out,Somatic Healing and Nervous System Recovery — A Quick Guide,somatic_healing,healthcare_rns,spiral,micro_book_20,format_variation,0.99,STRONG,nervous system regulation book; somatic exercises; vagus nerve healing; body trauma release; polyvagal theory guide; somatic therapy self help; freeze response
WQ-2026-W14-body_wisdom_en_us-015,body_wisdom_en_us,Wired for Worry,Understanding Your Anxiety Response and How to Rewire It,anxiety,millennial_women_professionals,spiral,extended_book_2h,format_variation,9.99,STRONG,anxiety relief; nervous system regulation; calm anxiety naturally; anxiety recovery; high functioning anxiety; anxiety workbook adults; somatic anxiety
WQ-2026-W14-career_lift_en_us-001,career_lift_en_us,The Belonging Series: Book 4,Imposter Syndrome for Women in Leadership,imposter_syndrome,gen_x_sandwich,spiral,standard_book,series,3.99,VIABLE,imposter syndrome book; feeling like fraud; self doubt recovery; imposter syndrome women; imposter syndrome work; confidence building; worthy enough
WQ-2026-W14-career_lift_en_us-002,career_lift_en_us,The Bold Step Series: Book 4,From Paralysis to Bold Action,courage,millennial_women_professionals,shame,standard_book,series,3.99,VIABLE,courage building book; facing fear guide; brave living; fear of change; bold decisions; risk taking self help; courage practice
WQ-2026-W14-career_lift_en_us-003,career_lift_en_us,Worth More Than Your Balance,Healing Financial Anxiety and Money Shame,financial_anxiety,millennial_women_professionals,spiral,short_book_30,standalone,2.99,STRONG,money anxiety book; financial stress relief; money shame healing; financial anxiety guide; broke and scared; money mindset; financial therapy
WQ-2026-W14-career_lift_en_us-004,career_lift_en_us,Own Your Seat,How to Silence Imposter Syndrome and Show Up Fully,imposter_syndrome,millennial_women_professionals,shame,short_book_30,standalone,2.99,STRONG,imposter syndrome book; feeling like fraud; self doubt recovery; imposter syndrome women; imposter syndrome work; confidence building; worthy enough
WQ-2026-W14-career_lift_en_us-005,career_lift_en_us,The Safety Net,How to Build Financial Security Despite Financial Anxiety,financial_anxiety,millennial_women_professionals,comparison,short_book_30,standalone,2.99,STRONG,money anxiety book; financial stress relief; money shame healing; financial anxiety guide; broke and scared; money mindset; financial therapy
WQ-2026-W14-career_lift_en_us-006,career_lift_en_us,Who Let Me In,A Guide to Dismantling Imposter Syndrome from the Inside,imposter_syndrome,millennial_women_professionals,false_alarm,short_book_30,standalone,2.99,STRONG,imposter syndrome book; feeling like fraud; self doubt recovery; imposter syndrome women; imposter syndrome work; confidence building; worthy enough
WQ-2026-W14-career_lift_en_us-007,career_lift_en_us,Not About the Numbers,A Somatic Guide to Healing Financial Anxiety,financial_anxiety,millennial_women_professionals,overwhelm,short_book_30,standalone,2.99,STRONG,money anxiety book; financial stress relief; money shame healing; financial anxiety guide; broke and scared; money mindset; financial therapy
WQ-2026-W14-career_lift_en_us-008,career_lift_en_us,The Credential Trap,When No Amount of Proof Defeats Imposter Syndrome — A Quick Guide,imposter_syndrome,millennial_women_professionals,grief,micro_book_15,micro,0.99,STRONG,imposter syndrome book; feeling like fraud; self doubt recovery; imposter syndrome women; imposter syndrome work; confidence building; worthy enough
WQ-2026-W14-career_lift_en_us-009,career_lift_en_us,Scarcity Thinking,How Financial Anxiety Hijacks Your Decisions — A Quick Guide,financial_anxiety,millennial_women_professionals,watcher,micro_book_15,micro,0.99,STRONG,money anxiety book; financial stress relief; money shame healing; financial anxiety guide; broke and scared; money mindset; financial therapy
WQ-2026-W14-career_lift_en_us-010,career_lift_en_us,Own Your Seat,How to Silence Imposter Syndrome and Show Up Fully — A Quick Guide,imposter_syndrome,millennial_women_professionals,spiral,micro_book_15,micro,0.99,STRONG,imposter syndrome book; feeling like fraud; self doubt recovery; imposter syndrome women; imposter syndrome work; confidence building; worthy enough
WQ-2026-W14-career_lift_en_us-011,career_lift_en_us,Voice Unlocked,How to Speak Up When Courage Feels Impossible,courage,gen_x_sandwich,spiral,short_book_30,standalone,2.99,VIABLE,courage building book; facing fear guide; brave living; fear of change; bold decisions; risk taking self help; courage practice
WQ-2026-W14-career_lift_en_us-012,career_lift_en_us,The Leap Year,Finding Courage in Uncertain Times,courage,gen_x_sandwich,spiral,short_book_30,standalone,2.99,VIABLE,courage building book; facing fear guide; brave living; fear of change; bold decisions; risk taking self help; courage practice
WQ-2026-W14-career_lift_en_us-013,career_lift_en_us,Scared and Starting,How to Act with Courage Before You Feel Ready,courage,gen_x_sandwich,spiral,short_book_30,standalone,2.99,VIABLE,courage building book; facing fear guide; brave living; fear of change; bold decisions; risk taking self help; courage practice
WQ-2026-W14-career_lift_en_us-014,career_lift_en_us,The Raised Hand,A Guide to Courage for People Who Stay Silent — A Quick Guide,courage,gen_x_sandwich,spiral,micro_book_20,format_variation,0.99,VIABLE,courage building book; facing fear guide; brave living; fear of change; bold decisions; risk taking self help; courage practice
WQ-2026-W14-career_lift_en_us-015,career_lift_en_us,Worth More Than Your Balance,Healing Financial Anxiety and Money Shame,financial_anxiety,millennial_women_professionals,spiral,extended_book_2h,format_variation,9.99,STRONG,money anxiety book; financial stress relief; money shame healing; financial anxiety guide; broke and scared; money mindset; financial therapy
WQ-2026-W14-confidence_core_en_us-001,confidence_core_en_us,The Brave Room Series: Book 4,The Body's Response to Social Situations,social_anxiety,gen_z_student,spiral,standard_book,series,3.99,STRONG,social anxiety recovery; overcoming shyness; introvert anxiety; social confidence; making friends adult; phone anxiety; social skills
WQ-2026-W14-confidence_core_en_us-002,confidence_core_en_us,The Enough Series: Book 4,Self-Worth Beyond Achievement,self_worth,gen_z_professionals,shame,standard_book,series,3.99,STRONG,self esteem books; self worth healing; self love guide; confidence building; feeling worthless recovery; enough self help; body neutrality
WQ-2026-W14-confidence_core_en_us-003,confidence_core_en_us,The Proof Was Always You,An Imposter Syndrome Recovery Guide for Young Professionals,imposter_syndrome,gen_z_professionals,spiral,short_book_30,standalone,2.99,STRONG,imposter syndrome book; feeling like fraud; self doubt recovery; imposter syndrome women; imposter syndrome work; confidence building; worthy enough
WQ-2026-W14-confidence_core_en_us-004,confidence_core_en_us,The Measuring Stops Here,Breaking Free from the Self-Worth Deficit,self_worth,gen_alpha_students,shame,short_book_30,standalone,2.99,STRONG,self esteem books; self worth healing; self love guide; confidence building; feeling worthless recovery; enough self help; body neutrality
WQ-2026-W14-confidence_core_en_us-005,confidence_core_en_us,The Script Nobody Gave You,How to Navigate Social Anxiety with Confidence,social_anxiety,gen_alpha_students,comparison,short_book_30,standalone,2.99,STRONG,social anxiety recovery; overcoming shyness; introvert anxiety; social confidence; making friends adult; phone anxiety; social skills
WQ-2026-W14-confidence_core_en_us-006,confidence_core_en_us,Who Let Me In,A Guide to Dismantling Imposter Syndrome from the Inside,imposter_syndrome,gen_z_professionals,false_alarm,short_book_30,standalone,2.99,STRONG,imposter syndrome book; feeling like fraud; self doubt recovery; imposter syndrome women; imposter syndrome work; confidence building; worthy enough
WQ-2026-W14-confidence_core_en_us-007,confidence_core_en_us,Already Whole,A Somatic Guide to Rebuilding Self-Worth,self_worth,gen_alpha_students,overwhelm,short_book_30,standalone,2.99,STRONG,self esteem books; self worth healing; self love guide; confidence building; feeling worthless recovery; enough self help; body neutrality
WQ-2026-W14-confidence_core_en_us-008,confidence_core_en_us,Visible Without Fear,How to Stop Social Anxiety from Shrinking Your Life — A Quick Guide,social_anxiety,gen_alpha_students,grief,micro_book_15,micro,0.99,STRONG,social anxiety recovery; overcoming shyness; introvert anxiety; social confidence; making friends adult; phone anxiety; social skills
WQ-2026-W14-confidence_core_en_us-009,confidence_core_en_us,Belonging at the Table,Silencing Imposter Syndrome and Claiming Your Place — A Quick Guide,imposter_syndrome,gen_z_professionals,watcher,micro_book_15,micro,0.99,STRONG,imposter syndrome book; feeling like fraud; self doubt recovery; imposter syndrome women; imposter syndrome work; confidence building; worthy enough
WQ-2026-W14-confidence_core_en_us-010,confidence_core_en_us,Inherent,A Guide to Self-Worth That Doesn't Depend on Achievement — A Quick Guide,self_worth,gen_alpha_students,spiral,micro_book_15,micro,0.99,STRONG,self esteem books; self worth healing; self love guide; confidence building; feeling worthless recovery; enough self help; body neutrality
WQ-2026-W14-confidence_core_en_us-011,confidence_core_en_us,Enough Already,A Nervous System Approach to Imposter Syndrome Recovery,imposter_syndrome,gen_alpha_students,spiral,short_book_30,standalone,2.99,VIABLE,imposter syndrome book; feeling like fraud; self doubt recovery; imposter syndrome women; imposter syndrome work; confidence building; worthy enough
WQ-2026-W14-confidence_core_en_us-012,confidence_core_en_us,"Earned, Not Faked",Overcoming Imposter Syndrome and Owning Your Success,imposter_syndrome,gen_alpha_students,spiral,short_book_30,standalone,2.99,VIABLE,imposter syndrome book; feeling like fraud; self doubt recovery; imposter syndrome women; imposter syndrome work; confidence building; worthy enough
WQ-2026-W14-confidence_core_en_us-013,confidence_core_en_us,You're Not a Fraud,Overcoming Imposter Syndrome and Owning Your Worth,imposter_syndrome,gen_alpha_students,spiral,short_book_30,standalone,2.99,VIABLE,imposter syndrome book; feeling like fraud; self doubt recovery; imposter syndrome women; imposter syndrome work; confidence building; worthy enough
WQ-2026-W14-confidence_core_en_us-014,confidence_core_en_us,The Eyes on You,What Social Anxiety Gets Wrong About Being Seen — A Quick Guide,social_anxiety,gen_alpha_students,spiral,micro_book_20,format_variation,0.99,STRONG,social anxiety recovery; overcoming shyness; introvert anxiety; social confidence; making friends adult; phone anxiety; social skills
WQ-2026-W14-confidence_core_en_us-015,confidence_core_en_us,Unearned and Deserved,A Radical Approach to Self-Worth Recovery,self_worth,gen_alpha_students,spiral,extended_book_2h,format_variation,9.99,STRONG,self esteem books; self worth healing; self love guide; confidence building; feeling worthless recovery; enough self help; body neutrality
WQ-2026-W14-cosmic_edge_en_us-001,cosmic_edge_en_us,The Belonging Series: Book 4,Imposter Syndrome for Women in Leadership,imposter_syndrome,gen_alpha_students,spiral,standard_book,series,3.99,VIABLE,imposter syndrome book; feeling like fraud; self doubt recovery; imposter syndrome women; imposter syndrome work; confidence building; worthy enough
WQ-2026-W14-cosmic_edge_en_us-002,cosmic_edge_en_us,The Enough Series: Book 4,Self-Worth Beyond Achievement,self_worth,gen_z_student,shame,standard_book,series,3.99,STRONG,self esteem books; self worth healing; self love guide; confidence building; feeling worthless recovery; enough self help; body neutrality
WQ-2026-W14-cosmic_edge_en_us-003,cosmic_edge_en_us,The Fear That Built You,Finding Courage When Everything Feels Uncertain,courage,entrepreneurs,spiral,short_book_30,standalone,2.99,STRONG,courage building book; facing fear guide; brave living; fear of change; bold decisions; risk taking self help; courage practice
WQ-2026-W14-cosmic_edge_en_us-004,cosmic_edge_en_us,The Proof Was Always You,An Imposter Syndrome Recovery Guide for Entrepreneurs,imposter_syndrome,entrepreneurs,shame,short_book_30,standalone,2.99,STRONG,imposter syndrome book; feeling like fraud; self doubt recovery; imposter syndrome women; imposter syndrome work; confidence building; worthy enough
WQ-2026-W14-cosmic_edge_en_us-005,cosmic_edge_en_us,The Replay Button,How to Stop Overthinking from Hijacking Your Day,overthinking,entrepreneurs,comparison,short_book_30,standalone,2.99,STRONG,stop overthinking book; racing thoughts relief; quiet mind guide; analysis paralysis; worry less book; mental spirals; rumination recovery
WQ-2026-W14-cosmic_edge_en_us-006,cosmic_edge_en_us,Before the Grade,Rediscovering Self-Worth Beyond Performance,self_worth,gen_alpha_students,false_alarm,short_book_30,standalone,2.99,STRONG,self esteem books; self worth healing; self love guide; confidence building; feeling worthless recovery; enough self help; body neutrality
WQ-2026-W14-cosmic_edge_en_us-007,cosmic_edge_en_us,The Fear That Built You,Finding Courage When Everything Feels Uncertain,courage,entrepreneurs,overwhelm,short_book_30,standalone,2.99,STRONG,courage building book; facing fear guide; brave living; fear of change; bold decisions; risk taking self help; courage practice
WQ-2026-W14-cosmic_edge_en_us-008,cosmic_edge_en_us,The Credential Trap,When No Amount of Proof Defeats Imposter Syndrome — A Quick Guide,imposter_syndrome,entrepreneurs,grief,micro_book_15,micro,0.99,STRONG,imposter syndrome book; feeling like fraud; self doubt recovery; imposter syndrome women; imposter syndrome work; confidence building; worthy enough
WQ-2026-W14-cosmic_edge_en_us-009,cosmic_edge_en_us,Quieter Than Yesterday,A Week-by-Week Guide to Reducing Overthinking — A Quick Guide,overthinking,entrepreneurs,watcher,micro_book_15,micro,0.99,STRONG,stop overthinking book; racing thoughts relief; quiet mind guide; analysis paralysis; worry less book; mental spirals; rumination recovery
WQ-2026-W14-cosmic_edge_en_us-010,cosmic_edge_en_us,Unearned and Deserved,A Radical Approach to Self-Worth Recovery — A Quick Guide,self_worth,gen_alpha_students,spiral,micro_book_15,micro,0.99,STRONG,self esteem books; self worth healing; self love guide; confidence building; feeling worthless recovery; enough self help; body neutrality
WQ-2026-W14-cosmic_edge_en_us-011,cosmic_edge_en_us,Voice Unlocked,How to Speak Up When Courage Feels Impossible,courage,gen_alpha_students,spiral,short_book_30,standalone,2.99,VIABLE,courage building book; facing fear guide; brave living; fear of change; bold decisions; risk taking self help; courage practice
WQ-2026-W14-cosmic_edge_en_us-012,cosmic_edge_en_us,Own Your Seat,How to Silence Imposter Syndrome and Show Up Fully,imposter_syndrome,gen_alpha_students,spiral,short_book_30,standalone,2.99,VIABLE,imposter syndrome book; feeling like fraud; self doubt recovery; imposter syndrome women; imposter syndrome work; confidence building; worthy enough
WQ-2026-W14-cosmic_edge_en_us-013,cosmic_edge_en_us,Quieter Than Yesterday,A Week-by-Week Guide to Reducing Overthinking,overthinking,gen_alpha_students,spiral,short_book_30,standalone,2.99,VIABLE,stop overthinking book; racing thoughts relief; quiet mind guide; analysis paralysis; worry less book; mental spirals; rumination recovery
WQ-2026-W14-cosmic_edge_en_us-014,cosmic_edge_en_us,The Comparison Cure,How to Stop Measuring and Start Living — A Quick Guide,self_worth,gen_alpha_students,spiral,micro_book_20,format_variation,0.99,STRONG,self esteem books; self worth healing; self love guide; confidence building; feeling worthless recovery; enough self help; body neutrality
WQ-2026-W14-cosmic_edge_en_us-015,cosmic_edge_en_us,Brave Is a Verb,A Daily Practice Guide for Building Courage,courage,entrepreneurs,spiral,extended_book_2h,format_variation,9.99,STRONG,courage building book; facing fear guide; brave living; fear of change; bold decisions; risk taking self help; courage practice
WQ-2026-W14-creative_unfold_en_us-001,creative_unfold_en_us,The Enough Series: Book 4,Self-Worth Beyond Achievement,self_worth,gen_z_student,spiral,standard_book,series,3.99,STRONG,self esteem books; self worth healing; self love guide; confidence building; feeling worthless recovery; enough self help; body neutrality
