path	subsystem	currency	purpose	last_commit	note_or_supersede
docs/BRAND_LANE_ARCHITECTURE_HANDOFF.md	brand_admin	CURRENT	Brand Lane Architecture — Handoff Document	2026-05-29	
docs/CHANGE_OBSERVATION_AND_IMPACT_SPEC.md	misc	CURRENT	Change observation, impact, and “running best” system	2026-05-29	
docs/CHAPTER_THESIS_BANK.md	core_pipeline	CURRENT	CHAPTER THESIS BANK	2026-05-29	
docs/CHARACTER_INDIVIDUATION_PIPELINE_SPEC_2026-05-02.md	misc	CURRENT	Character Individuation Pipeline — Specification (2026-05-02)	2026-05-29	
docs/CHARACTER_INDIVIDUATION_PROMPT_ALGORITHM_2026-05-03.md	misc	STALE	Character Individuation — Prompt-Construction Algorithm (Q4, 2026-05-03)	2026-05-29	orphan: not in any authority source, not recent
docs/CJK_ATOM_TRANSLATION_QUEUE.md	translation	STALE	CJK Atom Translation Queue	2026-05-29	orphan: not in any authority source, not recent
docs/CJK_CATALOG_PLAN.md	translation	CURRENT	CJK Catalog Plan	2026-05-29	
docs/CLOUD_NATIVE_AGENTS.md	platform_ops	STALE	Cloud-Native Agents — Phoenix Omega	2026-05-29	orphan: not in any authority source, not recent
docs/CLOUD_NATIVE_AGENTS_LAYER2.md	platform_ops	STALE	Cloud-Native Agents Layer 2 — Cloudflare R2 for binary artifacts	2026-05-29	orphan: not in any authority source, not recent
docs/CLOUD_NATIVE_AGENTS_LAYER3.md	platform_ops	STALE	Cloud-Native Agents Layer 3 — Pearl Star push + render integration	2026-05-29	orphan: not in any authority source, not recent
docs/COLAB_AND_BROWSER_VERIFICATION_RUNBOOK.md	misc	CURRENT	Colab And Browser Verification Runbook	2026-05-29	
docs/COMFYUI_FLUX_MANGA_PROMPTING_RESEARCH_2026-04-29.md	manga_pipeline	STALE	ComfyUI / FLUX Manga Prompting Research — 2026-04-29	2026-05-29	orphan: not in any authority source, not recent
docs/COMMUNITY_ASSETS_AUDIT_2026-04-29.md	misc	CURRENT	Community Assets Audit — Phoenix Omega Manga Image Generation (Phase 1)	2026-05-29	
docs/COMPACT_BOOK_FORMAT_SPECS_2026-05-04.md	pearl_prime	CURRENT	Compact Book Format Specs — 2026-05-04	2026-05-29	
docs/CONTENT_BANK_BUILD_ORDER.md	misc	STALE	Content Bank Build Order	2026-05-29	orphan: not in any authority source, not recent
docs/CONTENT_COVERAGE_ANALYSIS.md	misc	CURRENT	Content coverage tooling — analysis (proper & complete)	2026-05-29	
docs/CONTENT_DURATION_MARKETING_PLAN.md	marketing	STALE	Content Duration Marketing Plan	2026-05-29	orphan: not in any authority source, not recent
docs/CONTENT_FRAGMENT_VARIATION_WRITER_SPEC.md	core_pipeline	CURRENT	Content Fragment Variation Writer Spec	2026-05-29	
docs/CONTENT_INVENTORY_WORKSTREAM_SPEC.md	misc	CURRENT	Content Inventory Workstream — Implementation Spec	2026-05-29	
docs/CONTENT_PRODUCTION_PLAN_100PCT.md	misc	CURRENT	Content production plan — toward full repo coverage (Pearl_PM)	2026-05-29	
docs/CONTROL_PLANE_GO_NO_GO.md	platform_ops	CURRENT	Control Plane Go/No-Go Checklist	2026-05-29	
docs/CONTROL_PLANE_RUNBOOK.md	platform_ops	CURRENT	Control Plane Runbook — Proof that each tab works on real repo data	2026-05-29	
docs/CONTROL_PLANE_SPEC_PATCH_V1.1.md	platform_ops	CURRENT	Control Plane Spec Patch v1.1	2026-05-29	
docs/CORRECTIVE_ACTION_METHODOLOGY_2026-05-03.md	misc	STALE	Corrective-Action Methodology (PR-C-prep, 2026-05-03)	2026-05-29	orphan: not in any authority source, not recent
docs/COVERAGE_HEALTH_JSON_SCHEMA.md	misc	CURRENT	Coverage Health JSON — Dashboard Schema	2026-05-29	
docs/CREATIVE_QUALITY_GATE_V1.md	misc	CURRENT	Creative Quality Gate v1	2026-05-29	
docs/CREATIVE_QUALITY_VALIDATION_CHECKLIST.md	misc	CURRENT	Creative Quality Validation Checklist	2026-05-29	
docs/CREDENTIAL_HUNT_DEV_SPEC.md	integrations	STALE	Credential Hunt Dev Spec	2026-05-29	orphan: not in any authority source, not recent
docs/DEPTH_MODULE_PROTOCOL.md	core_pipeline	CURRENT	Depth module protocol — EnrichmentSelect	2026-05-29	
docs/DISASTER_RECOVERY_DRILL_CHECKLIST.md	misc	CURRENT	Disaster Recovery Drill Checklist	2026-05-29	
docs/DISTRIBUTION_STRATEGY.md	misc	STALE	Distribution Strategy — Illustrated Content Catalog	2026-05-29	orphan: not in any authority source, not recent
docs/DOCS_INDEX.md	coordination	CURRENT	Phoenix Docs Index	2026-05-29	
docs/DURATION_DERIVATION_SPEC.md	core_pipeline	CURRENT	Duration Derivation Spec — Pearl Prime runtime formats	2026-06-13	
docs/DURATION_DERIVATION_SPEC_CJK_ADDENDUM.md	translation	CURRENT	Duration Derivation Spec — CJK Addendum (char-based, per-locale)	2026-06-13	
docs/EBOOK_PIPELINE_COMPLETE_GUIDE.md	misc	CURRENT	Pearl Prime — Ebook Pipeline (complete operator guide)	2026-05-29	
docs/EI_V2_MARKETING_INTEGRATION_SPEC.md	ei_v2	CURRENT	Integrate marketing_deep_research into EI V2	2026-05-29	
docs/EI_V2_REGISTRY_LEARNING_SPEC.md	ei_v2	CURRENT	EI v2 Registry Learning Spec	2026-05-29	
docs/ENLIGHTENED_INTELLIGENCE_PROD_CHECKLIST.md	ei_v2	CURRENT	Enlightened Intelligence — Production Checklist	2026-05-29	
docs/EUROPE_CATALOG_PLAN.md	catalog_planning	STALE	Europe Catalog Plan	2026-05-29	orphan: not in any authority source, not recent
docs/EXECUTIVE_DASHBOARD_AND_PHOENIXCONTROL_SPEC.md	brand_admin	CURRENT	Executive Dashboard + PhoenixControl: recommended setup	2026-05-29	
docs/FIRST_10_BOOKS_EVALUATION_PROTOCOL.md	misc	CURRENT	First 10 Books Evaluation Protocol	2026-05-29	
docs/FORK_WRAP_BUILD_DECISIONS_2026-04-29.md	coordination	CURRENT	Fork / Wrap / Build Decisions — Phoenix Omega Manga Image Generation (Phase 1)	2026-05-29	
docs/FREEBIE_MARKETING_PLAN.md	marketing	CURRENT	Freebie Marketing Plan	2026-05-29	
docs/FULL_FUNNEL_PLAN.md	marketing	CURRENT	Full Funnel Plan — Phoenix Omega	2026-05-29	
docs/FULL_REPO_ARCHITECTURE_MAP_2026-04-26.md	coordination	STALE	Full Repo Architecture Map — 2026-04-26	2026-05-29	orphan: not in any authority source, not recent
docs/FULL_REPO_CANONICAL_SYSTEM_MAP_2026-04-26.md	coordination	CURRENT	Full Repo Canonical System Map — 2026-04-26	2026-05-29	
docs/FULL_REPO_DEPRECATION_AND_DELETION_PLAN_2026-04-26.md	coordination	CURRENT	Full Repo Deprecation & Deletion Plan — 2026-04-26	2026-05-29	
docs/FULL_REPO_IMPLEMENTATION_GAP_PLAN_2026-04-26.md	coordination	CURRENT	Full Repo Implementation Gap Plan — 2026-04-26	2026-05-29	
docs/FULL_REPO_SYSTEM_AUDIT_2026-04-26.md	coordination	CURRENT	Full Repo System Audit — 2026-04-26	2026-05-29	
docs/FULL_REPO_TEST_SUITE_PLAN.md	coordination	CURRENT	Full Repo Test Suite Plan	2026-05-29	
docs/GENRE_PORTFOLIO_PLAN.md	catalog_planning	CURRENT	Genre Portfolio Plan — Embedded Wellness Strategy	2026-05-29	
docs/GITHUB_ACTIONS_BACKGROUND_AGENTS.md	devops_ci	CURRENT	GitHub Actions background agents (manga lane)	2026-05-29	
docs/GITHUB_BACKUP_SETUP.md	devops_ci	CURRENT	GitHub Backup Setup	2026-05-29	
docs/GITHUB_GOVERNANCE.md	devops_ci	CURRENT	GitHub governance (source of truth)	2026-06-16	
docs/GITHUB_GOVERNANCE_INCIDENT_RUNBOOK.md	devops_ci	CURRENT	GitHub governance incident runbook	2026-05-29	CLAUDE.md read-first list
docs/GITHUB_NO_FAILURE_FRAMEWORK.md	devops_ci	CURRENT	GitHub No-Failure Framework	2026-05-29	
docs/GITHUB_OPERATIONS_FRAMEWORK.md	devops_ci	CURRENT	GitHub Operations Framework	2026-05-29	
docs/GITHUB_SUPPORT_SYSTEM_SPEC.md	devops_ci	CURRENT	GitHub Support System Spec (v1)	2026-05-29	
docs/GIT_LFS_MIGRATION_PLAN.md	misc	CURRENT	Git LFS Migration Plan — phoenix_omega_v4.8	2026-05-29	
docs/GLOBAL_CATALOG_FANOUT_EXECUTION_PLAN.md	catalog_planning	CURRENT	Global Catalog Fan-Out — Execution Plan (canonical)	2026-05-29	
docs/GLOBAL_PERSONA_MARKETING_PLAN.md	marketing	STALE	GLOBAL PERSONA MARKETING PLAN -- v1.0	2026-05-29	orphan: not in any authority source, not recent
docs/GOLDEN_CHAPTER_WORKFLOW.md	core_pipeline	STALE	Golden chapter workflow (Pearl Dev)	2026-05-29	orphan: not in any authority source, not recent
docs/GOVERNANCE_HARDENING_BLUEPRINT.md	devops_ci	CURRENT	Governance Hardening Blueprint (80 Candidate Controls)	2026-05-29	
docs/GO_LIVE_EVIDENCE_D2_D3_D5_D6.md	misc	STALE	D2/D3/D5/D6 Go-Live Evidence Pack	2026-05-29	orphan: not in any authority source, not recent
docs/GO_LIVE_FINAL_CHECKLIST.md	misc	CURRENT	GO-LIVE FINAL CHECKLIST — Qwen-Only Audiobook Pipeline	2026-05-29	
docs/HANDOFF_BESTSELLER_PIPELINE_AND_TEACHER_SHOWCASE_20260420.md	teacher_mode	STALE	Handoff — Bestseller Pipeline P0/P1 + Teacher Showcase Reels	2026-05-29	historical (audit/handoff), not in index
docs/HANDOFF_PEARL_STAR_IMAGE_PIPELINE_2026-05-04.md	integrations	CURRENT	HANDOFF — Pearl Star Image Pipeline + Manga Author/Cover Art Canonical (2026-05-04)	2026-05-29	
docs/HARVEST_TO_MAIN_RUNBOOK.md	devops_ci	CURRENT	Harvest-to-main runbook	2026-05-29	
docs/HIGH_IMPACT_STORY_ATOM_UPGRADE_RUBRIC.md	core_pipeline	CURRENT	High-Impact Story Atom Upgrade Rubric	2026-05-29	
docs/INSIGHT_DENSITY_ANALYZER.md	misc	CURRENT	Insight Density Analyzer	2026-05-29	
docs/INTEGRATION_CREDENTIALS_REGISTRY.md	integrations	CURRENT	Integration Credentials Registry	2026-06-13	
docs/INTRO_AND_CONCLUSION_SYSTEM.md	misc	CURRENT	Intro and Conclusion System	2026-05-29	
docs/JAPAN_LINE_FREEBIE_FUNNEL_PLAN_2026-04-29.md	marketing	STALE	Japan LINE Freebie Funnel Plan	2026-05-29	orphan: not in any authority source, not recent
docs/KNOB_APPLY_STAGE_CONTRACT.md	misc	CURRENT	Knob Apply Stage Contract	2026-05-29	
docs/LATAM_CATALOG_PLAN.md	catalog_planning	STALE	LATAM Catalog Plan (Spanish-language)	2026-05-29	orphan: not in any authority source, not recent
docs/LOCALE_PERSONAS.md	translation	CURRENT	Locale Personas Registry	2026-05-29	
docs/LOCAL_CREDENTIALS_INTAKE_RUNBOOK.md	integrations	CURRENT	Local Credentials Intake Runbook	2026-05-29	
docs/MANGA_CATALOGS_2026-04-28.md	manga_pipeline	STALE	Manga Catalogs — en_US + ja_JP — 2026-04-28	2026-05-29	orphan: not in any authority source, not recent
docs/MANGA_CATALOG_PHASE2_2026-04-28.md	manga_pipeline	STALE	Manga Catalog Phase 2 — zh_TW + zh_CN Materialization — 2026-04-28	2026-05-29	orphan: not in any authority source, not recent
docs/MANGA_CATALOG_PLAN_EN_US_JA_JP_ZH_TW_ZH_CN_2026-04-28.md	manga_pipeline	STALE	Manga Catalog Plan — en_US / ja_JP / zh_TW / zh_CN — 2026-04-28	2026-05-29	orphan: not in any authority source, not recent
docs/MANGA_CATALOG_VOLUME_AND_ASSETS_HANDOFF_2026_04_17.md	manga_pipeline	STALE	Manga catalog, volume production, Stillness Press assets — handoff	2026-05-29	dated historical artifact
docs/MANGA_CJK_SHAPING.md	manga_pipeline	STALE	Manga CJK Text Shaping (Phase 2 #13 of PR #631)	2026-05-29	orphan: not in any authority source, not recent
docs/MANGA_COVER_DESIGN_SPRINT_HANDOFF.md	manga_pipeline	STALE	Manga Cover Design System — Sprint Handoff	2026-05-29	historical (audit/handoff), not in index
docs/MANGA_DRAWING_TRADITIONS_RESEARCH_2026-05-02.md	manga_pipeline	STALE	Manga Drawing Traditions + Character Individuation — Research (2026-05-02)	2026-05-29	orphan: not in any authority source, not recent
docs/MANGA_FONT_REGISTRY.md	manga_pipeline	STALE	Manga Font Registry	2026-05-29	orphan: not in any authority source, not recent
docs/MANGA_GTM_PLAN.md	manga_pipeline	STALE	Pearl Prime Manga/Illustrated Content -- Go-to-Market Plan	2026-05-29	orphan: not in any authority source, not recent
docs/MANGA_IMPLEMENTATION_OUTLINE.md	manga_pipeline	CURRENT	Manga Implementation Outline	2026-05-29	
docs/MANGA_LAYERED_PIPELINE_V2_SCOPE.md	manga_pipeline	CURRENT	Manga Layered Pipeline V2 — Implementation Pointer (2026-05-07)	2026-05-29	
docs/MANGA_MODE_STRATEGY.md	manga_pipeline	CURRENT	Manga Mode — Business Strategy & Market Analysis	2026-05-29	
docs/MANGA_PIPELINE_AUDIT_2026-04-26.md	manga_pipeline	CURRENT	Manga Pipeline Audit — Phase 1 Synthesis	2026-05-29	
docs/MANGA_PIPELINE_COMPLETE_GUIDE.md	manga_pipeline	CURRENT	Pearl Prime — Manga Pipeline (complete operator guide)	2026-05-29	
docs/MANGA_PIPELINE_ONBOARDING.md	manga_pipeline	CURRENT	Manga Pipeline Onboarding	2026-05-29	
docs/MANGA_PRODUCTION_PIPELINE.md	manga_pipeline	CURRENT	Manga production pipeline	2026-05-29	
docs/MANGA_QUALITY_GAP_PLAN.md	manga_pipeline	STALE	MANGA_QUALITY_GAP_PLAN.md	2026-05-29	historical (audit/handoff), not in index
docs/MANGA_RENDER_LINEAGE_DECISION_2026-05-29.md	manga_pipeline	CURRENT	Manga Render Lineage — Reconciliation Decision	2026-05-29	
docs/MANGA_SERIES_PORTFOLIO_RESEARCH.md	manga_pipeline	CURRENT	Manga Series Portfolio Research: Industry Benchmarks	2026-05-29	
docs/MANGA_V2_BE_LAUNCH_PLAN.md	manga_pipeline	CURRENT	Manga V2 — Phase B–E Launch Plan (Operator One-Pager)	2026-06-12	
docs/MANGA_V5_CATALOG_ROLLOUT_PLAN.md	manga_pipeline	CURRENT	Manga V5.1 Catalog Rollout Plan	2026-05-29	
docs/MANGA_V5_COMPUTE_SCALING_OPTIONS.md	manga_pipeline	STALE	Manga V5 Compute Scaling Options — Milestone H Scoping	2026-05-29	orphan: not in any authority source, not recent
docs/MANUSCRIPT_QUALITY_IMPLEMENTATION_CHECKLIST.md	misc	CURRENT	Manuscript Quality — Implementation Checklist	2026-05-29	
docs/MARKETING_FREE_SOURCES.md	marketing	CURRENT	Free marketing sources (audiobook and industry)	2026-05-29	
docs/MECHA_EP001_PEARL_STAR_RUNBOOK_2026-04-27.md	integrations	STALE	Mecha ep_001 — Pearl Star Render Runbook	2026-05-29	dated historical artifact
docs/MESSAGING_CHANNELS_LOCAL_SETUP.md	integrations	CURRENT	Messaging Channels Local Setup	2026-05-29	
docs/ML_AUTONOMOUS_LOOP_SPEC.md	platform_ops	CURRENT	Autonomous Improvement Spec (24/7 + Daily + Weekly)	2026-05-29	
docs/ML_EDITORIAL_MARKET_LOOP_SPEC.md	misc	CURRENT	ML Editorial + Marketing Intelligence Loop (v1)	2026-05-29	
docs/ML_EDITORIAL_SAFETY_AND_GOVERNANCE.md	devops_ci	CURRENT	ML Editorial loop — safety and governance	2026-05-29	
docs/NARRATIVE_TENSION_VALIDATOR.md	misc	CURRENT	Narrative Tension Validator	2026-05-29	
docs/NEW_LANGUAGE_LOCATION_ONBOARDING.md	brand_admin	CURRENT	New Language / Location Onboarding	2026-05-29	
docs/OLD_CHAT_AND_HOME_PROMOTION_SPEC.md	misc	CURRENT	Old Chat And Home Promotion Spec	2026-05-29	
docs/ONBOARDING_EXAMPLE_PRODUCTION_CHECKLIST.md	brand_admin	CURRENT	Onboarding Example Production Checklist	2026-05-29	
docs/ONBOARDING_POST_MERGE_HYGIENE.md	brand_admin	CURRENT	Onboarding Post-Merge Hygiene Guide	2026-05-29	
docs/ONBOARDING_PROOF_ASSET_PRODUCTION_BACKLOG.md	brand_admin	STALE	Onboarding Proof Asset Fidelity Backlog	2026-05-29	orphan: not in any authority source, not recent
docs/ONBOARDING_PROOF_FIDELITY_UPGRADE_LANE.md	brand_admin	CURRENT	Onboarding proof — fidelity upgrade lane	2026-05-29	
docs/ONBOARDING_START_HERE.md	brand_admin	CURRENT	Onboarding Start Here	2026-05-29	
docs/OPERATOR_QA_PACKET_2026-04-29.md	misc	CURRENT	Operator QA Packet — Pearl Prime Catalog Launch Review	2026-06-13	
docs/OWNERSHIP_MATRIX.md	coordination	CURRENT	Ownership Matrix	2026-05-29	
docs/PEARL_ARCHITECT_BRIEF_EP002_CANDIDATE_ARCHETYPES.md	coordination	STALE	Pearl_Architect Brief — ep_002 Candidate Iyashikei Archetypes	2026-05-29	orphan: not in any authority source, not recent
docs/PEARL_ARCHITECT_STATE.md	coordination	CURRENT	Pearl_Architect State	2026-06-16	
docs/PEARL_AUTHOR_BEATSHEET_DESIGN_NOTES.md	misc	STALE	Pearl_Author Beatsheet Design Notes — Milestone C Step 0	2026-05-29	orphan: not in any authority source, not recent
docs/PEARL_EDITOR_BRIEF.md	misc	CURRENT	Pearl Editor Brief	2026-05-29	
docs/PEARL_GITHUB_AUTOPILOT_RUNBOOK.md	devops_ci	CURRENT	Pearl_GitHub Autopilot Runbook	2026-05-29	
docs/PEARL_GITHUB_ONBOARDING.md	brand_admin	CURRENT	Pearl_GitHub — Onboarding Guide	2026-05-29	referenced by CLAUDE.md read-first list
docs/PEARL_GITHUB_PS_TXT_PATCH.md	devops_ci	STALE	Pearl_GitHub — ps.txt Patch Instructions	2026-05-29	orphan: not in any authority source, not recent
docs/PEARL_GITHUB_STATE.md	devops_ci	CURRENT	Pearl_GitHub State	2026-05-29	
docs/PEARL_MARKETING_BRIEF.md	marketing	STALE	Pearl_Marketing Brief — US English Market	2026-05-29	orphan: not in any authority source, not recent
docs/PEARL_NEWS_5_VARIATION_EXPANSION_PROGRAM.md	pearl_news	STALE	Pearl News — 5-Variation Atom Expansion Program	2026-05-29	orphan: not in any authority source, not recent
docs/PEARL_NEWS_ARCHITECTURE_SPEC.md	pearl_news	CURRENT	Pearl News Architecture Spec	2026-05-29	
docs/PEARL_NEWS_ARTICLE_METADATA_SCHEMA.md	pearl_news	CURRENT	Pearl News — Article Metadata Schema	2026-05-29	
docs/PEARL_NEWS_CONTRACT.md	pearl_news	CURRENT	Pearl News Product Contract	2026-05-29	referenced by code/pearl_news
docs/PEARL_NEWS_GITHUB_SCHEDULING.md	pearl_news	CURRENT	Pearl News — GitHub scheduling (run when laptop is off)	2026-05-29	
docs/PEARL_NEWS_GO_NO_GO_CHECKLIST.md	pearl_news	CURRENT	Pearl News — GO/NO-GO Checklist (100% Wired)	2026-05-29	
docs/PEARL_NEWS_HARDENING_100_PERCENT.md	pearl_news	CURRENT	Pearl News Hardening Slice — 100% Checklist	2026-05-29	
docs/PEARL_NEWS_LAYOUT_SYSTEM_2026-05-04.md	pearl_news	CURRENT	Pearl News Layout System — Governing Spec	2026-05-29	
docs/PEARL_NEWS_LLM_ROUTING.md	pearl_news	STALE	Pearl News — LLM Routing Handoff	2026-05-29	orphan: not in any authority source, not recent
docs/PEARL_NEWS_MINIMAL_PROD_CHECKLIST.md	pearl_news	CURRENT	Pearl News — Minimal Production Checklist (Phase 1)	2026-05-29	
docs/PEARL_NEWS_OPTION_B_RUNBOOK.md	pearl_news	CURRENT	Pearl News Option B — Run from Qwen or Qwen-Agent repo	2026-05-29	
docs/PEARL_NEWS_SIDEBAR_FUNCTION_INVENTORY.md	pearl_news	CURRENT	Pearl News Sidebar — Function Inventory	2026-06-06	
docs/PEARL_NEWS_SIDEBAR_VERSION_HISTORY.md	pearl_news	CURRENT	Pearl News Sidebar — Version History	2026-06-06	
docs/PEARL_NEWS_WRITER_SPEC.md	pearl_news	CURRENT	Pearl News Writer Spec	2026-06-06	
docs/PEARL_NEWS_WRITING_QUALITY_ANALYSIS.md	pearl_news	CURRENT	Pearl News — Writing Quality Analysis (Baseline + Routing Prep)	2026-05-29	
docs/PEARL_PM_STATE.md	coordination	CURRENT	Pearl_PM State	2026-05-29	
docs/PEARL_PRIME_ATOM_100PCT_COVERAGE_SSOT.md	pearl_prime	CURRENT	Pearl Prime — Atom 100% Coverage SSOT	2026-06-11	
docs/PEARL_PRIME_ATOM_COVERAGE_SESSION_HANDOFF_2026-06-11.md	pearl_prime	CURRENT	Pearl Prime Atom Coverage + EXERCISE Schema Lift — Session Handoff	2026-06-12	
docs/PEARL_PRIME_BESTSELLER_ACCEPTANCE_SCORECARD.md	pearl_prime	CURRENT	Pearl Prime Bestseller Acceptance Scorecard	2026-05-29	
docs/PEARL_PRIME_BESTSELLER_WRITING_OVERLAY_SPEC.md	pearl_prime	CURRENT	Pearl Prime — Bestseller Writing Overlay Spec	2026-06-12	
docs/PEARL_PRIME_BLIND_10_OPERATOR_GUIDE.md	pearl_prime	STALE	Blind-10 Operator Guide — Pearl Prime System-Level Benchmark	2026-05-29	orphan: not in any authority source, not recent
docs/PEARL_PRIME_BOOK_SCRIPT_CATALOGS_2026-04-28.md	catalog_planning	STALE	Pearl Prime Book Script Catalogs — 2026-04-28	2026-05-29	orphan: not in any authority source, not recent
