brand_id,genre,series_id,topic,title_zh_TW,manga_author,topic_prefilled,author_prefilled,written
digital_ground,workplace_drama,digital_ground__zh_TW__workplace_drama__series01,imposter_syndrome,頂著別人頭銜的我,许露然,False,False,True
digital_ground,workplace_drama,digital_ground__zh_TW__workplace_drama__series02,financial_anxiety,薪水條上的紅字,沈雪心,False,False,True
digital_ground,workplace_drama,digital_ground__zh_TW__workplace_drama__series03,anxiety,永遠回不完的訊息,黄静棉,False,False,True
executive_calm_workplace,dark_fantasy,executive_calm_workplace__zh_TW__dark_fantasy__series01,burnout,焚城之主的王座,林柔然,False,False,True
executive_calm_workplace,psychological_thriller,executive_calm_workplace__zh_TW__psychological_thriller__series01,overthinking,董事長的第二個腦袋,何静荷,False,False,True
executive_calm_workplace,psychological_thriller,executive_calm_workplace__zh_TW__psychological_thriller__series02,financial_anxiety,帳本上消失的零,黄和心,False,False,True
executive_calm_workplace,sci_fi_cyberpunk,executive_calm_workplace__zh_TW__sci_fi_cyberpunk__series01,burnout,高層即將斷電,李宁泉,False,False,True
executive_calm_workplace,sci_fi_cyberpunk,executive_calm_workplace__zh_TW__sci_fi_cyberpunk__series02,overthinking,決策迴圈過載,何静心,False,False,True
executive_calm_workplace,workplace_drama,executive_calm_workplace__zh_TW__workplace_drama__series01,financial_anxiety,下一季的數字,周暖雾,False,False,True
executive_calm_workplace,workplace_drama,executive_calm_workplace__zh_TW__workplace_drama__series02,burnout,燒光最後一口氣的董座,沈和棉,False,False,True
executive_calm_workplace,workplace_drama,executive_calm_workplace__zh_TW__workplace_drama__series03,overthinking,想得太遠的會議,林风荷,False,False,True
focus_sprint_workplace,action_battle,focus_sprint_workplace__zh_TW__action_battle__series01,adhd_focus,三秒內擊中靶心,赵安溪,False,False,True
focus_sprint_workplace,action_battle,focus_sprint_workplace__zh_TW__action_battle__series02,imposter_syndrome,假冒高手的擂台,林安雾,False,False,True
focus_sprint_workplace,psychological_thriller,focus_sprint_workplace__zh_TW__psychological_thriller__series01,social_anxiety,茶水間的耳語,沈安棉,False,False,True
focus_sprint_workplace,sports_competition,focus_sprint_workplace__zh_TW__sports_competition__series01,adhd_focus,起跑線上的雜念,何柔棉,False,False,True
focus_sprint_workplace,sports_competition,focus_sprint_workplace__zh_TW__sports_competition__series02,imposter_syndrome,頂替名單的第六人,许柔然,False,False,True
focus_sprint_workplace,sports_competition,focus_sprint_workplace__zh_TW__sports_competition__series03,social_anxiety,更衣室沒人跟我說話,李静心,False,False,True
focus_sprint_workplace,workplace_drama,focus_sprint_workplace__zh_TW__workplace_drama__series01,adhd_focus,永遠開著的十七個視窗,李安雾,False,False,True
focus_sprint_workplace,workplace_drama,focus_sprint_workplace__zh_TW__workplace_drama__series02,imposter_syndrome,佔著位子的冒牌組長,吴风心,False,False,True
gentle_growth_healing,dark_fantasy,gentle_growth_healing__zh_TW__dark_fantasy__series01,self_worth,不被加冕的繼承人,黄静然,False,False,True
gentle_growth_healing,iyashikei,gentle_growth_healing__zh_TW__iyashikei__series01,imposter_syndrome,巷尾那家二手書店,黄静泉,False,False,True
gentle_growth_healing,iyashikei,gentle_growth_healing__zh_TW__iyashikei__series02,social_anxiety,怕生的花藝師,吴露荷,False,False,True
gentle_growth_healing,romance_josei_drama,gentle_growth_healing__zh_TW__romance_josei_drama__series01,self_worth,配不上這束光的我,周宁雾,False,False,True
gentle_growth_healing,romance_josei_drama,gentle_growth_healing__zh_TW__romance_josei_drama__series02,imposter_syndrome,你誤會了那個我,周静心,False,False,True
gentle_growth_healing,romance_josei_drama,gentle_growth_healing__zh_TW__romance_josei_drama__series03,social_anxiety,不敢回你訊息的午後,张静泉,False,False,True
gentle_growth_healing,supernatural_mystery,gentle_growth_healing__zh_TW__supernatural_mystery__series01,self_worth,鏡中映出的真名,黄月棉,False,False,True
gentle_growth_healing,supernatural_mystery,gentle_growth_healing__zh_TW__supernatural_mystery__series02,imposter_syndrome,假扮神諭的少女,陈风然,False,False,True
healing_ground_healing,dark_fantasy,healing_ground_healing__zh_TW__dark_fantasy__series01,grief,替亡魂引路的擺渡人,何宁棉,False,False,True
healing_ground_healing,dark_fantasy,healing_ground_healing__zh_TW__dark_fantasy__series02,boundaries,拒絕跨越的結界守,赵暖棉,False,False,True
healing_ground_healing,dark_fantasy,healing_ground_healing__zh_TW__dark_fantasy__series03,overthinking,千思萬緒的織夢者,吴露心,False,False,True
healing_ground_healing,iyashikei,healing_ground_healing__zh_TW__iyashikei__series01,grief,海邊那間遺忘咖啡館,黄暖心,False,False,True
healing_ground_healing,iyashikei,healing_ground_healing__zh_TW__iyashikei__series02,boundaries,學會說不的花店老闆,李静兮,False,False,True
healing_ground_healing,psychological_thriller,healing_ground_healing__zh_TW__psychological_thriller__series01,overthinking,停不下來的午夜推理,赵露棉,False,False,True
healing_ground_healing,supernatural_mystery,healing_ground_healing__zh_TW__supernatural_mystery__series01,grief,未寄出的告別信,赵风泉,False,False,True
healing_ground_healing,supernatural_mystery,healing_ground_healing__zh_TW__supernatural_mystery__series02,boundaries,劃出結界的靈媒,吴暖棉,False,False,True
heart_balance_shojo,iyashikei,heart_balance_shojo__zh_TW__iyashikei__series01,social_anxiety,怕生女孩的甜點日記,张露溪,False,False,True
heart_balance_shojo,iyashikei,heart_balance_shojo__zh_TW__iyashikei__series02,boundaries,學會拒絕的下午茶,林露泉,False,False,True
heart_balance_shojo,romance_josei_drama,heart_balance_shojo__zh_TW__romance_josei_drama__series01,self_worth,我也值得這份溫柔,王和然,False,False,True
heart_balance_shojo,romance_josei_drama,heart_balance_shojo__zh_TW__romance_josei_drama__series02,social_anxiety,人群中找不到你,王月泉,False,False,True
heart_balance_shojo,romance_josei_drama,heart_balance_shojo__zh_TW__romance_josei_drama__series03,boundaries,別再為他讓步,陈露溪,False,False,True
heart_balance_shojo,supernatural_mystery,heart_balance_shojo__zh_TW__supernatural_mystery__series01,self_worth,倒影裡的我才真實,张宁然,False,False,True
heart_balance_shojo,workplace_drama,heart_balance_shojo__zh_TW__workplace_drama__series01,social_anxiety,茶水間沒人記得我,吴雪棉,False,False,True
heart_balance_shojo,workplace_drama,heart_balance_shojo__zh_TW__workplace_drama__series02,boundaries,這次我不再退讓,王柔荷,False,False,True
high_performer_workplace,dark_fantasy,high_performer_workplace__zh_TW__dark_fantasy__series01,burnout,燃盡王冠的騎士,赵和雾,False,False,True
high_performer_workplace,dark_fantasy,high_performer_workplace__zh_TW__dark_fantasy__series02,financial_anxiety,黃金鎖鏈的負債者,张安心,False,False,True
high_performer_workplace,historical_period,high_performer_workplace__zh_TW__historical_period__series01,imposter_syndrome,頂替狀元的書生,陈雪荷,False,False,True
high_performer_workplace,historical_period,high_performer_workplace__zh_TW__historical_period__series02,overthinking,想破腦袋的軍師,林柔泉,False,False,True
high_performer_workplace,psychological_thriller,high_performer_workplace__zh_TW__psychological_thriller__series01,burnout,燒到只剩灰的明星員工,黄宁棉,False,False,True
high_performer_workplace,psychological_thriller,high_performer_workplace__zh_TW__psychological_thriller__series02,financial_anxiety,保險箱裡的赤字,沈雪然,False,False,True
high_performer_workplace,workplace_drama,high_performer_workplace__zh_TW__workplace_drama__series01,imposter_syndrome,假裝懂的那場簡報,吴雪荷,False,False,True
high_performer_workplace,workplace_drama,high_performer_workplace__zh_TW__workplace_drama__series02,overthinking,凌晨還在改的企劃,周柔心,False,False,True
hormone_reset_healing,iyashikei,hormone_reset_healing__zh_TW__iyashikei__series01,somatic_healing,身體比我更誠實,周露溪,False,False,True
hormone_reset_healing,iyashikei,hormone_reset_healing__zh_TW__iyashikei__series02,self_worth,鏡前重新認識自己,陈宁雾,False,False,True
hormone_reset_healing,psychological_horror,hormone_reset_healing__zh_TW__psychological_horror__series01,anxiety,深夜不肯停的心跳,陈静心,False,False,True
hormone_reset_healing,romance_josei_drama,hormone_reset_healing__zh_TW__romance_josei_drama__series01,somatic_healing,聽見身體的耳語,黄静心,False,False,True
hormone_reset_healing,supernatural_mystery,hormone_reset_healing__zh_TW__supernatural_mystery__series01,self_worth,倒影教我愛自己,林柔然,False,False,True
hormone_reset_healing,supernatural_mystery,hormone_reset_healing__zh_TW__supernatural_mystery__series02,anxiety,凌晨醒來的房客,赵露溪,False,False,True
legacy_builder_memoir,dark_fantasy,legacy_builder_memoir__zh_TW__dark_fantasy__series01,self_worth,無名工匠的最後傑作,张雪荷,False,False,True
legacy_builder_memoir,historical_period,legacy_builder_memoir__zh_TW__historical_period__series01,grief,替父立碑的長子,王安泉,False,False,True
legacy_builder_memoir,iyashikei,legacy_builder_memoir__zh_TW__iyashikei__series01,financial_anxiety,頂讓中的老木工坊,陈暖溪,False,False,True
legacy_builder_memoir,psychological_thriller,legacy_builder_memoir__zh_TW__psychological_thriller__series01,shame,不敢說出的那樁事,王露荷,False,False,True
longevity_lab_healing,historical_period,longevity_lab_healing__zh_TW__historical_period__series01,somatic_healing,百歲藥師的手札,张露然,False,False,True
longevity_lab_healing,historical_period,longevity_lab_healing__zh_TW__historical_period__series02,self_worth,無名郎中的價值,何露雾,False,False,True
longevity_lab_healing,iyashikei,longevity_lab_healing__zh_TW__iyashikei__series01,grief,替老人讀信的青年,林暖荷,False,False,True
longevity_lab_healing,iyashikei,longevity_lab_healing__zh_TW__iyashikei__series02,somatic_healing,山腳下的養生堂,林风棉,False,False,True
longevity_lab_healing,sci_fi_cyberpunk,longevity_lab_healing__zh_TW__sci_fi_cyberpunk__series01,self_worth,活到三百歲的我是誰,赵柔泉,False,False,True
longevity_lab_healing,supernatural_mystery,longevity_lab_healing__zh_TW__supernatural_mystery__series01,grief,送行者的最後一程,张露然,False,False,True
minimal_mind_healing,iyashikei,minimal_mind_healing__zh_TW__iyashikei__series01,overthinking,清空房間的那一天,李和然,False,False,True
minimal_mind_healing,iyashikei,minimal_mind_healing__zh_TW__iyashikei__series02,anxiety,只留一張椅子的家,王宁泉,False,False,True
minimal_mind_healing,iyashikei,minimal_mind_healing__zh_TW__iyashikei__series03,burnout,熄燈後的小書房,许雪荷,False,False,True
minimal_mind_healing,psychological_thriller,minimal_mind_healing__zh_TW__psychological_thriller__series01,overthinking,停不下來的推理迴圈,何月泉,False,False,True
minimal_mind_healing,psychological_thriller,minimal_mind_healing__zh_TW__psychological_thriller__series02,anxiety,凌晨四點的不速之客,何风荷,False,False,True
minimal_mind_healing,sci_fi_cyberpunk,minimal_mind_healing__zh_TW__sci_fi_cyberpunk__series01,burnout,記憶體即將燒盡,陈月兮,False,False,True
minimal_mind_healing,sci_fi_cyberpunk,minimal_mind_healing__zh_TW__sci_fi_cyberpunk__series02,overthinking,思緒清除程式,何雪雾,False,False,True
minimal_mind_healing,supernatural_mystery,minimal_mind_healing__zh_TW__supernatural_mystery__series01,anxiety,半夜敲門的雜念,吴宁雾,False,False,True
morning_momentum_workplace,action_battle,morning_momentum_workplace__zh_TW__action_battle__series01,burnout,燃到最後一擊的拳手,陈月棉,False,False,True
morning_momentum_workplace,action_battle,morning_momentum_workplace__zh_TW__action_battle__series02,courage,黎明前出鞘的少年,张安然,False,False,True
morning_momentum_workplace,isekai,morning_momentum_workplace__zh_TW__isekai__series01,self_worth,轉生第一天就被低估,吴域环,False,False,True
morning_momentum_workplace,sports_competition,morning_momentum_workplace__zh_TW__sports_competition__series01,burnout,燒光體力的最後一棒,林安雾,False,False,True
morning_momentum_workplace,sports_competition,morning_momentum_workplace__zh_TW__sports_competition__series02,courage,敢起跑的人,陈雪心,False,False,True
morning_momentum_workplace,sports_competition,morning_momentum_workplace__zh_TW__sports_competition__series03,self_worth,板凳上的王牌,许暖心,False,False,True
morning_momentum_workplace,workplace_drama,morning_momentum_workplace__zh_TW__workplace_drama__series01,burnout,燒乾鬥志的星期一,何和棉,False,False,True
morning_momentum_workplace,workplace_drama,morning_momentum_workplace__zh_TW__workplace_drama__series02,courage,敢舉手的新人,陈雪雾,False,False,True
night_reset_healing,dark_fantasy,night_reset_healing__zh_TW__dark_fantasy__series01,sleep,守夢人的長夜,吴雪泉,False,False,True
night_reset_healing,iyashikei,night_reset_healing__zh_TW__iyashikei__series01,anxiety,凌晨還亮著的便利店,黄和雾,False,False,True
night_reset_healing,iyashikei,night_reset_healing__zh_TW__iyashikei__series02,grief,替逝者收信的夜班員,林和溪,False,False,True
night_reset_healing,iyashikei,night_reset_healing__zh_TW__iyashikei__series03,sleep,深夜熄燈的甜點鋪,许柔棉,False,False,True
night_reset_healing,psychological_horror,night_reset_healing__zh_TW__psychological_horror__series01,anxiety,枕邊不肯走的客,周露雾,False,False,True
night_reset_healing,psychological_horror,night_reset_healing__zh_TW__psychological_horror__series02,grief,閣樓那只空搖椅,陈和雾,False,False,True
night_reset_healing,supernatural_mystery,night_reset_healing__zh_TW__supernatural_mystery__series01,sleep,夜半三更的安眠堂,吴和泉,False,False,True
night_reset_healing,supernatural_mystery,night_reset_healing__zh_TW__supernatural_mystery__series02,anxiety,天亮前的訪客,赵静溪,False,False,True
optimizer_workplace,psychological_thriller,optimizer_workplace__zh_TW__psychological_thriller__series01,overthinking,演算到天亮的偵探,张雪溪,False,False,True
optimizer_workplace,psychological_thriller,optimizer_workplace__zh_TW__psychological_thriller__series02,burnout,燒盡引擎的工程師,沈露兮,False,False,True
optimizer_workplace,psychological_thriller,optimizer_workplace__zh_TW__psychological_thriller__series03,imposter_syndrome,頂著天才之名的人,许暖兮,False,False,True
optimizer_workplace,sci_fi_cyberpunk,optimizer_workplace__zh_TW__sci_fi_cyberpunk__series01,overthinking,最佳化過頭的城市,赵静兮,False,False,True
optimizer_workplace,sci_fi_cyberpunk,optimizer_workplace__zh_TW__sci_fi_cyberpunk__series02,burnout,效能燃燒殆盡,陈安溪,False,False,True
optimizer_workplace,sports_competition,optimizer_workplace__zh_TW__sports_competition__series01,imposter_syndrome,頂著他人之名的選手,许静荷,False,False,True
optimizer_workplace,workplace_drama,optimizer_workplace__zh_TW__workplace_drama__series01,overthinking,想到第十步的會議,许月然,False,False,True
optimizer_workplace,workplace_drama,optimizer_workplace__zh_TW__workplace_drama__series02,burnout,燒完最後一格電的我,张雪心,False,False,True
qi_foundation_cultivation,action_battle,qi_foundation_cultivation__zh_TW__action_battle__series01,somatic_healing,氣脈初開的少年,陈安然,False,False,True
qi_foundation_cultivation,dark_fantasy,qi_foundation_cultivation__zh_TW__dark_fantasy__series01,courage,敢踏進禁地的修士,张暖兮,False,False,True
qi_foundation_cultivation,historical_period,qi_foundation_cultivation__zh_TW__historical_period__series01,burnout,燃盡丹田的武者,赵安棉,False,False,True
qi_foundation_cultivation,iyashikei,qi_foundation_cultivation__zh_TW__iyashikei__series01,somatic_healing,後山那座吐納堂,李暖雾,False,False,True
relational_calm_iyashikei,iyashikei,relational_calm_iyashikei__zh_TW__iyashikei__series01,social_anxiety,怕生店主的小食堂,陈静荷,False,False,True
relational_calm_iyashikei,iyashikei,relational_calm_iyashikei__zh_TW__iyashikei__series02,boundaries,學會說不的茶屋,林柔棉,False,False,True
relational_calm_iyashikei,psychological_thriller,relational_calm_iyashikei__zh_TW__psychological_thriller__series01,somatic_healing,身體先一步察覺,吴露雾,False,False,True
relational_calm_iyashikei,romance_josei_drama,relational_calm_iyashikei__zh_TW__romance_josei_drama__series01,social_anxiety,人潮裡的怯步,林暖雾,False,False,True
relational_calm_iyashikei,romance_josei_drama,relational_calm_iyashikei__zh_TW__romance_josei_drama__series02,boundaries,畫出距離的那條線,黄月兮,False,False,True
relational_calm_iyashikei,romance_josei_drama,relational_calm_iyashikei__zh_TW__romance_josei_drama__series03,somatic_healing,指尖傳來的悸動,许和然,False,False,True
relational_calm_iyashikei,supernatural_mystery,relational_calm_iyashikei__zh_TW__supernatural_mystery__series01,social_anxiety,說不出話的占卜亭,陈露棉,False,False,True
relational_calm_iyashikei,supernatural_mystery,relational_calm_iyashikei__zh_TW__supernatural_mystery__series02,boundaries,結界外的訪客,赵露然,False,False,True
relationship_clarity_romance,iyashikei,relationship_clarity_romance__zh_TW__iyashikei__series01,social_anxiety,怕生女孩的花店,许雪心,False,False,True
relationship_clarity_romance,iyashikei,relationship_clarity_romance__zh_TW__iyashikei__series02,boundaries,懂得拒絕的咖啡師,黄露雾,False,False,True
relationship_clarity_romance,psychological_thriller,relationship_clarity_romance__zh_TW__psychological_thriller__series01,self_worth,我也配得上幸福,何露兮,False,False,True
relationship_clarity_romance,romance_josei_drama,relationship_clarity_romance__zh_TW__romance_josei_drama__series01,social_anxiety,聚會角落的那個她,林柔然,False,False,True
relationship_clarity_romance,romance_josei_drama,relationship_clarity_romance__zh_TW__romance_josei_drama__series02,boundaries,這一次我說了不,何宁心,False,False,True
relationship_clarity_romance,supernatural_mystery,relationship_clarity_romance__zh_TW__supernatural_mystery__series01,self_worth,鏡中那個更好的我,林露然,False,False,True
