brand_id,genre,series_id,topic,topic_was_tbd,title,manga_author,author_was_tbd
body_memory_shojo,psychological_horror,body_memory_shojo__en_US__psychological_horror__series01,somatic_healing,True,The House That Breathes,Brook Moongarden,True
body_memory_shojo,psychological_horror,body_memory_shojo__en_US__psychological_horror__series02,trauma_recovery,True,Beneath the Old Skin,Fern Restshore,True
body_memory_shojo,supernatural_mystery,body_memory_shojo__en_US__supernatural_mystery__series01,shame,True,The Hollow Reflection,Cove Moongarden,True
body_memory_shojo,supernatural_mystery,body_memory_shojo__en_US__supernatural_mystery__series02,grief,True,The Garden of Lost Names,Petal Moongarden,True
bright_presence_tw_seinen,historical_period,bright_presence_tw_seinen__en_US__historical_period__series01,social_anxiety,True,The Lantern Diplomat,Lumi Hearthlight,True
bright_presence_tw_seinen,iyashikei,bright_presence_tw_seinen__en_US__iyashikei__series01,imposter_syndrome,True,The Borrowed Stage,Fern Restshore,True
bright_presence_tw_seinen,psychological_thriller,bright_presence_tw_seinen__en_US__psychological_thriller__series01,self_worth,True,The Understudy,Brook Hearthlight,True
bright_presence_tw_seinen,romance_josei_drama,bright_presence_tw_seinen__en_US__romance_josei_drama__series01,social_anxiety,True,Two Seats From the Window,Brook Tidecalm,True
calm_student_school,iyashikei,calm_student_school__en_US__iyashikei__series01,anxiety,True,Afternoon Light Club,Wren Tidecalm,True
calm_student_school,romance_josei_drama,calm_student_school__en_US__romance_josei_drama__series01,social_anxiety,True,The Seat Beside You,Mira Dewpath,True
calm_student_school,school_coming_of_age,calm_student_school__en_US__school_coming_of_age__series01,self_worth,True,The Last Row,Petal Moongarden,True
calm_student_school,supernatural_mystery,calm_student_school__en_US__supernatural_mystery__series01,anxiety,True,The Clocktower Holds Its Breath,Cove Tidecalm,True
career_lift_workplace,iyashikei,career_lift_workplace__en_US__iyashikei__series01,imposter_syndrome,True,The Rooftop Garden Office,Petal Restshore,True
career_lift_workplace,romance_josei_drama,career_lift_workplace__en_US__romance_josei_drama__series01,social_anxiety,True,Between Floors,Wren Stillwater,True
career_lift_workplace,romance_josei_drama,career_lift_workplace__en_US__romance_josei_drama__series02,financial_anxiety,True,The Salary We Don't Discuss,Sage Softwind,True
career_lift_workplace,supernatural_mystery,career_lift_workplace__en_US__supernatural_mystery__series01,burnout,True,The Midnight Mailroom,Mira Softwind,True
career_lift_workplace,supernatural_mystery,career_lift_workplace__en_US__supernatural_mystery__series02,imposter_syndrome,True,The Promotion That Wasn't There,Mira Softwind,True
career_lift_workplace,workplace_drama,career_lift_workplace__en_US__workplace_drama__series01,social_anxiety,True,Glass Partitions,Dove Tidecalm,True
career_lift_workplace,workplace_drama,career_lift_workplace__en_US__workplace_drama__series02,financial_anxiety,True,Red Ink,Fern Stillwater,True
career_lift_workplace,workplace_drama,career_lift_workplace__en_US__workplace_drama__series03,burnout,True,The Corner Office Is Empty,Cove Stillwater,True
cognitive_clarity,dark_fantasy,cognitive_clarity__en_US__dark_fantasy__series01,overthinking,True,The Labyrinth of Endless Doors,Cove Tidecalm,True
cognitive_clarity,dark_fantasy,cognitive_clarity__en_US__dark_fantasy__series02,imposter_syndrome,True,The Crown of Borrowed Faces,Dove Hearthlight,True
cognitive_clarity,dark_fantasy,cognitive_clarity__en_US__dark_fantasy__series03,burnout,True,Ashlight Cathedral,Wren Moongarden,True
cognitive_clarity,psychological_thriller,cognitive_clarity__en_US__psychological_thriller__series01,boundaries,True,The Line You Don't Cross,Mira Dewpath,True
cognitive_clarity,psychological_thriller,cognitive_clarity__en_US__psychological_thriller__series02,overthinking,True,Seventeen Versions of Tonight,Petal Restshore,True
cognitive_clarity,psychological_thriller,cognitive_clarity__en_US__psychological_thriller__series03,imposter_syndrome,True,The Stand-In,Fern Softwind,True
cognitive_clarity,psychological_thriller,cognitive_clarity__en_US__psychological_thriller__series04,burnout,True,Running on Empty Floors,Brook Restshore,True
cognitive_clarity,psychological_thriller,cognitive_clarity__en_US__psychological_thriller__series05,boundaries,True,The Door Marked No,Mira Dewpath,True
cognitive_clarity,sci_fi_cyberpunk,cognitive_clarity__en_US__sci_fi_cyberpunk__series01,overthinking,True,Loop Static,Brook Dewpath,True
cognitive_clarity,sci_fi_cyberpunk,cognitive_clarity__en_US__sci_fi_cyberpunk__series02,imposter_syndrome,True,Ghost in the Resume,Dove Dawnmoss,True
cognitive_clarity,sci_fi_cyberpunk,cognitive_clarity__en_US__sci_fi_cyberpunk__series03,burnout,True,Overclocked,Cove Restshore,True
cognitive_clarity,supernatural_mystery,cognitive_clarity__en_US__supernatural_mystery__series01,boundaries,True,The Threshold Keeper,Wren Stillwater,True
cognitive_clarity,supernatural_mystery,cognitive_clarity__en_US__supernatural_mystery__series02,overthinking,True,The Thinking Room,Dove Softwind,True
cognitive_clarity,workplace_drama,cognitive_clarity__en_US__workplace_drama__series01,imposter_syndrome,True,Acting Director,Mira Moongarden,True
confidence_core_romance,isekai,confidence_core_romance__en_US__isekai__series01,imposter_syndrome,True,Summoned as the Spare,Prism Dimensia,True
confidence_core_romance,iyashikei,confidence_core_romance__en_US__iyashikei__series01,self_worth,True,The Flower Shop at the End of the Lane,Lumi Hearthlight,True
confidence_core_romance,romance_josei_drama,confidence_core_romance__en_US__romance_josei_drama__series01,social_anxiety,True,"First Words, Last",Mira Dawnmoss,True
confidence_core_romance,romance_josei_drama,confidence_core_romance__en_US__romance_josei_drama__series02,imposter_syndrome,True,The Girl Who Almost Wasn't,Cove Hearthlight,True
confidence_core_romance,romance_josei_drama,confidence_core_romance__en_US__romance_josei_drama__series03,self_worth,True,Worth the Wait,Mira Restshore,True
confidence_core_romance,supernatural_mystery,confidence_core_romance__en_US__supernatural_mystery__series01,social_anxiety,True,The Wallflower's Mirror,Cove Hearthlight,True
creative_unfold_social,action_battle,creative_unfold_social__en_US__action_battle__series01,social_anxiety,True,Paint the Arena,Lumi Stillwater,True
creative_unfold_social,romance_josei_drama,creative_unfold_social__en_US__romance_josei_drama__series01,self_worth,True,The Color You Are,Petal Tidecalm,True
creative_unfold_social,school_coming_of_age,creative_unfold_social__en_US__school_coming_of_age__series01,courage,True,Sketchbook Courage,Wren Dewpath,True
creative_unfold_social,supernatural_mystery,creative_unfold_social__en_US__supernatural_mystery__series01,social_anxiety,True,The Gallery That Speaks,Brook Dawnmoss,True
devotion_path_shonen,action_battle,devotion_path_shonen__en_US__action_battle__series01,grief,True,The Last Pilgrim's Blade,Sage Dewpath,True
devotion_path_shonen,action_battle,devotion_path_shonen__en_US__action_battle__series02,compassion,True,Shield of the Merciful,Petal Stillwater,True
devotion_path_shonen,cultivation_martial,devotion_path_shonen__en_US__cultivation_martial__series01,courage,True,The Mountain Does Not Move,Brook Stillwater,True
devotion_path_shonen,dark_fantasy,devotion_path_shonen__en_US__dark_fantasy__series01,grief,True,The Shrine of Fallen Stars,Lumi Softwind,True
devotion_path_shonen,dark_fantasy,devotion_path_shonen__en_US__dark_fantasy__series02,compassion,True,The Mercy Vow,Lumi Restshore,True
devotion_path_shonen,supernatural_mystery,devotion_path_shonen__en_US__supernatural_mystery__series01,courage,True,The Bell That Calls the Brave,Cove Stillwater,True
digital_ground,isekai,digital_ground__en_US__isekai__series01,burnout,True,Logged Out of Eden,Flux Dimensia,True
digital_ground,isekai,digital_ground__en_US__isekai__series02,imposter_syndrome,True,NPC No More,Flux Realmshift,True
digital_ground,iyashikei,digital_ground__en_US__iyashikei__series01,financial_anxiety,True,The Unpaid Bill Cafe,Cove Moongarden,True
digital_ground,psychological_horror,digital_ground__en_US__psychological_horror__series01,anxiety,True,Notification at 3 A.M.,Brook Dewpath,True
digital_ground,psychological_horror,digital_ground__en_US__psychological_horror__series02,somatic_healing,True,The Body Keeps the Feed,Petal Stillwater,True
digital_ground,psychological_horror,digital_ground__en_US__psychological_horror__series03,burnout,True,Read Receipts,Dove Tidecalm,True
digital_ground,sci_fi_cyberpunk,digital_ground__en_US__sci_fi_cyberpunk__series01,imposter_syndrome,True,Account Suspended,Dove Softwind,True
digital_ground,sci_fi_cyberpunk,digital_ground__en_US__sci_fi_cyberpunk__series02,financial_anxiety,True,Credit Score Zero,Wren Tidecalm,True
digital_ground,sci_fi_cyberpunk,digital_ground__en_US__sci_fi_cyberpunk__series03,anxiety,True,Buffering Reality,Brook Dewpath,True
digital_ground,sci_fi_cyberpunk,digital_ground__en_US__sci_fi_cyberpunk__series04,somatic_healing,True,Haptic Drift,Mira Dawnmoss,True
digital_ground,sci_fi_cyberpunk,digital_ground__en_US__sci_fi_cyberpunk__series05,burnout,True,Logout Protocol,Mira Dewpath,True
digital_ground,workplace_drama,digital_ground__en_US__workplace_drama__series01,imposter_syndrome,True,Seen at 11:58,Sage Stillwater,True
digital_ground,workplace_drama,digital_ground__en_US__workplace_drama__series02,financial_anxiety,True,The Invoice War,Cove Hearthlight,True
digital_ground,workplace_drama,digital_ground__en_US__workplace_drama__series03,anxiety,True,Open Tabs,Hana Dewpath,True
executive_calm_workplace,dark_fantasy,executive_calm_workplace__en_US__dark_fantasy__series01,burnout,True,The Iron Throne Room,Cove Stillwater,True
executive_calm_workplace,psychological_thriller,executive_calm_workplace__en_US__psychological_thriller__series01,overthinking,True,The Quarterly Reckoning,Wren Dawnmoss,True
executive_calm_workplace,psychological_thriller,executive_calm_workplace__en_US__psychological_thriller__series02,financial_anxiety,True,The Ledger Bleeds,Sage Stillwater,True
executive_calm_workplace,sci_fi_cyberpunk,executive_calm_workplace__en_US__sci_fi_cyberpunk__series01,burnout,True,CEO of Nothing,Fern Stillwater,True
executive_calm_workplace,sci_fi_cyberpunk,executive_calm_workplace__en_US__sci_fi_cyberpunk__series02,overthinking,True,Boardroom Static,Mira Softwind,True
executive_calm_workplace,workplace_drama,executive_calm_workplace__en_US__workplace_drama__series01,financial_anxiety,True,The Bottom Line,Wren Dawnmoss,True
executive_calm_workplace,workplace_drama,executive_calm_workplace__en_US__workplace_drama__series02,burnout,True,After the Bell,Lumi Hearthlight,True
executive_calm_workplace,workplace_drama,executive_calm_workplace__en_US__workplace_drama__series03,overthinking,True,The Spreadsheet at Midnight,Brook Moongarden,True
focus_sprint_workplace,action_battle,focus_sprint_workplace__en_US__action_battle__series01,adhd_focus,True,Sprint Zero,Hana Stillwater,True
focus_sprint_workplace,action_battle,focus_sprint_workplace__en_US__action_battle__series02,imposter_syndrome,True,The Rookie Gambit,Wren Dewpath,True
focus_sprint_workplace,psychological_thriller,focus_sprint_workplace__en_US__psychological_thriller__series01,social_anxiety,True,The Standup Nobody Speaks At,Sage Stillwater,True
focus_sprint_workplace,sports_competition,focus_sprint_workplace__en_US__sports_competition__series01,adhd_focus,True,Tunnel Vision,Sage Softwind,True
focus_sprint_workplace,sports_competition,focus_sprint_workplace__en_US__sports_competition__series02,imposter_syndrome,True,Bench to Starter,Cove Dewpath,True
focus_sprint_workplace,sports_competition,focus_sprint_workplace__en_US__sports_competition__series03,social_anxiety,True,The Quiet Striker,Sage Tidecalm,True
focus_sprint_workplace,workplace_drama,focus_sprint_workplace__en_US__workplace_drama__series01,adhd_focus,True,Deadline Velocity,Wren Dewpath,True
focus_sprint_workplace,workplace_drama,focus_sprint_workplace__en_US__workplace_drama__series02,imposter_syndrome,True,Probation Period,Wren Dawnmoss,True
gentle_growth_healing,dark_fantasy,gentle_growth_healing__en_US__dark_fantasy__series01,self_worth,True,The Seedling Crown,Dove Restshore,True
gentle_growth_healing,iyashikei,gentle_growth_healing__en_US__iyashikei__series01,imposter_syndrome,True,The Greenhouse of Borrowed Time,Sage Restshore,True
gentle_growth_healing,iyashikei,gentle_growth_healing__en_US__iyashikei__series02,social_anxiety,True,Tea for One More,Fern Dawnmoss,True
gentle_growth_healing,romance_josei_drama,gentle_growth_healing__en_US__romance_josei_drama__series01,self_worth,True,"Enough, As You Are",Petal Hearthlight,True
gentle_growth_healing,romance_josei_drama,gentle_growth_healing__en_US__romance_josei_drama__series02,imposter_syndrome,True,The Imposter at the Altar,Dove Softwind,True
gentle_growth_healing,romance_josei_drama,gentle_growth_healing__en_US__romance_josei_drama__series03,social_anxiety,True,Across a Crowded Room,Petal Tidecalm,True
gentle_growth_healing,supernatural_mystery,gentle_growth_healing__en_US__supernatural_mystery__series01,self_worth,True,The Worth of Small Things,Lumi Moongarden,True
gentle_growth_healing,supernatural_mystery,gentle_growth_healing__en_US__supernatural_mystery__series02,imposter_syndrome,True,The Mask Shop on Willow Street,Mira Tidecalm,True
healing_ground_healing,dark_fantasy,healing_ground_healing__en_US__dark_fantasy__series01,grief,True,The Mourning Country,Hana Restshore,True
healing_ground_healing,dark_fantasy,healing_ground_healing__en_US__dark_fantasy__series02,boundaries,True,The Wall of Thorns,Petal Dewpath,True
healing_ground_healing,dark_fantasy,healing_ground_healing__en_US__dark_fantasy__series03,overthinking,True,The Maze of Maybe,Wren Softwind,True
healing_ground_healing,iyashikei,healing_ground_healing__en_US__iyashikei__series01,grief,True,The Memory Garden,Brook Stillwater,True
healing_ground_healing,iyashikei,healing_ground_healing__en_US__iyashikei__series02,boundaries,True,The Fence Between Us,Wren Hearthlight,True
healing_ground_healing,psychological_thriller,healing_ground_healing__en_US__psychological_thriller__series01,overthinking,True,What the Clock Keeps Asking,Petal Softwind,True
healing_ground_healing,supernatural_mystery,healing_ground_healing__en_US__supernatural_mystery__series01,grief,True,The Lighthouse of Lost Things,Cove Restshore,True
healing_ground_healing,supernatural_mystery,healing_ground_healing__en_US__supernatural_mystery__series02,boundaries,True,The Door You Learned to Close,Lumi Dawnmoss,True
heart_balance_shojo,iyashikei,heart_balance_shojo__en_US__iyashikei__series01,social_anxiety,True,The Quiet Corner Bakery,Hana Softwind,True
heart_balance_shojo,iyashikei,heart_balance_shojo__en_US__iyashikei__series02,boundaries,True,Room for Two Hearts,Wren Moongarden,True
heart_balance_shojo,romance_josei_drama,heart_balance_shojo__en_US__romance_josei_drama__series01,self_worth,True,Worthy of the Window Seat,Hana Dewpath,True
heart_balance_shojo,romance_josei_drama,heart_balance_shojo__en_US__romance_josei_drama__series02,social_anxiety,True,The Confession Nobody Heard,Petal Moongarden,True
heart_balance_shojo,romance_josei_drama,heart_balance_shojo__en_US__romance_josei_drama__series03,boundaries,True,The Word Is No,Petal Moongarden,True
heart_balance_shojo,supernatural_mystery,heart_balance_shojo__en_US__supernatural_mystery__series01,self_worth,True,The Mirror Knows Your Name,Cove Softwind,True
heart_balance_shojo,workplace_drama,heart_balance_shojo__en_US__workplace_drama__series01,social_anxiety,True,The Break Room Wallflower,Hana Hearthlight,True
heart_balance_shojo,workplace_drama,heart_balance_shojo__en_US__workplace_drama__series02,boundaries,True,"Off the Clock, Off the Hook",Cove Restshore,True
high_performer_workplace,dark_fantasy,high_performer_workplace__en_US__dark_fantasy__series01,burnout,True,The Champion Who Could Not Rest,Lumi Dewpath,True
high_performer_workplace,dark_fantasy,high_performer_workplace__en_US__dark_fantasy__series02,financial_anxiety,True,The Debt of Kings,Cove Restshore,True
high_performer_workplace,historical_period,high_performer_workplace__en_US__historical_period__series01,imposter_syndrome,True,The General's Borrowed Glory,Petal Restshore,True
high_performer_workplace,historical_period,high_performer_workplace__en_US__historical_period__series02,overthinking,True,Counsel of a Thousand Doubts,Lumi Tidecalm,True
high_performer_workplace,psychological_thriller,high_performer_workplace__en_US__psychological_thriller__series01,burnout,True,The Last One Working,Lumi Dawnmoss,True
high_performer_workplace,psychological_thriller,high_performer_workplace__en_US__psychological_thriller__series02,financial_anxiety,True,Margin Call at Midnight,Sage Dewpath,True
high_performer_workplace,workplace_drama,high_performer_workplace__en_US__workplace_drama__series01,imposter_syndrome,True,The Fraud in the Mirror,Fern Hearthlight,True
high_performer_workplace,workplace_drama,high_performer_workplace__en_US__workplace_drama__series02,overthinking,True,Second-Guessing the Win,Brook Dawnmoss,True
hormone_reset_healing,iyashikei,hormone_reset_healing__en_US__iyashikei__series01,somatic_healing,True,The Slow Tide Spa,Cove Hearthlight,True
hormone_reset_healing,iyashikei,hormone_reset_healing__en_US__iyashikei__series02,self_worth,True,Worth the Warm Light,Sage Dawnmoss,True
hormone_reset_healing,psychological_horror,hormone_reset_healing__en_US__psychological_horror__series01,anxiety,True,The Pulse Beneath the Floor,Cove Restshore,True
hormone_reset_healing,romance_josei_drama,hormone_reset_healing__en_US__romance_josei_drama__series01,somatic_healing,True,The Body Remembers Spring,Brook Stillwater,True
hormone_reset_healing,supernatural_mystery,hormone_reset_healing__en_US__supernatural_mystery__series01,self_worth,True,The Worth of a Whispered Name,Cove Tidecalm,True
hormone_reset_healing,supernatural_mystery,hormone_reset_healing__en_US__supernatural_mystery__series02,anxiety,True,The House on Trembling Hill,Brook Dewpath,True
legacy_builder_memoir,dark_fantasy,legacy_builder_memoir__en_US__dark_fantasy__series01,self_worth,True,The Heir of Hollow Halls,Cove Softwind,True
legacy_builder_memoir,historical_period,legacy_builder_memoir__en_US__historical_period__series01,grief,True,The Last Letter Home,Hana Softwind,True
legacy_builder_memoir,iyashikei,legacy_builder_memoir__en_US__iyashikei__series01,financial_anxiety,True,The Workshop We Inherited,Dove Dawnmoss,True
legacy_builder_memoir,psychological_thriller,legacy_builder_memoir__en_US__psychological_thriller__series01,shame,True,The Name on the Plaque,Lumi Hearthlight,True
longevity_lab_healing,historical_period,longevity_lab_healing__en_US__historical_period__series01,somatic_healing,True,The Apothecary of Long Years,Hana Tidecalm,True
longevity_lab_healing,historical_period,longevity_lab_healing__en_US__historical_period__series02,self_worth,True,The Worth of an Old Soldier,Lumi Softwind,True
longevity_lab_healing,iyashikei,longevity_lab_healing__en_US__iyashikei__series01,grief,True,The Garden That Outlived Us,Lumi Dewpath,True
longevity_lab_healing,iyashikei,longevity_lab_healing__en_US__iyashikei__series02,somatic_healing,True,The Long Walk Home,Sage Moongarden,True
longevity_lab_healing,sci_fi_cyberpunk,longevity_lab_healing__en_US__sci_fi_cyberpunk__series01,self_worth,True,Telomere,Lumi Dawnmoss,True
longevity_lab_healing,supernatural_mystery,longevity_lab_healing__en_US__supernatural_mystery__series01,grief,True,The Clock That Mourns,Lumi Restshore,True
minimal_mind_healing,iyashikei,minimal_mind_healing__en_US__iyashikei__series01,overthinking,True,The Empty Room Is Enough,Petal Restshore,True
minimal_mind_healing,iyashikei,minimal_mind_healing__en_US__iyashikei__series02,anxiety,True,"One Cup, One Window",Wren Stillwater,True
minimal_mind_healing,iyashikei,minimal_mind_healing__en_US__iyashikei__series03,burnout,True,The Last Box Unpacked,Mira Tidecalm,True
minimal_mind_healing,psychological_thriller,minimal_mind_healing__en_US__psychological_thriller__series01,overthinking,True,The Clutter Speaks Back,Petal Stillwater,True
minimal_mind_healing,psychological_thriller,minimal_mind_healing__en_US__psychological_thriller__series02,anxiety,True,Too Many Rooms,Hana Moongarden,True
minimal_mind_healing,sci_fi_cyberpunk,minimal_mind_healing__en_US__sci_fi_cyberpunk__series01,burnout,True,Cache Overflow,Hana Stillwater,True
minimal_mind_healing,sci_fi_cyberpunk,minimal_mind_healing__en_US__sci_fi_cyberpunk__series02,overthinking,True,Signal to Noise,Hana Softwind,True
minimal_mind_healing,supernatural_mystery,minimal_mind_healing__en_US__supernatural_mystery__series01,anxiety,True,The House With Too Many Doors,Cove Restshore,True
morning_momentum_workplace,action_battle,morning_momentum_workplace__en_US__action_battle__series01,burnout,True,Dawn Patrol Zero,Wren Dawnmoss,True
morning_momentum_workplace,action_battle,morning_momentum_workplace__en_US__action_battle__series02,courage,True,First Light Brigade,Hana Dewpath,True
morning_momentum_workplace,isekai,morning_momentum_workplace__en_US__isekai__series01,self_worth,True,Reborn at Sunrise,Prism Codex,True
morning_momentum_workplace,sports_competition,morning_momentum_workplace__en_US__sports_competition__series01,burnout,True,The 5 A.M. Lane,Mira Softwind,True
morning_momentum_workplace,sports_competition,morning_momentum_workplace__en_US__sports_competition__series02,courage,True,Against the Whistle,Brook Moongarden,True
morning_momentum_workplace,sports_competition,morning_momentum_workplace__en_US__sports_competition__series03,self_worth,True,Start Where You Stand,Lumi Restshore,True
morning_momentum_workplace,workplace_drama,morning_momentum_workplace__en_US__workplace_drama__series01,burnout,True,The First Shift,Wren Dewpath,True
morning_momentum_workplace,workplace_drama,morning_momentum_workplace__en_US__workplace_drama__series02,courage,True,"Clock In, Stand Tall",Mira Moongarden,True
night_reset_healing,dark_fantasy,night_reset_healing__en_US__dark_fantasy__series01,sleep,True,The Kingdom That Never Sleeps,Brook Dawnmoss,True
night_reset_healing,iyashikei,night_reset_healing__en_US__iyashikei__series01,anxiety,True,The Last Lamp on the Street,Dove Restshore,True
night_reset_healing,iyashikei,night_reset_healing__en_US__iyashikei__series02,grief,True,The Chair That Stays Empty,Sage Moongarden,True
night_reset_healing,iyashikei,night_reset_healing__en_US__iyashikei__series03,sleep,True,Lullaby for the Restless,Sage Softwind,True
night_reset_healing,psychological_horror,night_reset_healing__en_US__psychological_horror__series01,anxiety,True,Three O'Clock and Wide Awake,Petal Hearthlight,True
night_reset_healing,psychological_horror,night_reset_healing__en_US__psychological_horror__series02,grief,True,The Visitor at the Foot of the Bed,Brook Stillwater,True
night_reset_healing,supernatural_mystery,night_reset_healing__en_US__supernatural_mystery__series01,sleep,True,The Sandman Keeps a Ledger,Sage Dawnmoss,True
night_reset_healing,supernatural_mystery,night_reset_healing__en_US__supernatural_mystery__series02,anxiety,True,The Hour the House Wakes,Wren Dawnmoss,True
optimizer_workplace,psychological_thriller,optimizer_workplace__en_US__psychological_thriller__series01,overthinking,True,The Perfect Schedule Kills,Petal Tidecalm,True
optimizer_workplace,psychological_thriller,optimizer_workplace__en_US__psychological_thriller__series02,burnout,True,Diminishing Returns,Hana Hearthlight,True
optimizer_workplace,psychological_thriller,optimizer_workplace__en_US__psychological_thriller__series03,imposter_syndrome,True,The Metric Nobody Asked For,Lumi Hearthlight,True
optimizer_workplace,sci_fi_cyberpunk,optimizer_workplace__en_US__sci_fi_cyberpunk__series01,overthinking,True,Process Loop,Petal Restshore,True
optimizer_workplace,sci_fi_cyberpunk,optimizer_workplace__en_US__sci_fi_cyberpunk__series02,burnout,True,Thermal Throttle,Sage Hearthlight,True
optimizer_workplace,sports_competition,optimizer_workplace__en_US__sports_competition__series01,imposter_syndrome,True,The Marginal Gain,Cove Dewpath,True
optimizer_workplace,workplace_drama,optimizer_workplace__en_US__workplace_drama__series01,overthinking,True,A/B Forever,Petal Restshore,True
optimizer_workplace,workplace_drama,optimizer_workplace__en_US__workplace_drama__series02,burnout,True,The Efficiency Trap,Sage Softwind,True
qi_foundation_cultivation,action_battle,qi_foundation_cultivation__en_US__action_battle__series01,somatic_healing,True,Breath of the Iron Mountain,Fern Dewpath,True
qi_foundation_cultivation,dark_fantasy,qi_foundation_cultivation__en_US__dark_fantasy__series01,courage,True,The Trembling Disciple,Brook Dawnmoss,True
qi_foundation_cultivation,historical_period,qi_foundation_cultivation__en_US__historical_period__series01,burnout,True,The Monk Who Carried the Mountain Alone,Cove Stillwater,True
qi_foundation_cultivation,iyashikei,qi_foundation_cultivation__en_US__iyashikei__series01,somatic_healing,True,The Stillness Between Forms,Lumi Softwind,True
relational_calm_iyashikei,iyashikei,relational_calm_iyashikei__en_US__iyashikei__series01,social_anxiety,True,The Teahouse of Quiet Words,Brook Tidecalm,True
relational_calm_iyashikei,iyashikei,relational_calm_iyashikei__en_US__iyashikei__series02,boundaries,True,The Gate We Keep Open,Petal Softwind,True
relational_calm_iyashikei,psychological_thriller,relational_calm_iyashikei__en_US__psychological_thriller__series01,somatic_healing,True,What the Body Won't Say,Lumi Restshore,True
relational_calm_iyashikei,romance_josei_drama,relational_calm_iyashikei__en_US__romance_josei_drama__series01,social_anxiety,True,A Table for the Shy,Dove Dawnmoss,True
relational_calm_iyashikei,romance_josei_drama,relational_calm_iyashikei__en_US__romance_josei_drama__series02,boundaries,True,The Space You Asked For,Sage Restshore,True
relational_calm_iyashikei,romance_josei_drama,relational_calm_iyashikei__en_US__romance_josei_drama__series03,somatic_healing,True,Skin and Stillness,Cove Moongarden,True
relational_calm_iyashikei,supernatural_mystery,relational_calm_iyashikei__en_US__supernatural_mystery__series01,social_anxiety,True,The Quiet One in Room Nine,Fern Tidecalm,True
relational_calm_iyashikei,supernatural_mystery,relational_calm_iyashikei__en_US__supernatural_mystery__series02,boundaries,True,The Threshold We Don't Cross,Lumi Dewpath,True
relationship_clarity_romance,iyashikei,relationship_clarity_romance__en_US__iyashikei__series01,social_anxiety,True,The Cafe Where No One Rushes,Sage Restshore,True
relationship_clarity_romance,iyashikei,relationship_clarity_romance__en_US__iyashikei__series02,boundaries,True,The Line We Draw in Sand,Sage Hearthlight,True
relationship_clarity_romance,psychological_thriller,relationship_clarity_romance__en_US__psychological_thriller__series01,self_worth,True,The One Who Settled,Lumi Softwind,True
relationship_clarity_romance,romance_josei_drama,relationship_clarity_romance__en_US__romance_josei_drama__series01,social_anxiety,True,Almost Brave Enough to Stay,Mira Stillwater,True
relationship_clarity_romance,romance_josei_drama,relationship_clarity_romance__en_US__romance_josei_drama__series02,boundaries,True,The Word I Couldn't Say,Sage Hearthlight,True
relationship_clarity_romance,supernatural_mystery,relationship_clarity_romance__en_US__supernatural_mystery__series01,self_worth,True,The Locket That Knows Your Worth,Mira Restshore,True
resilient_parent_social,dark_fantasy,resilient_parent_social__en_US__dark_fantasy__series01,burnout,True,The Queen With No Throne to Rest On,Brook Softwind,True
resilient_parent_social,iyashikei,resilient_parent_social__en_US__iyashikei__series01,self_worth,True,The Kitchen Light Stays On,Petal Stillwater,True
resilient_parent_social,iyashikei,resilient_parent_social__en_US__iyashikei__series02,boundaries,True,The Door I Finally Closed,Wren Restshore,True
resilient_parent_social,romance_josei_drama,resilient_parent_social__en_US__romance_josei_drama__series01,burnout,True,Running on Lullabies,Cove Softwind,True
