brand_id,genre,series_id,topic,title_zh,manga_author,written
digital_ground,sci_fi_cyberpunk,digital_ground__zh_CN__sci_fi_cyberpunk__series02,financial_anxiety,余额不足的城市,周露溪,True
digital_ground,sci_fi_cyberpunk,digital_ground__zh_CN__sci_fi_cyberpunk__series03,anxiety,霓虹失眠者,许安然,True
digital_ground,sci_fi_cyberpunk,digital_ground__zh_CN__sci_fi_cyberpunk__series04,somatic_healing,义体的体温,李露雾,True
digital_ground,sci_fi_cyberpunk,digital_ground__zh_CN__sci_fi_cyberpunk__series05,burnout,宕机之城,何安荷,True
digital_ground,workplace_drama,digital_ground__zh_CN__workplace_drama__series01,imposter_syndrome,试用期,王月雾,True
digital_ground,workplace_drama,digital_ground__zh_CN__workplace_drama__series02,financial_anxiety,工资到账日,周宁荷,True
digital_ground,workplace_drama,digital_ground__zh_CN__workplace_drama__series03,anxiety,上线倒计时,何风泉,True
executive_calm_workplace,dark_fantasy,executive_calm_workplace__zh_CN__dark_fantasy__series01,burnout,焚顶之座,沈月泉,True
executive_calm_workplace,psychological_thriller,executive_calm_workplace__zh_CN__psychological_thriller__series01,overthinking,顶楼办公室,何风棉,True
executive_calm_workplace,psychological_thriller,executive_calm_workplace__zh_CN__psychological_thriller__series02,financial_anxiety,现金流陷阱,赵月荷,True
executive_calm_workplace,sci_fi_cyberpunk,executive_calm_workplace__zh_CN__sci_fi_cyberpunk__series01,burnout,总裁是台旧机器,沈暖溪,True
executive_calm_workplace,sci_fi_cyberpunk,executive_calm_workplace__zh_CN__sci_fi_cyberpunk__series02,overthinking,决策回路,王柔雾,True
executive_calm_workplace,workplace_drama,executive_calm_workplace__zh_CN__workplace_drama__series01,financial_anxiety,并购前夜,赵柔泉,True
executive_calm_workplace,workplace_drama,executive_calm_workplace__zh_CN__workplace_drama__series02,burnout,末位淘汰,周暖心,True
executive_calm_workplace,workplace_drama,executive_calm_workplace__zh_CN__workplace_drama__series03,overthinking,董事会的长桌,陈月心,True
focus_sprint_workplace,action_battle,focus_sprint_workplace__zh_CN__action_battle__series01,adhd_focus,一击制敌,赵露荷,True
focus_sprint_workplace,action_battle,focus_sprint_workplace__zh_CN__action_battle__series02,imposter_syndrome,冒牌拳王,林静泉,True
focus_sprint_workplace,psychological_thriller,focus_sprint_workplace__zh_CN__psychological_thriller__series01,social_anxiety,电梯里的陌生人,林暖溪,True
focus_sprint_workplace,sports_competition,focus_sprint_workplace__zh_CN__sports_competition__series01,adhd_focus,起跑那零点一秒,林雪溪,True
focus_sprint_workplace,sports_competition,focus_sprint_workplace__zh_CN__sports_competition__series02,imposter_syndrome,替补席的逆袭,沈和心,True
focus_sprint_workplace,sports_competition,focus_sprint_workplace__zh_CN__sports_competition__series03,social_anxiety,看台太吵,王月棉,True
focus_sprint_workplace,workplace_drama,focus_sprint_workplace__zh_CN__workplace_drama__series01,adhd_focus,项目冲刺,林静棉,True
focus_sprint_workplace,workplace_drama,focus_sprint_workplace__zh_CN__workplace_drama__series02,imposter_syndrome,我不是来凑数的,沈月棉,True
gentle_growth_healing,dark_fantasy,gentle_growth_healing__zh_CN__dark_fantasy__series01,self_worth,无名骑士的徽章,林柔荷,True
gentle_growth_healing,iyashikei,gentle_growth_healing__zh_CN__iyashikei__series01,imposter_syndrome,新开的花店,李柔兮,True
gentle_growth_healing,iyashikei,gentle_growth_healing__zh_CN__iyashikei__series02,social_anxiety,邻座请多关照,许雪心,True
gentle_growth_healing,romance_josei_drama,gentle_growth_healing__zh_CN__romance_josei_drama__series01,self_worth,你眼里的我,陈雪棉,True
gentle_growth_healing,romance_josei_drama,gentle_growth_healing__zh_CN__romance_josei_drama__series02,imposter_syndrome,演技派恋人,林柔兮,True
gentle_growth_healing,romance_josei_drama,gentle_growth_healing__zh_CN__romance_josei_drama__series03,social_anxiety,开口之前,王露溪,True
gentle_growth_healing,supernatural_mystery,gentle_growth_healing__zh_CN__supernatural_mystery__series01,self_worth,认领自己的人,何暖心,True
gentle_growth_healing,supernatural_mystery,gentle_growth_healing__zh_CN__supernatural_mystery__series02,imposter_syndrome,假面镇的真名,吴露棉,True
healing_ground_healing,dark_fantasy,healing_ground_healing__zh_CN__dark_fantasy__series01,grief,送葬者花园,何月棉,True
healing_ground_healing,dark_fantasy,healing_ground_healing__zh_CN__dark_fantasy__series02,boundaries,结界守门人,何和心,True
healing_ground_healing,dark_fantasy,healing_ground_healing__zh_CN__dark_fantasy__series03,overthinking,万念森林,张柔兮,True
healing_ground_healing,iyashikei,healing_ground_healing__zh_CN__iyashikei__series01,grief,海边旧邮局,张安泉,True
healing_ground_healing,iyashikei,healing_ground_healing__zh_CN__iyashikei__series02,boundaries,篱笆那一侧,吴安然,True
healing_ground_healing,psychological_thriller,healing_ground_healing__zh_CN__psychological_thriller__series01,overthinking,想太多的房客,周露泉,True
healing_ground_healing,supernatural_mystery,healing_ground_healing__zh_CN__supernatural_mystery__series01,grief,失物的尽头,赵雪溪,True
healing_ground_healing,supernatural_mystery,healing_ground_healing__zh_CN__supernatural_mystery__series02,boundaries,门槛上的客人,沈风棉,True
heart_balance_shojo,iyashikei,heart_balance_shojo__zh_CN__iyashikei__series01,social_anxiety,怕人的猫咖,赵月兮,True
heart_balance_shojo,iyashikei,heart_balance_shojo__zh_CN__iyashikei__series02,boundaries,留一点空隙,何月荷,True
heart_balance_shojo,romance_josei_drama,heart_balance_shojo__zh_CN__romance_josei_drama__series01,self_worth,我也很好,陈露棉,True
heart_balance_shojo,romance_josei_drama,heart_balance_shojo__zh_CN__romance_josei_drama__series02,social_anxiety,搭话的勇气,赵露雾,True
heart_balance_shojo,romance_josei_drama,heart_balance_shojo__zh_CN__romance_josei_drama__series03,boundaries,说不要的练习,赵和然,True
heart_balance_shojo,supernatural_mystery,heart_balance_shojo__zh_CN__supernatural_mystery__series01,self_worth,心事招领,陈宁溪,True
heart_balance_shojo,workplace_drama,heart_balance_shojo__zh_CN__workplace_drama__series01,social_anxiety,茶水间外的她,李安泉,True
heart_balance_shojo,workplace_drama,heart_balance_shojo__zh_CN__workplace_drama__series02,boundaries,这不是我的活,许露荷,True
high_performer_workplace,dark_fantasy,high_performer_workplace__zh_CN__dark_fantasy__series01,burnout,炼狱晋升录,黄月泉,True
high_performer_workplace,dark_fantasy,high_performer_workplace__zh_CN__dark_fantasy__series02,financial_anxiety,黄金枷锁,陈宁然,True
high_performer_workplace,historical_period,high_performer_workplace__zh_CN__historical_period__series01,imposter_syndrome,新科状元,周柔荷,True
high_performer_workplace,historical_period,high_performer_workplace__zh_CN__historical_period__series02,overthinking,夜审卷宗,陈风然,True
high_performer_workplace,psychological_thriller,high_performer_workplace__zh_CN__psychological_thriller__series01,burnout,崩溃边缘,陈安泉,True
high_performer_workplace,psychological_thriller,high_performer_workplace__zh_CN__psychological_thriller__series02,financial_anxiety,数字游戏,张露棉,True
high_performer_workplace,workplace_drama,high_performer_workplace__zh_CN__workplace_drama__series01,imposter_syndrome,顶尖之下,赵宁溪,True
high_performer_workplace,workplace_drama,high_performer_workplace__zh_CN__workplace_drama__series02,overthinking,复盘到天亮,周月荷,True
hormone_reset_healing,iyashikei,hormone_reset_healing__zh_CN__iyashikei__series01,somatic_healing,身体很诚实,陈宁兮,True
hormone_reset_healing,iyashikei,hormone_reset_healing__zh_CN__iyashikei__series02,self_worth,今天也算数,沈静荷,True
hormone_reset_healing,psychological_horror,hormone_reset_healing__zh_CN__psychological_horror__series01,anxiety,潮汐之下,何露兮,True
hormone_reset_healing,romance_josei_drama,hormone_reset_healing__zh_CN__romance_josei_drama__series01,somatic_healing,体温与心跳,周暖雾,True
hormone_reset_healing,supernatural_mystery,hormone_reset_healing__zh_CN__supernatural_mystery__series01,self_worth,认领真名,李雪然,True
hormone_reset_healing,supernatural_mystery,hormone_reset_healing__zh_CN__supernatural_mystery__series02,anxiety,月相诊所,沈月兮,True
legacy_builder_memoir,dark_fantasy,legacy_builder_memoir__zh_CN__dark_fantasy__series01,self_worth,立碑者,周宁兮,True
legacy_builder_memoir,historical_period,legacy_builder_memoir__zh_CN__historical_period__series01,grief,祖宅旧账,许暖溪,True
legacy_builder_memoir,iyashikei,legacy_builder_memoir__zh_CN__iyashikei__series01,financial_anxiety,外公的钟表铺,李雪荷,True
legacy_builder_memoir,psychological_thriller,legacy_builder_memoir__zh_CN__psychological_thriller__series01,shame,遗产疑云,赵宁兮,True
longevity_lab_healing,historical_period,longevity_lab_healing__zh_CN__historical_period__series01,somatic_healing,长生药引,林宁心,True
longevity_lab_healing,historical_period,longevity_lab_healing__zh_CN__historical_period__series02,self_worth,百岁医案,吴露泉,True
longevity_lab_healing,iyashikei,longevity_lab_healing__zh_CN__iyashikei__series01,grief,巷尾老药铺,何暖雾,True
longevity_lab_healing,iyashikei,longevity_lab_healing__zh_CN__iyashikei__series02,somatic_healing,晨练的人们,沈静雾,True
longevity_lab_healing,sci_fi_cyberpunk,longevity_lab_healing__zh_CN__sci_fi_cyberpunk__series01,self_worth,不老程序,赵雪心,True
longevity_lab_healing,supernatural_mystery,longevity_lab_healing__zh_CN__supernatural_mystery__series01,grief,活过百年的店,李风然,True
minimal_mind_healing,iyashikei,minimal_mind_healing__zh_CN__iyashikei__series01,overthinking,空房间咖啡,赵月荷,True
minimal_mind_healing,iyashikei,minimal_mind_healing__zh_CN__iyashikei__series02,anxiety,只留一盏灯,赵月兮,True
minimal_mind_healing,iyashikei,minimal_mind_healing__zh_CN__iyashikei__series03,burnout,断舍离小馆,林月心,True
minimal_mind_healing,psychological_thriller,minimal_mind_healing__zh_CN__psychological_thriller__series01,overthinking,满脑子的声音,沈暖荷,True
minimal_mind_healing,psychological_thriller,minimal_mind_healing__zh_CN__psychological_thriller__series02,anxiety,深夜来电,沈静兮,True
minimal_mind_healing,sci_fi_cyberpunk,minimal_mind_healing__zh_CN__sci_fi_cyberpunk__series01,burnout,清空缓存,赵风荷,True
minimal_mind_healing,sci_fi_cyberpunk,minimal_mind_healing__zh_CN__sci_fi_cyberpunk__series02,overthinking,降噪模式,王和泉,True
minimal_mind_healing,supernatural_mystery,minimal_mind_healing__zh_CN__supernatural_mystery__series01,anxiety,凌晨三点的访客,林静荷,True
morning_momentum_workplace,action_battle,morning_momentum_workplace__zh_CN__action_battle__series01,burnout,破晓一击,吴和心,True
morning_momentum_workplace,action_battle,morning_momentum_workplace__zh_CN__action_battle__series02,courage,黎明前出拳,周安雾,True
morning_momentum_workplace,isekai,morning_momentum_workplace__zh_CN__isekai__series01,self_worth,转生第一天,陈光环,True
morning_momentum_workplace,sports_competition,morning_momentum_workplace__zh_CN__sports_competition__series01,burnout,晨跑第一棒,王静心,True
morning_momentum_workplace,sports_competition,morning_momentum_workplace__zh_CN__sports_competition__series02,courage,开赛哨响,王风兮,True
morning_momentum_workplace,sports_competition,morning_momentum_workplace__zh_CN__sports_competition__series03,self_worth,我也能上场,许风心,True
morning_momentum_workplace,workplace_drama,morning_momentum_workplace__zh_CN__workplace_drama__series01,burnout,早九点的战场,何安溪,True
morning_momentum_workplace,workplace_drama,morning_momentum_workplace__zh_CN__workplace_drama__series02,courage,晨会之后,吴风棉,True
night_reset_healing,dark_fantasy,night_reset_healing__zh_CN__dark_fantasy__series01,sleep,司梦者,张静棉,True
night_reset_healing,iyashikei,night_reset_healing__zh_CN__iyashikei__series01,anxiety,深夜便利店,赵暖然,True
night_reset_healing,iyashikei,night_reset_healing__zh_CN__iyashikei__series02,grief,留灯的夜,吴静溪,True
night_reset_healing,iyashikei,night_reset_healing__zh_CN__iyashikei__series03,sleep,晚安电台,李露荷,True
night_reset_healing,psychological_horror,night_reset_healing__zh_CN__psychological_horror__series01,anxiety,三点钟醒来,赵安溪,True
night_reset_healing,psychological_horror,night_reset_healing__zh_CN__psychological_horror__series02,grief,空床的那侧,张静然,True
night_reset_healing,supernatural_mystery,night_reset_healing__zh_CN__supernatural_mystery__series01,sleep,守梦人旅馆,周柔雾,True
night_reset_healing,supernatural_mystery,night_reset_healing__zh_CN__supernatural_mystery__series02,anxiety,失眠者俱乐部,陈露荷,True
optimizer_workplace,psychological_thriller,optimizer_workplace__zh_CN__psychological_thriller__series01,overthinking,最优解谋杀,沈露溪,True
optimizer_workplace,psychological_thriller,optimizer_workplace__zh_CN__psychological_thriller__series02,burnout,效率到死,林露溪,True
optimizer_workplace,psychological_thriller,optimizer_workplace__zh_CN__psychological_thriller__series03,imposter_syndrome,顶替者档案,沈和心,True
optimizer_workplace,sci_fi_cyberpunk,optimizer_workplace__zh_CN__sci_fi_cyberpunk__series01,overthinking,性能调优,许雪棉,True
optimizer_workplace,sci_fi_cyberpunk,optimizer_workplace__zh_CN__sci_fi_cyberpunk__series02,burnout,过载警告,沈风心,True
optimizer_workplace,sports_competition,optimizer_workplace__zh_CN__sports_competition__series01,imposter_syndrome,数据替补,李安然,True
optimizer_workplace,workplace_drama,optimizer_workplace__zh_CN__workplace_drama__series01,overthinking,流程之外,许静棉,True
optimizer_workplace,workplace_drama,optimizer_workplace__zh_CN__workplace_drama__series02,burnout,永远在加班,周月泉,True
qi_foundation_cultivation,action_battle,qi_foundation_cultivation__zh_CN__action_battle__series01,somatic_healing,运气成拳,沈柔雾,True
qi_foundation_cultivation,dark_fantasy,qi_foundation_cultivation__zh_CN__dark_fantasy__series01,courage,踏阴问道,赵柔荷,True
qi_foundation_cultivation,historical_period,qi_foundation_cultivation__zh_CN__historical_period__series01,burnout,山门弟子,赵静泉,True
qi_foundation_cultivation,iyashikei,qi_foundation_cultivation__zh_CN__iyashikei__series01,somatic_healing,后山打坐记,周和兮,True
relational_calm_iyashikei,iyashikei,relational_calm_iyashikei__zh_CN__iyashikei__series01,social_anxiety,怕生咖啡馆,张风泉,True
relational_calm_iyashikei,iyashikei,relational_calm_iyashikei__zh_CN__iyashikei__series02,boundaries,刚刚好的距离,沈暖然,True
relational_calm_iyashikei,psychological_thriller,relational_calm_iyashikei__zh_CN__psychological_thriller__series01,somatic_healing,皮肤会记得,林雪雾,True
relational_calm_iyashikei,romance_josei_drama,relational_calm_iyashikei__zh_CN__romance_josei_drama__series01,social_anxiety,不太会说话,陈安心,True
relational_calm_iyashikei,romance_josei_drama,relational_calm_iyashikei__zh_CN__romance_josei_drama__series02,boundaries,我们之间的篱笆,林安棉,True
relational_calm_iyashikei,romance_josei_drama,relational_calm_iyashikei__zh_CN__romance_josei_drama__series03,somatic_healing,触碰的温度,张月然,True
relational_calm_iyashikei,supernatural_mystery,relational_calm_iyashikei__zh_CN__supernatural_mystery__series01,social_anxiety,社恐通灵屋,周宁荷,True
relational_calm_iyashikei,supernatural_mystery,relational_calm_iyashikei__zh_CN__supernatural_mystery__series02,boundaries,界限招魂,赵月溪,True
relationship_clarity_romance,iyashikei,relationship_clarity_romance__zh_CN__iyashikei__series01,social_anxiety,面对面的勇气,李月溪,True
relationship_clarity_romance,iyashikei,relationship_clarity_romance__zh_CN__iyashikei__series02,boundaries,留白的关系,林和雾,True
relationship_clarity_romance,psychological_thriller,relationship_clarity_romance__zh_CN__psychological_thriller__series01,self_worth,我配得上吗,林静棉,True
relationship_clarity_romance,romance_josei_drama,relationship_clarity_romance__zh_CN__romance_josei_drama__series01,social_anxiety,话到嘴边,林宁心,True
relationship_clarity_romance,romance_josei_drama,relationship_clarity_romance__zh_CN__romance_josei_drama__series02,boundaries,你的底线,陈暖荷,True
relationship_clarity_romance,supernatural_mystery,relationship_clarity_romance__zh_CN__supernatural_mystery__series01,self_worth,镜中良缘,黄宁兮,True
resilient_parent_social,dark_fantasy,resilient_parent_social__zh_CN__dark_fantasy__series01,burnout,守巢之龙,赵雪雾,True
resilient_parent_social,iyashikei,resilient_parent_social__zh_CN__iyashikei__series01,self_worth,妈妈也想被夸,张静泉,True
resilient_parent_social,iyashikei,resilient_parent_social__zh_CN__iyashikei__series02,boundaries,说一次不行,许暖兮,True
resilient_parent_social,romance_josei_drama,resilient_parent_social__zh_CN__romance_josei_drama__series01,burnout,凌晨四点的厨房,李风溪,True
resilient_parent_social,romance_josei_drama,resilient_parent_social__zh_CN__romance_josei_drama__series02,self_worth,也想被看见,许静雾,True
resilient_parent_social,supernatural_mystery,resilient_parent_social__zh_CN__supernatural_mystery__series01,boundaries,深夜育儿间,沈月兮,True
sleep_restoration_iyashikei,iyashikei,sleep_restoration_iyashikei__zh_CN__iyashikei__series01,sleep,晚安杂货店,吴露雾,True
sleep_restoration_iyashikei,iyashikei,sleep_restoration_iyashikei__zh_CN__iyashikei__series02,anxiety,凌晨的灯还亮着,许柔荷,True
sleep_restoration_iyashikei,iyashikei,sleep_restoration_iyashikei__zh_CN__iyashikei__series03,grief,留给夜的椅子,赵静荷,True
sleep_restoration_iyashikei,iyashikei,sleep_restoration_iyashikei__zh_CN__iyashikei__series04,social_anxiety,夜班轻语,李宁然,True
sleep_restoration_iyashikei,psychological_horror,sleep_restoration_iyashikei__zh_CN__psychological_horror__series01,sleep,数到第一千只羊,吴暖雾,True
sleep_restoration_iyashikei,psychological_horror,sleep_restoration_iyashikei__zh_CN__psychological_horror__series02,anxiety,天亮之前别睡,吴暖然,True
sleep_restoration_iyashikei,psychological_horror,sleep_restoration_iyashikei__zh_CN__psychological_horror__series03,grief,空房间的呼吸,何柔泉,True
sleep_restoration_iyashikei,romance_josei_drama,sleep_restoration_iyashikei__zh_CN__romance_josei_drama__series01,social_anxiety,夜归人的咖啡,王露然,True
sleep_restoration_iyashikei,supernatural_mystery,sleep_restoration_iyashikei__zh_CN__supernatural_mystery__series01,sleep,卖梦的小铺,沈雪棉,True
sleep_restoration_iyashikei,supernatural_mystery,sleep_restoration_iyashikei__zh_CN__supernatural_mystery__series02,anxiety,守夜旅店,赵柔棉,True
solar_return_isekai,action_battle,solar_return_isekai__zh_CN__action_battle__series01,self_worth,归阳之战,王雪兮,True
solar_return_isekai,dark_fantasy,solar_return_isekai__zh_CN__dark_fantasy__series01,imposter_syndrome,顶替的勇者,沈安棉,True
solar_return_isekai,isekai,solar_return_isekai__zh_CN__isekai__series01,courage,回到出发那天,何异钥,True
solar_return_isekai,isekai,solar_return_isekai__zh_CN__isekai__series02,self_worth,重生的太阳,吴界脉,True
solar_return_isekai,mecha,solar_return_isekai__zh_CN__mecha__series01,self_worth,返航坐标,王安荷,True
somatic_wisdom_shojo,dark_fantasy,somatic_wisdom_shojo__zh_CN__dark_fantasy__series01,somatic_healing,皮肤之书,黄静然,True
somatic_wisdom_shojo,dark_fantasy,somatic_wisdom_shojo__zh_CN__dark_fantasy__series02,self_worth,无名者纹章,李露荷,True
somatic_wisdom_shojo,iyashikei,somatic_wisdom_shojo__zh_CN__iyashikei__series01,social_anxiety,怕生的陶艺课,陈风荷,True
