locale,tier,brand_id,demographic,genre,series_id,series_index,title,title_status,localized_title,topic,teacher_id,manga_author,format,master_format,distribution_status,locale_origin,chapters_target,ai_disclosure_required,brand_primary_topic,brand_secondary_topics,target_platforms
fr_FR,flagship,cognitive_clarity,general,sci_fi_cyberpunk,cognitive_clarity__fr_FR__sci_fi_cyberpunk__series01,01,TBD,TBD,TBD,TBD,,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,overthinking,imposter_syndrome|burnout|boundaries,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,cognitive_clarity,general,supernatural_mystery,cognitive_clarity__fr_FR__supernatural_mystery__series01,01,TBD,TBD,TBD,TBD,,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,overthinking,imposter_syndrome|burnout|boundaries,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,cognitive_clarity,general,workplace_drama,cognitive_clarity__fr_FR__workplace_drama__series01,01,TBD,TBD,TBD,TBD,,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,overthinking,imposter_syndrome|burnout|boundaries,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,cognitive_clarity,general,workplace_drama,cognitive_clarity__fr_FR__workplace_drama__series02,02,TBD,TBD,TBD,TBD,,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,overthinking,imposter_syndrome|burnout|boundaries,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,digital_ground,general,action_battle,digital_ground__fr_FR__action_battle__series01,01,TBD,TBD,TBD,TBD,miki,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,burnout,imposter_syndrome|financial_anxiety|anxiety|somatic_healing,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,digital_ground,general,dark_fantasy,digital_ground__fr_FR__dark_fantasy__series01,01,TBD,TBD,TBD,TBD,miki,TBD,bw_page_manga,bw_page_manga,distributed,fr,14,True,burnout,imposter_syndrome|financial_anxiety|anxiety|somatic_healing,amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,digital_ground,general,historical_period,digital_ground__fr_FR__historical_period__series01,01,TBD,TBD,TBD,TBD,miki,TBD,bw_page_manga,bw_page_manga,distributed,fr,14,True,burnout,imposter_syndrome|financial_anxiety|anxiety|somatic_healing,amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,digital_ground,general,isekai,digital_ground__fr_FR__isekai__series01,01,TBD,TBD,TBD,TBD,miki,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,burnout,imposter_syndrome|financial_anxiety|anxiety|somatic_healing,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,digital_ground,general,iyashikei,digital_ground__fr_FR__iyashikei__series01,01,TBD,TBD,TBD,TBD,miki,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,burnout,imposter_syndrome|financial_anxiety|anxiety|somatic_healing,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,digital_ground,general,psychological_horror,digital_ground__fr_FR__psychological_horror__series01,01,TBD,TBD,TBD,TBD,miki,TBD,bw_page_manga,bw_page_manga,distributed,fr,14,True,burnout,imposter_syndrome|financial_anxiety|anxiety|somatic_healing,amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,digital_ground,general,psychological_horror,digital_ground__fr_FR__psychological_horror__series02,02,TBD,TBD,TBD,TBD,miki,TBD,bw_page_manga,bw_page_manga,distributed,fr,14,True,burnout,imposter_syndrome|financial_anxiety|anxiety|somatic_healing,amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,digital_ground,general,psychological_thriller,digital_ground__fr_FR__psychological_thriller__series01,01,TBD,TBD,TBD,TBD,miki,TBD,bw_page_manga,bw_page_manga,distributed,fr,14,True,burnout,imposter_syndrome|financial_anxiety|anxiety|somatic_healing,amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,digital_ground,general,romance_josei_drama,digital_ground__fr_FR__romance_josei_drama__series01,01,TBD,TBD,TBD,TBD,miki,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,burnout,imposter_syndrome|financial_anxiety|anxiety|somatic_healing,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,digital_ground,general,school_coming_of_age,digital_ground__fr_FR__school_coming_of_age__series01,01,TBD,TBD,TBD,TBD,miki,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,burnout,imposter_syndrome|financial_anxiety|anxiety|somatic_healing,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,digital_ground,general,sci_fi_cyberpunk,digital_ground__fr_FR__sci_fi_cyberpunk__series01,01,TBD,TBD,TBD,TBD,miki,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,burnout,imposter_syndrome|financial_anxiety|anxiety|somatic_healing,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,digital_ground,general,supernatural_mystery,digital_ground__fr_FR__supernatural_mystery__series01,01,TBD,TBD,TBD,TBD,miki,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,burnout,imposter_syndrome|financial_anxiety|anxiety|somatic_healing,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,digital_ground,general,workplace_drama,digital_ground__fr_FR__workplace_drama__series01,01,TBD,TBD,TBD,TBD,miki,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,burnout,imposter_syndrome|financial_anxiety|anxiety|somatic_healing,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,digital_ground,general,workplace_drama,digital_ground__fr_FR__workplace_drama__series02,02,TBD,TBD,TBD,TBD,miki,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,burnout,imposter_syndrome|financial_anxiety|anxiety|somatic_healing,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,stillness_press,general,action_battle,stillness_press__fr_FR__action_battle__series01,01,TBD,TBD,TBD,TBD,ahjan,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,anxiety,somatic_healing|sleep|grief|trauma_recovery,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,stillness_press,general,dark_fantasy,stillness_press__fr_FR__dark_fantasy__series01,01,TBD,TBD,TBD,TBD,ahjan,TBD,bw_page_manga,bw_page_manga,distributed,fr,14,True,anxiety,somatic_healing|sleep|grief|trauma_recovery,amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,stillness_press,general,dark_fantasy,stillness_press__fr_FR__dark_fantasy__series02,02,TBD,TBD,TBD,TBD,ahjan,TBD,bw_page_manga,bw_page_manga,distributed,fr,14,True,anxiety,somatic_healing|sleep|grief|trauma_recovery,amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,stillness_press,general,historical_period,stillness_press__fr_FR__historical_period__series01,01,TBD,TBD,TBD,TBD,ahjan,TBD,bw_page_manga,bw_page_manga,distributed,fr,14,True,anxiety,somatic_healing|sleep|grief|trauma_recovery,amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,stillness_press,general,isekai,stillness_press__fr_FR__isekai__series01,01,TBD,TBD,TBD,TBD,ahjan,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,anxiety,somatic_healing|sleep|grief|trauma_recovery,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,stillness_press,general,iyashikei,stillness_press__fr_FR__iyashikei__series01,01,TBD,TBD,TBD,TBD,ahjan,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,anxiety,somatic_healing|sleep|grief|trauma_recovery,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,stillness_press,general,iyashikei,stillness_press__fr_FR__iyashikei__series02,02,TBD,TBD,TBD,TBD,ahjan,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,anxiety,somatic_healing|sleep|grief|trauma_recovery,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,stillness_press,general,psychological_horror,stillness_press__fr_FR__psychological_horror__series01,01,TBD,TBD,TBD,TBD,ahjan,TBD,bw_page_manga,bw_page_manga,distributed,fr,14,True,anxiety,somatic_healing|sleep|grief|trauma_recovery,amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,stillness_press,general,psychological_horror,stillness_press__fr_FR__psychological_horror__series02,02,TBD,TBD,TBD,TBD,ahjan,TBD,bw_page_manga,bw_page_manga,distributed,fr,14,True,anxiety,somatic_healing|sleep|grief|trauma_recovery,amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,stillness_press,general,psychological_thriller,stillness_press__fr_FR__psychological_thriller__series01,01,TBD,TBD,TBD,TBD,ahjan,TBD,bw_page_manga,bw_page_manga,distributed,fr,14,True,anxiety,somatic_healing|sleep|grief|trauma_recovery,amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,stillness_press,general,romance_josei_drama,stillness_press__fr_FR__romance_josei_drama__series01,01,TBD,TBD,TBD,TBD,ahjan,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,anxiety,somatic_healing|sleep|grief|trauma_recovery,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,stillness_press,general,school_coming_of_age,stillness_press__fr_FR__school_coming_of_age__series01,01,TBD,TBD,TBD,TBD,ahjan,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,anxiety,somatic_healing|sleep|grief|trauma_recovery,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,stillness_press,general,supernatural_mystery,stillness_press__fr_FR__supernatural_mystery__series01,01,TBD,TBD,TBD,TBD,ahjan,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,anxiety,somatic_healing|sleep|grief|trauma_recovery,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,stillness_press,general,supernatural_mystery,stillness_press__fr_FR__supernatural_mystery__series02,02,TBD,TBD,TBD,TBD,ahjan,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,anxiety,somatic_healing|sleep|grief|trauma_recovery,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,stillness_press,general,workplace_drama,stillness_press__fr_FR__workplace_drama__series01,01,TBD,TBD,TBD,TBD,ahjan,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,anxiety,somatic_healing|sleep|grief|trauma_recovery,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,flagship,stillness_press,general,workplace_drama,stillness_press__fr_FR__workplace_drama__series02,02,TBD,TBD,TBD,TBD,ahjan,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,anxiety,somatic_healing|sleep|grief|trauma_recovery,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,body_memory_shojo,general,action_battle,body_memory_shojo__fr_FR__action_battle__series01,01,TBD,TBD,TBD,TBD,,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,somatic_healing,trauma_recovery|shame|grief,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,body_memory_shojo,general,dark_fantasy,body_memory_shojo__fr_FR__dark_fantasy__series01,01,TBD,TBD,TBD,TBD,,TBD,bw_page_manga,bw_page_manga,distributed,fr,14,True,somatic_healing,trauma_recovery|shame|grief,amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,body_memory_shojo,general,historical_period,body_memory_shojo__fr_FR__historical_period__series01,01,TBD,TBD,TBD,TBD,,TBD,bw_page_manga,bw_page_manga,distributed,fr,14,True,somatic_healing,trauma_recovery|shame|grief,amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,body_memory_shojo,general,iyashikei,body_memory_shojo__fr_FR__iyashikei__series01,01,TBD,TBD,TBD,TBD,,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,somatic_healing,trauma_recovery|shame|grief,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,body_memory_shojo,general,psychological_horror,body_memory_shojo__fr_FR__psychological_horror__series01,01,TBD,TBD,TBD,TBD,,TBD,bw_page_manga,bw_page_manga,distributed,fr,14,True,somatic_healing,trauma_recovery|shame|grief,amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,body_memory_shojo,general,psychological_thriller,body_memory_shojo__fr_FR__psychological_thriller__series01,01,TBD,TBD,TBD,TBD,,TBD,bw_page_manga,bw_page_manga,distributed,fr,14,True,somatic_healing,trauma_recovery|shame|grief,amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,body_memory_shojo,general,romance_josei_drama,body_memory_shojo__fr_FR__romance_josei_drama__series01,01,TBD,TBD,TBD,TBD,,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,somatic_healing,trauma_recovery|shame|grief,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,body_memory_shojo,general,school_coming_of_age,body_memory_shojo__fr_FR__school_coming_of_age__series01,01,TBD,TBD,TBD,TBD,,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,somatic_healing,trauma_recovery|shame|grief,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,body_memory_shojo,general,supernatural_mystery,body_memory_shojo__fr_FR__supernatural_mystery__series01,01,TBD,TBD,TBD,TBD,,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,somatic_healing,trauma_recovery|shame|grief,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,body_memory_shojo,general,workplace_drama,body_memory_shojo__fr_FR__workplace_drama__series01,01,TBD,TBD,TBD,TBD,,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,somatic_healing,trauma_recovery|shame|grief,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,career_lift_workplace,general,action_battle,career_lift_workplace__fr_FR__action_battle__series01,01,TBD,TBD,TBD,TBD,,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,imposter_syndrome,social_anxiety|financial_anxiety|burnout,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,career_lift_workplace,general,dark_fantasy,career_lift_workplace__fr_FR__dark_fantasy__series01,01,TBD,TBD,TBD,TBD,,TBD,bw_page_manga,bw_page_manga,distributed,fr,14,True,imposter_syndrome,social_anxiety|financial_anxiety|burnout,amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,career_lift_workplace,general,historical_period,career_lift_workplace__fr_FR__historical_period__series01,01,TBD,TBD,TBD,TBD,,TBD,bw_page_manga,bw_page_manga,distributed,fr,14,True,imposter_syndrome,social_anxiety|financial_anxiety|burnout,amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,career_lift_workplace,general,iyashikei,career_lift_workplace__fr_FR__iyashikei__series01,01,TBD,TBD,TBD,TBD,,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,imposter_syndrome,social_anxiety|financial_anxiety|burnout,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,career_lift_workplace,general,psychological_horror,career_lift_workplace__fr_FR__psychological_horror__series01,01,TBD,TBD,TBD,TBD,,TBD,bw_page_manga,bw_page_manga,distributed,fr,14,True,imposter_syndrome,social_anxiety|financial_anxiety|burnout,amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,career_lift_workplace,general,psychological_thriller,career_lift_workplace__fr_FR__psychological_thriller__series01,01,TBD,TBD,TBD,TBD,,TBD,bw_page_manga,bw_page_manga,distributed,fr,14,True,imposter_syndrome,social_anxiety|financial_anxiety|burnout,amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,career_lift_workplace,general,romance_josei_drama,career_lift_workplace__fr_FR__romance_josei_drama__series01,01,TBD,TBD,TBD,TBD,,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,imposter_syndrome,social_anxiety|financial_anxiety|burnout,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,career_lift_workplace,general,school_coming_of_age,career_lift_workplace__fr_FR__school_coming_of_age__series01,01,TBD,TBD,TBD,TBD,,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,imposter_syndrome,social_anxiety|financial_anxiety|burnout,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,career_lift_workplace,general,supernatural_mystery,career_lift_workplace__fr_FR__supernatural_mystery__series01,01,TBD,TBD,TBD,TBD,,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,imposter_syndrome,social_anxiety|financial_anxiety|burnout,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,career_lift_workplace,general,workplace_drama,career_lift_workplace__fr_FR__workplace_drama__series01,01,TBD,TBD,TBD,TBD,,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,imposter_syndrome,social_anxiety|financial_anxiety|burnout,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,executive_calm_workplace,general,action_battle,executive_calm_workplace__fr_FR__action_battle__series01,01,TBD,TBD,TBD,TBD,,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,burnout,overthinking|financial_anxiety,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,executive_calm_workplace,general,dark_fantasy,executive_calm_workplace__fr_FR__dark_fantasy__series01,01,TBD,TBD,TBD,TBD,,TBD,bw_page_manga,bw_page_manga,distributed,fr,14,True,burnout,overthinking|financial_anxiety,amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,executive_calm_workplace,general,historical_period,executive_calm_workplace__fr_FR__historical_period__series01,01,TBD,TBD,TBD,TBD,,TBD,bw_page_manga,bw_page_manga,distributed,fr,14,True,burnout,overthinking|financial_anxiety,amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,executive_calm_workplace,general,iyashikei,executive_calm_workplace__fr_FR__iyashikei__series01,01,TBD,TBD,TBD,TBD,,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,burnout,overthinking|financial_anxiety,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,executive_calm_workplace,general,psychological_horror,executive_calm_workplace__fr_FR__psychological_horror__series01,01,TBD,TBD,TBD,TBD,,TBD,bw_page_manga,bw_page_manga,distributed,fr,14,True,burnout,overthinking|financial_anxiety,amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,executive_calm_workplace,general,psychological_thriller,executive_calm_workplace__fr_FR__psychological_thriller__series01,01,TBD,TBD,TBD,TBD,,TBD,bw_page_manga,bw_page_manga,distributed,fr,14,True,burnout,overthinking|financial_anxiety,amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,executive_calm_workplace,general,romance_josei_drama,executive_calm_workplace__fr_FR__romance_josei_drama__series01,01,TBD,TBD,TBD,TBD,,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,burnout,overthinking|financial_anxiety,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,executive_calm_workplace,general,school_coming_of_age,executive_calm_workplace__fr_FR__school_coming_of_age__series01,01,TBD,TBD,TBD,TBD,,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,burnout,overthinking|financial_anxiety,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,executive_calm_workplace,general,sci_fi_cyberpunk,executive_calm_workplace__fr_FR__sci_fi_cyberpunk__series01,01,TBD,TBD,TBD,TBD,,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,burnout,overthinking|financial_anxiety,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,executive_calm_workplace,general,supernatural_mystery,executive_calm_workplace__fr_FR__supernatural_mystery__series01,01,TBD,TBD,TBD,TBD,,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,burnout,overthinking|financial_anxiety,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,executive_calm_workplace,general,workplace_drama,executive_calm_workplace__fr_FR__workplace_drama__series01,01,TBD,TBD,TBD,TBD,,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,burnout,overthinking|financial_anxiety,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,focus_sprint_workplace,general,action_battle,focus_sprint_workplace__fr_FR__action_battle__series01,01,TBD,TBD,TBD,TBD,,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,adhd_focus,imposter_syndrome|social_anxiety,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,focus_sprint_workplace,general,dark_fantasy,focus_sprint_workplace__fr_FR__dark_fantasy__series01,01,TBD,TBD,TBD,TBD,,TBD,bw_page_manga,bw_page_manga,distributed,fr,14,True,adhd_focus,imposter_syndrome|social_anxiety,amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,focus_sprint_workplace,general,historical_period,focus_sprint_workplace__fr_FR__historical_period__series01,01,TBD,TBD,TBD,TBD,,TBD,bw_page_manga,bw_page_manga,distributed,fr,14,True,adhd_focus,imposter_syndrome|social_anxiety,amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,focus_sprint_workplace,general,iyashikei,focus_sprint_workplace__fr_FR__iyashikei__series01,01,TBD,TBD,TBD,TBD,,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,adhd_focus,imposter_syndrome|social_anxiety,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,focus_sprint_workplace,general,psychological_horror,focus_sprint_workplace__fr_FR__psychological_horror__series01,01,TBD,TBD,TBD,TBD,,TBD,bw_page_manga,bw_page_manga,distributed,fr,14,True,adhd_focus,imposter_syndrome|social_anxiety,amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,focus_sprint_workplace,general,psychological_thriller,focus_sprint_workplace__fr_FR__psychological_thriller__series01,01,TBD,TBD,TBD,TBD,,TBD,bw_page_manga,bw_page_manga,distributed,fr,14,True,adhd_focus,imposter_syndrome|social_anxiety,amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,focus_sprint_workplace,general,romance_josei_drama,focus_sprint_workplace__fr_FR__romance_josei_drama__series01,01,TBD,TBD,TBD,TBD,,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,adhd_focus,imposter_syndrome|social_anxiety,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,focus_sprint_workplace,general,school_coming_of_age,focus_sprint_workplace__fr_FR__school_coming_of_age__series01,01,TBD,TBD,TBD,TBD,,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,adhd_focus,imposter_syndrome|social_anxiety,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
fr_FR,core,focus_sprint_workplace,general,sports_competition,focus_sprint_workplace__fr_FR__sports_competition__series01,01,TBD,TBD,TBD,TBD,,TBD,color_vertical_webtoon,color_vertical_webtoon,distributed,fr,14,True,adhd_focus,imposter_syndrome|social_anxiety,webtoon_canvas|amazon_kdp_comics|globalcomix|kobo|apple_books
