114	嵌入与每章情感弧线相契合的歌词段落
115	尊重你的 lyric_form 偏好（自由体 / 押韵 / 主歌-副歌）
116	遵从你的 explicit_content_ok 开关
117	捕捉你声音中那份可感的律动
118	变体 2
119	无歌词
120	在相同位置呈现关于你音乐的自省随笔、日记片段或冥想文字。一位以器乐为主的音乐人，得到的大多是这类书 —— 外加少数几本歌词书 —— 全都共存于同一个品牌之中。
121	自省形式：随笔 / 日记 / 冥想 / 混合
122	视角：音乐人 / 听众 / 乐评人 / 混合
123	触达那些为感受而来、而非为文字而来的读者
124	你的音乐 —— 留在你自己的渠道上 —— 承载起余下的一切
125	Pearl Prime · Enlightened Intelligence Publishing · Music Mode V1 + V2
127	署名归属
128	作者之声。永远归属于你的音乐。
129	一个作者人设 —— 真人笔名或 EI —— 以其自己的声音引述你的音乐，永远注明归属，绝不假冒你。新的音乐插槽默认采用第一人称；既有的第二人称文字则予以保留。
130	示例 —— 第一人称（新文字的默认）
131	"出自 Ahjan 的音乐 —— 在他的吉他上，一记延绵的和弦，随后一段升扬的旋律。那份借由声音而起的心绪微扬，正是我想陪你一同停驻之处，当我们转向那些压在你心头的东西。"
133	始终注明归属
134	每一个音乐插槽都点明你的音乐及其来源 —— 「出自 Ahjan 的音乐」—— 并陈述一个真实的结构与一份真实的益处。
136	第二人称 —— 予以保留
137	"你放上了 Ahjan 的曲子。房间先收拢，继而敞开。和弦稳稳地撑着。"凡是文字本已以第二人称行文之处，便予以保留 —— 依旧注明归属。
139	随时间日臻精进
140	更多调查 + 更多 atom + 更多试金石作品 = 你的音乐与环绕它的文字贴合得更紧。目录越是壮大，就越发一眼可辨地属于你。
141	作者人设为其定调
142	由真人笔名作者或 EI 作者为本书署名。
143	你的音乐塑造了文字。
144	读者得到了一间由你音乐造就的房间。
145	音乐仍归于你。而书，成为那座桥。
146	Pearl Prime · Enlightened Intelligence Publishing · Music Mode V1 + V2
148	作者类型
149	两类 Pearl Prime Music-Mode 作者
150	笔名是由来已久的出版惯例。Pearl Prime 采用两条路径。
151	真人笔名作者
152	听众人设
153	一份可信的真人听众简介。面向读者。属标准出版惯例。以一个发现你声音、并被它改变的人的身份执笔。
154	具名、可立得住的作者身份与简介
155	广受认可的出版惯例
156	读者与一个有共鸣的真人之声产生连接
157	标准图书平台：KDP、Audible、Apple、Google
158	EI · ENLIGHTENED INTELLIGENCE 作者
159	AI 人设
160	一个 AI 人设。完全透明。定位为前沿出版实验。署名明确写出：本书由一位 AI 听众撰写。
161	透明：读者知道这是一位 AI 作者
162	由你的 atom-bank + 身体感知启发法构建而成
163	契合 Z 世代对 AI + 音乐的兴趣
164	读者触达的全新前沿
165	Pearl Prime · Enlightened Intelligence Publishing · Music Mode V1 + V2
167	品质 · 平台 · 推出
168	真正的书。聪明的平台策略。
169	绝非 AI 垃圾。基于你的 atom bank 确定性生成的书。每个品牌都瞄准约 800 本 —— 篇幅决定它路由到自己能胜出的平台。
170	绝非 AI 垃圾 —— 确定性生成的书
171	Amazon、Google Play、Apple Books 以及各大平台如今都启用 AI 检测，过滤掉那些低质量、套模板换皮的内容。
172	Pearl Prime 天生就为通过检测而设计 —— 因为这些书是真正的好书。atom 由 Pearl_Editor 与 Pearl_Writer 亲手撰写，他们深谙一本书何以成立。组装则依据基于研究的规则，确定无误。
173	平台：KDP · Audible · Apple Books · Google Play
174	分平台推出
175	旗舰
176	T7
177	约 5.2 万字。一举拿下完整的 KDP 电子书 + Audible + Spotify 有声书 —— 唯一能赢下付费图书版面的档位。
178	漏斗
179	T1–T5
180	Short Reads、播客系列、免费 AI 朗读样本、社交内容。引流型档位 —— 当作书来卖会卖错，作为漏斗则恰到好处。
181	序列
183	先旗舰（KDP + Audible），再让漏斗档位铺向播客 / Short Read / 社交。规模沿用 Pearl Prime 的做法：约 800 个高置信度配置。
184	Pearl Prime · Enlightened Intelligence Publishing · Music Mode V1 + V2
186	品牌体系
187	Music-Mode 品牌。属于你的独特声音赛道。
188	一等原型。在架构上与 37 个 Path X 老师 / 漫画品牌相互独立。brand_id 从 id 空间 38+ 起始，无上限。
190	一品牌一音乐人
191	你的品牌只属于你。不会有多人共用同一个 brand id。
193	品牌总监
194	你本人或一位忠实听众经由向导入驻；负责调查问卷、审核与修正。
196	约 800 本图书目录
197	标准的 800 本图书目录
199	14 个市场已上线
200	以美国、日本、台湾、中国为主。各地区版本经由 Pearl_Localization 保持对等。
202	音乐留在你自己的渠道上
203	我们绝不会把你的音乐以文件形式再分发；每本书都把读者引向它。一条内部 MusicGen 提示词是可选的，仅限 brand-admin。
205	随素材而增长
206	更多调查 + 试金石作品 + 修正 = 对声音更精准的呈现。
207	brand_id 命名规则
208	<musician_handle>_music
209	示例：ahjansam_music、junko_music。硬锁定的默认值；如需变更须经 AMENDMENT。
210	Pearl Prime · Enlightened Intelligence Publishing · Music Mode V1 + V2
212	后续步骤
213	你的音乐如何进入平台
214	通过实时向导完成六步入驻。
216	品牌总监
217	你本人、一位忠实听众或学员经由 Pearl Prime 向导，在向导应用的 HTTP 路由处完成注册。
219	模式选择器（向导第 1 步）
220	品牌总监选择 Music Mode
222	品牌 ID 创建
223	生成 <musician_handle>_music 短标识，并在 music_brand_registry.yaml 中注册。
225	音乐自省调查问卷（向导第 4 步）
226	接着是音乐自省调查问卷：主题、乐器（里拉琴 / 水晶钵 / 频率），以及一个由数据派生的 Music-Format 信号。
228	Song-Kit 生成
229	Song-Kit 生成器依据入驻问卷，跨 6 个 slot pool 草拟 atom；Pearl_Editor 审核并提升（Tier 1）。
231	品牌上线
232	目录生成器产出 music-mode 图书；每本书都把读者引向你留在自己渠道上的音乐；品牌总监审核并修正；系统持续改进。
233	经由 MUSIC-MODE-FREEBIE-FUNNEL-V1-02 的音频引流诱饵把听众引入图书目录 —— 详见后续幻灯片
234	Pearl Prime · Enlightened Intelligence Publishing · Music Mode V1 + V2
236	音频入口
237	建立关系的五种方式
238	MUSIC-MODE-FREEBIE-FUNNEL-V1-02 —— 把听众引向你留在自己渠道上的音乐、并将他们引入你的图书目录的入口。我们不会把你的音乐以文件形式交出去。
239	M1
241	你的音乐，在你自己的渠道上
242	不交出任何文件。每本书都把读者引向你的音乐所在之处 —— 你的流媒体、你的渠道 —— 并设有一道邮箱关卡，服务于图书漏斗。
243	"在 Ahjan 的渠道上聆听《Morning Room》—— 本章正是围绕这首曲子写成的。"
244	M2
246	30 秒预览片段
247	满载记忆点的 30 秒片段，屏幕上配有歌词节选，以及定义整首曲子的听觉钩子。把听众引向专辑预存或完整发行。
248	"聆听《Drift》开头的 30 秒 —— 叠加了第 3 章的歌词。"
249	M3
251	YouTube 与 TikTok
252	从 YouTube 与 TikTok 引入的图书销售。每本书中都设有外链，供读者去看、去听你的音乐。
253	"获取《Quiet Hours》的链接 —— 构成本书脊梁的 4 首曲目。"
254	M4
256	歌词海报 PDF
257	可打印的艺术海报，将歌词与视觉设计相结合。在邮件序列中与 M1/M2 关联。它挂在墙上、留在收件箱里 —— 一件让数字关系有了实体质感的纪念物。读者会把它打印出来，并一直留着。
258	"下载《Dissolve》歌词海报 —— 第 47 页的那首曲子。"
259	M5
261	播客：歌曲幕后访谈
262	一期播客节目，外加一份配套 PDF —— 对一首曲子更深的一层观照：一首曲子意味着什么、为何写下它、什么崩塌了、什么撑住了。读者由此开始读懂一位艺人。
263	"8 分钟音频：《The Distance》—— 它为何写成，最后一句又付出了什么。"
264	Pearl Prime · Enlightened Intelligence Publishing · Music Mode V1 + V2
266	转化漏斗
267	从免费单曲到忠实读者
268	五个阶段。每一步都让关系更深一层 —— 直到购书成为水到渠成的下一步。
269	漏斗顶端
272	聆听
273	单曲页面：标题、专辑封面、30 秒试听嵌入。你的声音与一位潜在读者的第一次接触。
274	漏斗顶端主图
275	引流诱饵
278	免费入口
279	一个指向你留在自己渠道上的音乐（M1）或你的 YouTube/TikTok（M3）的入口 —— 并留下邮箱。他们选择了听得更多。
280	M1 · M3
281	邮件序列
284	故事
285	预览片段（M2）随「这首曲子从何而来」的邮件一同送达。歌词海报（M4）紧随其后。音乐开始有了私人化的意义。
286	M2 · M4
287	序列中段
290	歌曲幕后
291	歌曲幕后访谈（M5）—— 一期播客节目与一份配套 PDF。音乐人未经修饰的声音。读者由此读懂这位艺人。
292	M5
293	转化
296	图书
297	购书号召自然而至。这本书是交付物；你的音乐则留在你自己的渠道上。这是他们熟悉的领域 —— 他们早已熟知那份声音。于是他们买下了它。
298	书
303	图书是目录主体。这些入口指向你留在自己渠道上的音乐。因声音而发现你的听众，会成为最忠实的读者。
304	Pearl Prime · Enlightened Intelligence Publishing · Music Mode V1 + V2
306	PEARL PRIME · EI
307	你的音乐 —— Composite USLF
308	疗愈型内容
309	Pearl Prime 的存在，是为了把你音乐中的精神智慧与那份可感的质地，带给那些也许永远到不了现场演出、唱片店或某个圈子的读者 —— 但他们会以一种可读、可听、可反复回味的形式，把你的声音带进自己的日常。
310	与我们一同共建。  ·  Pearl Prime  ·  Enlightened Intelligence
