path	triage_verdict	sections_or_fields	empty_count	original_evidence
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/HOOK/000_anxiety_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 29% CJK density over 179 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/HOOK/001_self_worth_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 27% CJK density over 177 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/HOOK/002_burnout_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 26% CJK density over 175 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/HOOK/003_grief_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 34% CJK density over 188 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/HOOK/004_boundaries_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 37% CJK density over 196 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/HOOK/005_depression_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 32% CJK density over 184 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/PERMISSION/adi_da_PERMISSION_000_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 39% CJK density over 274 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/PERMISSION/adi_da_PERMISSION_001_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 36% CJK density over 249 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/PERMISSION/adi_da_PERMISSION_002_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 34% CJK density over 263 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/PERMISSION/adi_da_PERMISSION_003_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 38% CJK density over 266 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/PIVOT/adi_da_PIVOT_000_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 27% CJK density over 181 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/PIVOT/adi_da_PIVOT_001_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 29% CJK density over 182 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/PIVOT/adi_da_PIVOT_002_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 34% CJK density over 199 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/PIVOT/adi_da_PIVOT_003_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 36% CJK density over 201 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/PIVOT/adi_da_PIVOT_004_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 33% CJK density over 189 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/PIVOT/adi_da_PIVOT_005_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 33% CJK density over 189 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/PIVOT/adi_da_PIVOT_006_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 34% CJK density over 192 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/PIVOT/adi_da_PIVOT_007_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 34% CJK density over 192 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/STORY/adi_da_STORY_000_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 31% CJK density over 484 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/STORY/adi_da_STORY_001_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 33% CJK density over 502 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/STORY/adi_da_STORY_002_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 28% CJK density over 475 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/STORY/adi_da_STORY_003_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 28% CJK density over 499 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/STORY/adi_da_STORY_004_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 34% CJK density over 528 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/STORY/adi_da_STORY_005_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 36% CJK density over 590 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/STORY/adi_da_STORY_006_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 34% CJK density over 499 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/STORY/adi_da_STORY_007_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 34% CJK density over 565 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/STORY/adi_da_STORY_008_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 33% CJK density over 613 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/STORY/adi_da_STORY_009_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 35% CJK density over 618 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/STORY/adi_da_STORY_011_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 34% CJK density over 607 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/STORY/adi_da_STORY_012_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 25% CJK density over 510 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/STORY/adi_da_STORY_013_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 31% CJK density over 532 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/STORY/adi_da_STORY_014_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 39% CJK density over 592 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/STORY/adi_da_STORY_015_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 30% CJK density over 556 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/STORY/adi_da_STORY_016_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 35% CJK density over 603 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/STORY/adi_da_STORY_017_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 31% CJK density over 518 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/STORY/adi_da_STORY_018_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 32% CJK density over 564 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/STORY/adi_da_STORY_019_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 34% CJK density over 572 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/STORY/adi_da_STORY_020_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 37% CJK density over 627 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/STORY/adi_da_STORY_021_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 34% CJK density over 586 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/STORY/adi_da_STORY_022_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 34% CJK density over 570 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/STORY/adi_da_STORY_023_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 32% CJK density over 557 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/STORY/adi_da_STORY_024_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 33% CJK density over 572 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/STORY/adi_da_STORY_025_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 32% CJK density over 579 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/STORY/adi_da_STORY_026_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 34% CJK density over 623 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/STORY/adi_da_STORY_027_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 33% CJK density over 563 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/STORY/adi_da_STORY_028_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 31% CJK density over 556 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/TAKEAWAY/adi_da_TAKEAWAY_000_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 14% CJK density over 148 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/TAKEAWAY/adi_da_TAKEAWAY_001_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 15% CJK density over 151 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/TAKEAWAY/adi_da_TAKEAWAY_002_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 14% CJK density over 149 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/TAKEAWAY/adi_da_TAKEAWAY_003_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 21% CJK density over 159 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/TAKEAWAY/adi_da_TAKEAWAY_004_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 15% CJK density over 150 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/TAKEAWAY/adi_da_TAKEAWAY_005_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 18% CJK density over 154 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/TAKEAWAY/adi_da_TAKEAWAY_006_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 16% CJK density over 150 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/TAKEAWAY/adi_da_TAKEAWAY_007_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 14% CJK density over 149 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/THREAD/adi_da_THREAD_000_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 25% CJK density over 169 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/THREAD/adi_da_THREAD_001_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 29% CJK density over 178 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/THREAD/adi_da_THREAD_002_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 28% CJK density over 175 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/THREAD/adi_da_THREAD_003_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 25% CJK density over 169 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/THREAD/adi_da_THREAD_004_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 27% CJK density over 173 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/THREAD/adi_da_THREAD_005_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 36% CJK density over 195 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/THREAD/adi_da_THREAD_006_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 26% CJK density over 171 chars -- majority English/mixed-language content
SOURCE_OF_TRUTH/teacher_banks/adi_da/approved_atoms_localized/zh-TW/THREAD/adi_da_THREAD_007_zh-TW.yaml	YAML_TEXT_OK_STRUCTURAL_FALSE_POSITIVE	1	0	PARTIAL_UNTRANSLATED: only 24% CJK density over 169 chars -- majority English/mixed-language content
atoms/corporate_managers/adhd_focus/HOOK/locales/zh-TW/CANONICAL.txt	NO_SECTIONS	0	0	UNTRANSLATED_ENGLISH: 0% CJK density over 4028 chars -- file contains no Chinese text (English prose, stub placeholder, or leftover LLM meta-commentary)
atoms/corporate_managers/anchored/anxiety_comparison/locales/zh-TW/CANONICAL.txt	NO_SECTIONS	0	0	UNTRANSLATED_ENGLISH: 0% CJK density over 1402 chars -- file contains no Chinese text (English prose, stub placeholder, or leftover LLM meta-commentary)
atoms/corporate_managers/anchored/anxiety_false_alarm/locales/zh-TW/CANONICAL.txt	NO_SECTIONS	0	0	UNTRANSLATED_ENGLISH: 0% CJK density over 4856 chars -- file contains no Chinese text (English prose, stub placeholder, or leftover LLM meta-commentary)
atoms/corporate_managers/anchored/anxiety_grief/locales/zh-TW/CANONICAL.txt	NO_SECTIONS	0	0	UNTRANSLATED_ENGLISH: 0% CJK density over 3494 chars -- file contains no Chinese text (English prose, stub placeholder, or leftover LLM meta-commentary)
atoms/corporate_managers/anchored/anxiety_overwhelm/locales/zh-TW/CANONICAL.txt	NO_SECTIONS	0	0	UNTRANSLATED_ENGLISH: 0% CJK density over 4946 chars -- file contains no Chinese text (English prose, stub placeholder, or leftover LLM meta-commentary)
atoms/corporate_managers/anchored/anxiety_shame/locales/zh-TW/CANONICAL.txt	NO_SECTIONS	0	0	UNTRANSLATED_ENGLISH: 0% CJK density over 3116 chars -- file contains no Chinese text (English prose, stub placeholder, or leftover LLM meta-commentary)
atoms/corporate_managers/anchored/anxiety_spiral/locales/zh-TW/CANONICAL.txt	NO_SECTIONS	0	0	UNTRANSLATED_ENGLISH: 0% CJK density over 1710 chars -- file contains no Chinese text (English prose, stub placeholder, or leftover LLM meta-commentary)
atoms/corporate_managers/anchored/anxiety_watcher/locales/zh-TW/CANONICAL.txt	NO_SECTIONS	0	0	UNTRANSLATED_ENGLISH: 0% CJK density over 5204 chars -- file contains no Chinese text (English prose, stub placeholder, or leftover LLM meta-commentary)
atoms/corporate_managers/anchored/boundaries_grief/locales/zh-TW/CANONICAL.txt	NO_SECTIONS	0	0	UNTRANSLATED_ENGLISH: 0% CJK density over 2243 chars -- file contains no Chinese text (English prose, stub placeholder, or leftover LLM meta-commentary)
atoms/corporate_managers/anchored/boundaries_overwhelm/locales/zh-TW/CANONICAL.txt	NO_SECTIONS	0	0	UNTRANSLATED_ENGLISH: 0% CJK density over 4757 chars -- file contains no Chinese text (English prose, stub placeholder, or leftover LLM meta-commentary)
atoms/corporate_managers/anchored/boundaries_spiral/locales/zh-TW/CANONICAL.txt	NO_SECTIONS	0	0	UNTRANSLATED_ENGLISH: 0% CJK density over 3022 chars -- file contains no Chinese text (English prose, stub placeholder, or leftover LLM meta-commentary)
atoms/corporate_managers/anchored/boundaries_watcher/locales/zh-TW/CANONICAL.txt	NO_SECTIONS	0	0	UNTRANSLATED_ENGLISH: 0% CJK density over 6595 chars -- file contains no Chinese text (English prose, stub placeholder, or leftover LLM meta-commentary)
atoms/corporate_managers/anchored/burnout_comparison/locales/zh-TW/CANONICAL.txt	NO_SECTIONS	0	0	UNTRANSLATED_ENGLISH: 0% CJK density over 3884 chars -- file contains no Chinese text (English prose, stub placeholder, or leftover LLM meta-commentary)
atoms/corporate_managers/anchored/burnout_false_alarm/locales/zh-TW/CANONICAL.txt	NO_SECTIONS	0	0	UNTRANSLATED_ENGLISH: 0% CJK density over 2593 chars -- file contains no Chinese text (English prose, stub placeholder, or leftover LLM meta-commentary)
