path	verdict	evidence	confidence
atoms/corporate_managers/adhd_focus/INTEGRATION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/adhd_focus/PIVOT/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 干->幹:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/adhd_focus/REFLECTION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:3, 干->幹:2, 游->遊:1 (ambig=6)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/adhd_focus/STORY/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1, 游->遊:1 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/adhd_focus/THREAD/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 干->幹:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/adhd_focus/comparison/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 里->裡:3, 游->遊:1 (ambig=4)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/adhd_focus/overwhelm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 游->遊:3 (ambig=3)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/adhd_focus/shame/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 游->遊:2, 准->準:1 (ambig=3)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/boundaries/watcher/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/burnout/TAKEAWAY/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/burnout/comparison/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:2 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/burnout/overwhelm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:3, 雇->僱:1 (ambig=4)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/courage/SCENE/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:2 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/courage/shame/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 祕->秘:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/depression/REFLECTION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 采->採:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/financial_stress/REFLECTION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 雇->僱:3 (ambig=3)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/grief/REFLECTION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 干->幹:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/mindfulness/EXERCISE/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/mindfulness/REFLECTION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:2, 游->遊:1 (ambig=3)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/mindfulness/STORY/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 斗->鬥:1, 里->裡:1 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/mindfulness/comparison/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:2, 游->遊:1 (ambig=3)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/mindfulness/overwhelm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:3, 游->遊:1, 征->徵:1 (ambig=5)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/mindfulness/shame/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:2, 准->準:1, 干->幹:1 (ambig=4)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/overthinking/INTEGRATION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 游->遊:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/overthinking/spiral/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/self_worth/REFLECTION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 准->準:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/sleep_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/social_anxiety/PERMISSION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/social_anxiety/SCENE/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:6, 里->裡:3 (ambig=9)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/social_anxiety/false_alarm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 干->幹:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/somatic_healing/EXERCISE/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:2 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/somatic_healing/SCENE/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:6 (ambig=6)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/somatic_healing/spiral/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/trauma_recovery/REFLECTION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 准->準:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/corporate_managers/trauma_recovery/SCENE/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1, 游->遊:1 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/adhd_focus/HOOK/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 游->遊:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/adhd_focus/REFLECTION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 准->準:1, 台->臺:1 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/adhd_focus/STORY/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 准->準:2, 游->遊:2, 台->臺:1 (ambig=5)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/anxiety/EXERCISE/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/anxiety/PERMISSION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	HIGH (manually context-verified as legitimate Taiwan usage, 45/45 sample confirmed)
atoms/educators/anxiety/SCENE/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:2, 游->遊:1, 污->汙:1 (ambig=4)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/anxiety/overwhelm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 游->遊:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/anxiety/shame/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/boundaries/INTEGRATION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 干->幹:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/boundaries/PERMISSION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 游->遊:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/boundaries/PIVOT/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/boundaries/false_alarm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:2, 干->幹:1 (ambig=3)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/burnout/INTEGRATION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 杠->槓:1, 干->幹:1 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/compassion_fatigue/PIVOT/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/compassion_fatigue/REFLECTION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 雇->僱:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/compassion_fatigue/SCENE/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 祕->秘:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/compassion_fatigue/grief/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:2 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/courage/INTEGRATION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 游->遊:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/courage/PIVOT/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/courage/spiral/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:3 (ambig=3)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/depression/EXERCISE/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:2 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/depression/INTEGRATION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 涌->湧:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/depression/PIVOT/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/depression/overwhelm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 几->幾:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/depression/watcher/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:6, 里->裡:1 (ambig=7)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/financial_anxiety/EXERCISE/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 据->據:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/financial_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 杠->槓:1, 雇->僱:1 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/financial_anxiety/PERMISSION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 准->準:2 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/financial_stress/EXERCISE/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/financial_stress/HOOK/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/financial_stress/PERMISSION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 游->遊:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/financial_stress/PIVOT/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/financial_stress/REFLECTION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:10, 台->臺:4 (ambig=14)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/financial_stress/SCENE/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 里->裡:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/financial_stress/overwhelm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1, 游->遊:1 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/grief/EXERCISE/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:2 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/grief/HOOK/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 伙->夥:1 (ambig=1)	HIGH (manually context-verified as legitimate Taiwan usage, 45/45 sample confirmed)
atoms/educators/grief/INTEGRATION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 污->汙:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/grief/PIVOT/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/mindfulness/HOOK/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 游->遊:2, 托->託:1, 台->臺:1 (ambig=4)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/mindfulness/PERMISSION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 游->遊:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/mindfulness/PIVOT/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 游->遊:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/mindfulness/REFLECTION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 准->準:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/mindfulness/STORY/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 游->遊:1, 托->託:1, 台->臺:1 (ambig=3)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/mindfulness/THREAD/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:2, 托->託:1 (ambig=3)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/self_worth/PIVOT/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/self_worth/REFLECTION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 污->汙:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/self_worth/comparison/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 干->幹:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/sleep_anxiety/PERMISSION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 准->準:2 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/social_anxiety/EXERCISE/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:2 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/social_anxiety/PERMISSION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 准->準:3 (ambig=3)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/educators/somatic_healing/INTEGRATION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 干->幹:3, 里->裡:2 (ambig=5)	HIGH (manually context-verified as legitimate Taiwan usage, 45/45 sample confirmed)
atoms/educators/somatic_healing/PERMISSION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 准->準:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/entrepreneurs/adhd_focus/HOOK/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 准->準:2, 游->遊:1 (ambig=3)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/entrepreneurs/adhd_focus/INTEGRATION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/entrepreneurs/adhd_focus/PIVOT/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 干->幹:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/entrepreneurs/adhd_focus/REFLECTION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 准->準:1, 台->臺:1 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/entrepreneurs/adhd_focus/STORY/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 准->準:4, 游->遊:2 (ambig=6)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/entrepreneurs/adhd_focus/THREAD/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 准->準:2 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/entrepreneurs/anchored/PIVOT/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 里->裡:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/entrepreneurs/anchored/anxiety/comparison/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 癡->痴:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/entrepreneurs/anchored/anxiety/false_alarm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 准->準:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/entrepreneurs/anchored/anxiety/overwhelm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:2 (ambig=2)	HIGH (manually context-verified as legitimate Taiwan usage, 45/45 sample confirmed)
