atom_id	persona	topic	locale	voice_id	params_hash	char_count	r2_key	bytes	sha256	status	speakable_preview	speakable_text
EVG-ENUS-ADDI-CORP-ME-02	corporate_managers	addiction	en-US	english_male	47d15a5c32250549	201	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/addiction/EVG-ENUS-ADDI-CORP-ME-02.mp3	112962	367776c1c113d56f8b3090d7420d91bc956a13eabed65b6839640caca86987b3	ok	The craving cycle often persists because the brain has learned a fast, reliable 	The craving cycle often persists because the brain has learned a fast, reliable way to change how a hard moment feels. Pushing harder can look like progress while the underlying pattern stays the same.
EVG-ENUS-ADDI-CORP-ME-03	corporate_managers	addiction	en-US	english_male	ee16cc19412124ec	216	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/addiction/EVG-ENUS-ADDI-CORP-ME-03.mp3	120352	367befb49d64d1f03ddcba9f9bc97c5edd71bb19df06b81b0f0db32a4030fb71	ok	Under pressure, the mind looks for the fastest way to feel in control. The brain	Under pressure, the mind looks for the fastest way to feel in control. The brain has learned a fast, reliable way to change how a hard moment feels. So the coping habit can feel productive while it drains the system.
EVG-ENUS-ADDI-CORP-PA-01	corporate_managers	addiction	en-US	english_male	0d08a3b5aadd5763	211	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/addiction/EVG-ENUS-ADDI-CORP-PA-01.mp3	110637	816d9d4b50a4f853f255d73c9bda4bad97c84414cf07dd5a526f6c1b7fee62bd	ok	The cost is not just mood. When the craving cycle becomes normal, the craving st	The cost is not just mood. When the craving cycle becomes normal, the craving starts negotiating before you notice, using becomes the fastest way to feel normal. And the cost gets paid later by someone else too.
EVG-ENUS-ADDI-CORP-PA-02	corporate_managers	addiction	en-US	english_male	465cd563d53f1005	151	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/addiction/EVG-ENUS-ADDI-CORP-PA-02.mp3	72062	fb67f76677aa7372f7f4c2ef61ed7c1afe0ee019dcaba489923c979d04d81395	ok	Trying to outrun addiction usually makes the loop more expensive. More secrecy, 	Trying to outrun addiction usually makes the loop more expensive. More secrecy, more bargaining with yourself. And less distance from the next craving.
EVG-ENUS-ADDI-CORP-PA-03	corporate_managers	addiction	en-US	english_male	05dad2a119ceabbd	125	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/addiction/EVG-ENUS-ADDI-CORP-PA-03.mp3	52989	9dd2328a6063b25b1385d770430c4e065c8d2990931065ee5ed915b2f13fe4b2	ok	If the pattern repeats, it quietly taxes team clarity. You keep functioning. But	If the pattern repeats, it quietly taxes team clarity. You keep functioning. But the margin around your attention disappears.
EVG-ENUS-ADDI-CORP-R-01	corporate_managers	addiction	en-US	english_male	da0863432c592550	176	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/addiction/EVG-ENUS-ADDI-CORP-R-01.mp3	93255	9148f9da0e546254415363996527d8ec09060f1e951b11957b6aec0db1b5faab	ok	Reframe it this way. A craving is a wave with a shape and a ceiling, not a comma	Reframe it this way. A craving is a wave with a shape and a ceiling, not a command. The goal is not to win a debate with your nervous system. It is to give it a clearer signal.
EVG-ENUS-ADDI-CORP-R-02	corporate_managers	addiction	en-US	english_male	6be8e48435e1e46b	150	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/addiction/EVG-ENUS-ADDI-CORP-R-02.mp3	89915	f9df14c52ace875efe1326f37012aaf9013e8571074bb36e6b040272542b519b	ok	A useful reframe. Your response makes sense. But it does not have to run the nex	A useful reframe. Your response makes sense. But it does not have to run the next hour. A craving is a wave with a shape and a ceiling, not a command.
EVG-ENUS-ADDI-CORP-R-03	corporate_managers	addiction	en-US	english_male	fd7c0c5247929a2e	142	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/addiction/EVG-ENUS-ADDI-CORP-R-03.mp3	74548	0a7b44f6de37d0b41784d8518450fc4720cad99905e85d5830b5c73ce6006354	ok	Instead of asking, Why am I like this? Ask, What would actually help right now? 	Instead of asking, Why am I like this? Ask, What would actually help right now? A craving is a wave with a shape and a ceiling, not a command.
EVG-ENUS-ADDI-CORP-SP-01	corporate_managers	addiction	en-US	english_male	86531c161eb364ac	148	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/addiction/EVG-ENUS-ADDI-CORP-SP-01.mp3	82010	f2775a8d4c78e154f6ca06c9388c07bc8e092024614041929d1c93ca695d7287	ok	Save this. A craving is a wave with a shape and a ceiling, not a command. Use it	Save this. A craving is a wave with a shape and a ceiling, not a command. Use it the next time addiction tries to disguise itself as responsibility.
EVG-ENUS-ADDI-CORP-SP-02	corporate_managers	addiction	en-US	english_male	083e7d4be9764e67	112	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/addiction/EVG-ENUS-ADDI-CORP-SP-02.mp3	72105	77888032e54a7e4d30fba48e67a562f5a8db94582f15d94cc997497b89437b62	ok	Bookmark the pattern. Signal, reset, next action. A craving is a wave with a sha	Bookmark the pattern. Signal, reset, next action. A craving is a wave with a shape and a ceiling, not a command.
EVG-ENUS-ADDI-CORP-SP-03	corporate_managers	addiction	en-US	english_male	84d729eb55d80938	160	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/addiction/EVG-ENUS-ADDI-CORP-SP-03.mp3	76037	87da36fc3f33b29f9a284b207cff6e4ebfab4efbb9ff992e96573c3ae9858aff	ok	The note worth keeping is this. A craving is a wave with a shape and a ceiling, 	The note worth keeping is this. A craving is a wave with a shape and a ceiling, not a command. Recovery gets easier when the next step is physical and specific.
EVG-ENUS-ADDI-CORP-SS-01	corporate_managers	addiction	en-US	english_male	1df885948bdb1d79	272	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/addiction/EVG-ENUS-ADDI-CORP-SS-01.mp3	138080	e04e021f12051da05179e34e6d50d2a101582607778bd923a1e7211bbff01d29	ok	You can feel it between back-to-back meetings. A craving that shows up before th	You can feel it between back-to-back meetings. A craving that shows up before the reason does, a bargain with yourself. And a familiar route that leads somewhere you didn't plan to go. The post can start there because the body noticed the pattern before your calendar did.
EVG-ENUS-ADDI-CORP-SS-02	corporate_managers	addiction	en-US	english_male	c7d1f8d17c798d66	248	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/addiction/EVG-ENUS-ADDI-CORP-SS-02.mp3	124831	839c355cac196efa89051fde94bdcb22ddb1ac70bd4e253b8be626411dc871f5	ok	This is the moment where corporate managers often look fine from the outside whi	This is the moment where corporate managers often look fine from the outside while carrying a craving that shows up before the reason does, a bargain with yourself. And a familiar route that leads somewhere you didn't plan to go inside the workday.
EVG-ENUS-ADDI-CORP-SS-03	corporate_managers	addiction	en-US	english_male	70f08755478a4567	230	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/addiction/EVG-ENUS-ADDI-CORP-SS-03.mp3	105175	9d47b9f231efd1116210ba01356ecb42cb5bd5fac3ec9d836b2926bcbeb363c3	ok	The signal is small but specific. A craving that shows up before the reason does	The signal is small but specific. A craving that shows up before the reason does, a bargain with yourself. And a familiar route that leads somewhere you didn't plan to go. That is enough information to pause before pushing harder.
EVG-ENUS-ADDI-CORP-TS-01	corporate_managers	addiction	en-US	english_male	a79997df8cf99d91	173	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/addiction/EVG-ENUS-ADDI-CORP-TS-01.mp3	83123	6b5b0598bfbb39dcdb2331fda3584687eb68a6ae33274c1a79b597dab7995c90	ok	Try this. Name the craving out loud, set a ten-minute delay. And do one differen	Try this. Name the craving out loud, set a ten-minute delay. And do one different action in that window. Keep it small enough to finish before your brain starts negotiating.
EVG-ENUS-ADDI-CORP-TS-02	corporate_managers	addiction	en-US	english_male	fc7f4c593e310d67	186	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/addiction/EVG-ENUS-ADDI-CORP-TS-02.mp3	102321	99857aaa6fb4c45c403155b1f6a9875fdabdbcf9c52ba85a4586f853420234f3	ok	Run the ninety-second reset. Name the craving out loud, set a ten-minute delay. 	Run the ninety-second reset. Name the craving out loud, set a ten-minute delay. And do one different action in that window. Then choose the next visible action, not the entire life plan.
EVG-ENUS-ADDI-CORP-TS-03	corporate_managers	addiction	en-US	english_male	9959e23d92f4bcfa	179	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/addiction/EVG-ENUS-ADDI-CORP-TS-03.mp3	103446	acf4022503fce4f023b1a35db6a32195d272f3f2b7324b39bfbde79e3f6d7ee0	ok	Use this as a script for your body. Name the craving out loud, set a ten-minute 	Use this as a script for your body. Name the craving out loud, set a ten-minute delay. And do one different action in that window. Repeat once, then decide from the quieter state.
EVG-ENUS-ADDI-GEN_-B-01	gen_z_professionals	addiction	en-US	english_female	1a4a9674b2bf1d64	114	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/addiction/EVG-ENUS-ADDI-GEN_-B-01.mp3	65894	bd0165cb2dd2352c2896e3da52857782618791fb2e39e2fa2ff8487168098dc9	ok	That is the hinge. Once the signal is named, the next atom should offer one acti	That is the hinge. Once the signal is named, the next atom should offer one action instead of another explanation.
EVG-ENUS-ADDI-GEN_-B-02	gen_z_professionals	addiction	en-US	english_female	0b00344a087bbb66	128	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/addiction/EVG-ENUS-ADDI-GEN_-B-02.mp3	65424	1df5acf2aeb7589ea4cb05749863803ae987e1af762c08af6a1891816642a551	ok	From here, the post should move from recognition to relief, because recognition 	From here, the post should move from recognition to relief, because recognition without a tool can leave the reader open-looped.
EVG-ENUS-ADDI-GEN_-B-03	gen_z_professionals	addiction	en-US	english_female	975de435e2ad28d6	107	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/addiction/EVG-ENUS-ADDI-GEN_-B-03.mp3	65758	cd7436f454788dad2a0a646b9c435e8c2f11353cc8cf2bc93522ce4906d62651	ok	This is where the assembly turns practical. The body signal sets up the reset. A	This is where the assembly turns practical. The body signal sets up the reset. And the reset earns the CTA.
EVG-ENUS-ADDI-GEN_-CA-01	gen_z_professionals	addiction	en-US	english_female	720bf753e68dc6bf	61	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/addiction/EVG-ENUS-ADDI-GEN_-CA-01.mp3	33513	210de6b8fe4543ec346098230152216e33652f9dc92f240002fe7bb72df44b5b	ok	Comment PAUSE if you want the draft checklist for this reset.	Comment PAUSE if you want the draft checklist for this reset.
EVG-ENUS-ADDI-GEN_-CA-02	gen_z_professionals	addiction	en-US	english_female	dae95f7b93cbf4f8	120	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/addiction/EVG-ENUS-ADDI-GEN_-CA-02.mp3	75407	77f0e2a99b8c515ef59db312a6c8a37d138ef6178d8eb540603ddb8aaa0c80bf	ok	Save this for your next after the third urgent chat ping. One reread is easier t	Save this for your next after the third urgent chat ping. One reread is easier than reinventing the tool while stressed.
EVG-ENUS-ADDI-GEN_-CA-03	gen_z_professionals	addiction	en-US	english_female	b5e94cf13360057d	68	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/addiction/EVG-ENUS-ADDI-GEN_-CA-03.mp3	37501	0b65687e692f984664a58c3f6d255f6f294e5baa9c5cf26a36e83d6ea81568c6	ok	Share this with someone who is negotiating with a craving right now.	Share this with someone who is negotiating with a craving right now.
EVG-ENUS-ADDI-GEN_-HC-01	gen_z_professionals	addiction	en-US	english_female	443957b8f457ca0d	97	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/addiction/EVG-ENUS-ADDI-GEN_-HC-01.mp3	50739	7d5dc3f1521454b925171642e159b4dbd535b27fd2d05577116db44e58bd5056	ok	Gen Zee professionals. Expecting willpower alone to out-argue the craving is not	Gen Zee professionals. Expecting willpower alone to out-argue the craving is not the whole story.
EVG-ENUS-ADDI-GEN_-HC-02	gen_z_professionals	addiction	en-US	english_female	58863e5e115f3e38	86	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/addiction/EVG-ENUS-ADDI-GEN_-HC-02.mp3	44260	aa8804b9db15950c223151757a2e55c59cebbabf14b7acf5a774b9414f21e6f6	ok	If a craving before the reason is familiar, this craving pattern needs a better 	If a craving before the reason is familiar, this craving pattern needs a better reset.
EVG-ENUS-ADDI-GEN_-HC-03	gen_z_professionals	addiction	en-US	english_female	4ae1b14ccce3ca36	102	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/addiction/EVG-ENUS-ADDI-GEN_-HC-03.mp3	46397	ad076d58504c911c7481f3d9f283fb98881c842e75269e7ea4d2a67fdf31d959	ok	The hidden cost of addiction is not lack of willpower. It is a shortcut the brai	The hidden cost of addiction is not lack of willpower. It is a shortcut the brain won't stop offering.
EVG-ENUS-ADDI-GEN_-ME-01	gen_z_professionals	addiction	en-US	english_female	87af0c731fdf7ebf	201	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/addiction/EVG-ENUS-ADDI-GEN_-ME-01.mp3	98416	facc6980a6569d089e1654664fbdd047d8b4caef9a8c8eda14549b629ac1c30c	ok	The mechanism is simple. The brain has learned a fast, reliable way to change ho	The mechanism is simple. The brain has learned a fast, reliable way to change how a hard moment feels. That is why a better addiction post gives the reader a concrete action, not a motivational slogan.
EVG-ENUS-ADDI-GEN_-ME-02	gen_z_professionals	addiction	en-US	english_female	81a88560633acf3a	201	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/addiction/EVG-ENUS-ADDI-GEN_-ME-02.mp3	113944	fc098d77d5eee5f388ae48ae152b059cb8d342dfdd63e1da980ab01baeeb78b4	ok	The craving cycle often persists because the brain has learned a fast, reliable 	The craving cycle often persists because the brain has learned a fast, reliable way to change how a hard moment feels. Pushing harder can look like progress while the underlying pattern stays the same.
EVG-ENUS-ADDI-GEN_-ME-03	gen_z_professionals	addiction	en-US	english_female	14e54f6cdd675700	216	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/addiction/EVG-ENUS-ADDI-GEN_-ME-03.mp3	120056	40fb603580144e7cc537226da4e4dab6beb5b8478f2fe9ed1f4248ceb4328968	ok	Under pressure, the mind looks for the fastest way to feel in control. The brain	Under pressure, the mind looks for the fastest way to feel in control. The brain has learned a fast, reliable way to change how a hard moment feels. So the coping habit can feel productive while it drains the system.
EVG-ENUS-ADDI-GEN_-PA-01	gen_z_professionals	addiction	en-US	english_female	7af64b06b177d725	211	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/addiction/EVG-ENUS-ADDI-GEN_-PA-01.mp3	111673	c7664043f17da4f8f2930d960333aaa94f952818ff46812b2146aa00bdc97021	ok	The cost is not just mood. When the craving cycle becomes normal, the craving st	The cost is not just mood. When the craving cycle becomes normal, the craving starts negotiating before you notice, using becomes the fastest way to feel normal. And the cost gets paid later by someone else too.
EVG-ENUS-ADDI-GEN_-PA-02	gen_z_professionals	addiction	en-US	english_female	ab60cd0134a00e4a	151	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/addiction/EVG-ENUS-ADDI-GEN_-PA-02.mp3	71091	259635444b56c45dba62697a41f1eb0afabd03ab1aec43938f4d67bf5f37e002	ok	Trying to outrun addiction usually makes the loop more expensive. More secrecy, 	Trying to outrun addiction usually makes the loop more expensive. More secrecy, more bargaining with yourself. And less distance from the next craving.
EVG-ENUS-ADDI-GEN_-PA-03	gen_z_professionals	addiction	en-US	english_female	93522f0579b37d33	136	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/addiction/EVG-ENUS-ADDI-GEN_-PA-03.mp3	79749	fa7de0e72e1db102c705fd7917d2cb510c87d2628d1de6bb92a573235e379af7	ok	If the pattern repeats, it quietly taxes early-career confidence. You keep funct	If the pattern repeats, it quietly taxes early-career confidence. You keep functioning. But the margin around your attention disappears.
EVG-ENUS-ADDI-GEN_-R-01	gen_z_professionals	addiction	en-US	english_female	da67c81ea2c02ce5	176	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/addiction/EVG-ENUS-ADDI-GEN_-R-01.mp3	94994	85dd8ec44e6494894564f3c3b024e41a3a819aa690653624b407402995e70e28	ok	Reframe it this way. A craving is a wave with a shape and a ceiling, not a comma	Reframe it this way. A craving is a wave with a shape and a ceiling, not a command. The goal is not to win a debate with your nervous system. It is to give it a clearer signal.
EVG-ENUS-ADDI-GEN_-R-02	gen_z_professionals	addiction	en-US	english_female	2fa00b04bdfc90ef	150	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/addiction/EVG-ENUS-ADDI-GEN_-R-02.mp3	91916	e64c11e1eb4a873659629a396624564a5fc5345bbbd0668af0c0de0a196d5407	ok	A useful reframe. Your response makes sense. But it does not have to run the nex	A useful reframe. Your response makes sense. But it does not have to run the next hour. A craving is a wave with a shape and a ceiling, not a command.
EVG-ENUS-ADDI-GEN_-R-03	gen_z_professionals	addiction	en-US	english_female	0fce74e5e8f44e9a	142	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/addiction/EVG-ENUS-ADDI-GEN_-R-03.mp3	74946	91e96e56d067cc125f568d22543cc0c99329b2d38ecf958ea7319e98c4dd7117	ok	Instead of asking, Why am I like this? Ask, What would actually help right now? 	Instead of asking, Why am I like this? Ask, What would actually help right now? A craving is a wave with a shape and a ceiling, not a command.
EVG-ENUS-ADDI-GEN_-SP-01	gen_z_professionals	addiction	en-US	english_female	03696699557c533f	148	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/addiction/EVG-ENUS-ADDI-GEN_-SP-01.mp3	82417	49dbbdb632ab9061658143a5701611f81f4b0c7f7d17b88ce73798eca994c1ee	ok	Save this. A craving is a wave with a shape and a ceiling, not a command. Use it	Save this. A craving is a wave with a shape and a ceiling, not a command. Use it the next time addiction tries to disguise itself as responsibility.
EVG-ENUS-ADDI-GEN_-SP-02	gen_z_professionals	addiction	en-US	english_female	22f75cab09869d26	112	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/addiction/EVG-ENUS-ADDI-GEN_-SP-02.mp3	72605	9e7a52aea5adb76cc531dfef22f0061fba58054bbaf9cbb6a592de392b339d2d	ok	Bookmark the pattern. Signal, reset, next action. A craving is a wave with a sha	Bookmark the pattern. Signal, reset, next action. A craving is a wave with a shape and a ceiling, not a command.
EVG-ENUS-ADDI-GEN_-SP-03	gen_z_professionals	addiction	en-US	english_female	8bbf88239e00b8c9	160	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/addiction/EVG-ENUS-ADDI-GEN_-SP-03.mp3	78781	166c089a1818e16e4d7d922a53e5933eca70f3ff1b148f5db2e87a37ee5df3ce	ok	The note worth keeping is this. A craving is a wave with a shape and a ceiling, 	The note worth keeping is this. A craving is a wave with a shape and a ceiling, not a command. Recovery gets easier when the next step is physical and specific.
EVG-ENUS-ADDI-GEN_-SS-01	gen_z_professionals	addiction	en-US	english_female	a9bb4c8fb0195dd4	275	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/addiction/EVG-ENUS-ADDI-GEN_-SS-01.mp3	122719	f0151f31b750ca55b30d18c22752da8c2ef7de69b4e879d7badc6e10011eb62e	ok	You can feel it after the third urgent chat ping. A craving that shows up before	You can feel it after the third urgent chat ping. A craving that shows up before the reason does, a bargain with yourself. And a familiar route that leads somewhere you didn't plan to go. The post can start there because the body noticed the pattern before your calendar did.
EVG-ENUS-ADDI-GEN_-SS-02	gen_z_professionals	addiction	en-US	english_female	08444312cf56e803	251	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/addiction/EVG-ENUS-ADDI-GEN_-SS-02.mp3	119733	16fcb877eb71901b9cf06922945390d088784238012d5a2da84688aac956c6ec	ok	This is the moment where Gen Zee professionals often look fine from the outside 	This is the moment where Gen Zee professionals often look fine from the outside while carrying a craving that shows up before the reason does, a bargain with yourself. And a familiar route that leads somewhere you didn't plan to go inside the workday.
EVG-ENUS-ADDI-GEN_-SS-03	gen_z_professionals	addiction	en-US	english_female	840eb3e9f964b255	230	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/addiction/EVG-ENUS-ADDI-GEN_-SS-03.mp3	105961	b971d94599383bdc546e13b04ad3015ff7d3e4d4efb9a0f6ce3d7d8e460de1d0	ok	The signal is small but specific. A craving that shows up before the reason does	The signal is small but specific. A craving that shows up before the reason does, a bargain with yourself. And a familiar route that leads somewhere you didn't plan to go. That is enough information to pause before pushing harder.
EVG-ENUS-ADDI-GEN_-TS-01	gen_z_professionals	addiction	en-US	english_female	ea6b41b29d526005	173	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/addiction/EVG-ENUS-ADDI-GEN_-TS-01.mp3	83316	5d68ac23f4b24e5e919373018fc3225e2c1d9d310f39dc78259f9b75c16645cc	ok	Try this. Name the craving out loud, set a ten-minute delay. And do one differen	Try this. Name the craving out loud, set a ten-minute delay. And do one different action in that window. Keep it small enough to finish before your brain starts negotiating.
EVG-ENUS-ADDI-GEN_-TS-02	gen_z_professionals	addiction	en-US	english_female	30dc38050f22b50b	186	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/addiction/EVG-ENUS-ADDI-GEN_-TS-02.mp3	102610	5eaa886e8a1927f53304f0be7cd661c2d360d9fa7799f5a4f08df408f28d0e67	ok	Run the ninety-second reset. Name the craving out loud, set a ten-minute delay. 	Run the ninety-second reset. Name the craving out loud, set a ten-minute delay. And do one different action in that window. Then choose the next visible action, not the entire life plan.
EVG-ENUS-ADDI-GEN_-TS-03	gen_z_professionals	addiction	en-US	english_female	f856b830d301e754	179	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/addiction/EVG-ENUS-ADDI-GEN_-TS-03.mp3	104799	8816c5fcaa9050c36ead67c7635a26c9635a39f99237f8f68e0102239c5d174b	ok	Use this as a script for your body. Name the craving out loud, set a ten-minute 	Use this as a script for your body. Name the craving out loud, set a ten-minute delay. And do one different action in that window. Repeat once, then decide from the quieter state.
EVG-ENUS-ADDI-HEAL-B-01	healthcare_rns	addiction	en-US	english_female	1a4a9674b2bf1d64	114	social_media/voice_bank/20260719b/mp3/en-US/healthcare_rns/addiction/EVG-ENUS-ADDI-HEAL-B-01.mp3	65894	bd0165cb2dd2352c2896e3da52857782618791fb2e39e2fa2ff8487168098dc9	ok	That is the hinge. Once the signal is named, the next atom should offer one acti	That is the hinge. Once the signal is named, the next atom should offer one action instead of another explanation.
EVG-ENUS-ADDI-HEAL-B-02	healthcare_rns	addiction	en-US	english_female	0b00344a087bbb66	128	social_media/voice_bank/20260719b/mp3/en-US/healthcare_rns/addiction/EVG-ENUS-ADDI-HEAL-B-02.mp3	65424	1df5acf2aeb7589ea4cb05749863803ae987e1af762c08af6a1891816642a551	ok	From here, the post should move from recognition to relief, because recognition 	From here, the post should move from recognition to relief, because recognition without a tool can leave the reader open-looped.
EVG-ENUS-ADDI-HEAL-B-03	healthcare_rns	addiction	en-US	english_female	975de435e2ad28d6	107	social_media/voice_bank/20260719b/mp3/en-US/healthcare_rns/addiction/EVG-ENUS-ADDI-HEAL-B-03.mp3	65758	cd7436f454788dad2a0a646b9c435e8c2f11353cc8cf2bc93522ce4906d62651	ok	This is where the assembly turns practical. The body signal sets up the reset. A	This is where the assembly turns practical. The body signal sets up the reset. And the reset earns the CTA.
