english_source	scope	atom_type	zh_tw_landed	status	simplified_char_count	simplified_chars	severity	pr5682_ownership
atoms/corporate_managers/anchored/anxiety_overwhelm/CANONICAL.txt	NON_PRODUCTION	anxiety_overwhelm	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/anxiety_shame/CANONICAL.txt	NON_PRODUCTION	anxiety_shame	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/anxiety_spiral/CANONICAL.txt	NON_PRODUCTION	anxiety_spiral	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/anxiety_watcher/CANONICAL.txt	NON_PRODUCTION	anxiety_watcher	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/boundaries_grief/CANONICAL.txt	NON_PRODUCTION	boundaries_grief	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/boundaries_overwhelm/CANONICAL.txt	NON_PRODUCTION	boundaries_overwhelm	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/boundaries_spiral/CANONICAL.txt	NON_PRODUCTION	boundaries_spiral	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/boundaries_watcher/CANONICAL.txt	NON_PRODUCTION	boundaries_watcher	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/burnout_comparison/CANONICAL.txt	NON_PRODUCTION	burnout_comparison	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/burnout_false_alarm/CANONICAL.txt	NON_PRODUCTION	burnout_false_alarm	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/burnout_shame/CANONICAL.txt	NON_PRODUCTION	burnout_shame	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/burnout_spiral/CANONICAL.txt	NON_PRODUCTION	burnout_spiral	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/compassion_fatigue_comparison/CANONICAL.txt	NON_PRODUCTION	compassion_fatigue_comparison	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/compassion_fatigue_false_alarm/CANONICAL.txt	NON_PRODUCTION	compassion_fatigue_false_alarm	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/compassion_fatigue_shame/CANONICAL.txt	NON_PRODUCTION	compassion_fatigue_shame	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/compassion_fatigue_spiral/CANONICAL.txt	NON_PRODUCTION	compassion_fatigue_spiral	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/courage_comparison/CANONICAL.txt	NON_PRODUCTION	courage_comparison	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/courage_false_alarm/CANONICAL.txt	NON_PRODUCTION	courage_false_alarm	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/courage_grief/CANONICAL.txt	NON_PRODUCTION	courage_grief	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/courage_overwhelm/CANONICAL.txt	NON_PRODUCTION	courage_overwhelm	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/courage_shame/CANONICAL.txt	NON_PRODUCTION	courage_shame	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/courage_spiral/CANONICAL.txt	NON_PRODUCTION	courage_spiral	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/courage_watcher/CANONICAL.txt	NON_PRODUCTION	courage_watcher	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/depression_comparison/CANONICAL.txt	NON_PRODUCTION	depression_comparison	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/depression_false_alarm/CANONICAL.txt	NON_PRODUCTION	depression_false_alarm	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/depression_shame/CANONICAL.txt	NON_PRODUCTION	depression_shame	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/depression_spiral/CANONICAL.txt	NON_PRODUCTION	depression_spiral	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/financial_anxiety_comparison/CANONICAL.txt	NON_PRODUCTION	financial_anxiety_comparison	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/financial_anxiety_false_alarm/CANONICAL.txt	NON_PRODUCTION	financial_anxiety_false_alarm	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/financial_anxiety_grief/CANONICAL.txt	NON_PRODUCTION	financial_anxiety_grief	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/financial_anxiety_watcher/CANONICAL.txt	NON_PRODUCTION	financial_anxiety_watcher	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/financial_stress_comparison/CANONICAL.txt	NON_PRODUCTION	financial_stress_comparison	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/financial_stress_false_alarm/CANONICAL.txt	NON_PRODUCTION	financial_stress_false_alarm	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/financial_stress_grief/CANONICAL.txt	NON_PRODUCTION	financial_stress_grief	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/financial_stress_overwhelm/CANONICAL.txt	NON_PRODUCTION	financial_stress_overwhelm	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/financial_stress_shame/CANONICAL.txt	NON_PRODUCTION	financial_stress_shame	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/financial_stress_spiral/CANONICAL.txt	NON_PRODUCTION	financial_stress_spiral	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/financial_stress_watcher/CANONICAL.txt	NON_PRODUCTION	financial_stress_watcher	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/grief_comparison/CANONICAL.txt	NON_PRODUCTION	grief_comparison	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/grief_false_alarm/CANONICAL.txt	NON_PRODUCTION	grief_false_alarm	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/grief_overwhelm/CANONICAL.txt	NON_PRODUCTION	grief_overwhelm	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/grief_shame/CANONICAL.txt	NON_PRODUCTION	grief_shame	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/grief_spiral/CANONICAL.txt	NON_PRODUCTION	grief_spiral	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/imposter_syndrome_false_alarm/CANONICAL.txt	NON_PRODUCTION	imposter_syndrome_false_alarm	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/imposter_syndrome_grief/CANONICAL.txt	NON_PRODUCTION	imposter_syndrome_grief	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/imposter_syndrome_overwhelm/CANONICAL.txt	NON_PRODUCTION	imposter_syndrome_overwhelm	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/imposter_syndrome_spiral/CANONICAL.txt	NON_PRODUCTION	imposter_syndrome_spiral	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/imposter_syndrome_watcher/CANONICAL.txt	NON_PRODUCTION	imposter_syndrome_watcher	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/overthinking_comparison/CANONICAL.txt	NON_PRODUCTION	overthinking_comparison	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/overthinking_grief/CANONICAL.txt	NON_PRODUCTION	overthinking_grief	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/overthinking_overwhelm/CANONICAL.txt	NON_PRODUCTION	overthinking_overwhelm	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/overthinking_shame/CANONICAL.txt	NON_PRODUCTION	overthinking_shame	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/self_worth_false_alarm/CANONICAL.txt	NON_PRODUCTION	self_worth_false_alarm	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/self_worth_grief/CANONICAL.txt	NON_PRODUCTION	self_worth_grief	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/self_worth_overwhelm/CANONICAL.txt	NON_PRODUCTION	self_worth_overwhelm	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/self_worth_spiral/CANONICAL.txt	NON_PRODUCTION	self_worth_spiral	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/self_worth_watcher/CANONICAL.txt	NON_PRODUCTION	self_worth_watcher	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/sleep_anxiety_comparison/CANONICAL.txt	NON_PRODUCTION	sleep_anxiety_comparison	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/sleep_anxiety_grief/CANONICAL.txt	NON_PRODUCTION	sleep_anxiety_grief	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/sleep_anxiety_shame/CANONICAL.txt	NON_PRODUCTION	sleep_anxiety_shame	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/sleep_anxiety_watcher/CANONICAL.txt	NON_PRODUCTION	sleep_anxiety_watcher	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/social_anxiety_grief/CANONICAL.txt	NON_PRODUCTION	social_anxiety_grief	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/social_anxiety_overwhelm/CANONICAL.txt	NON_PRODUCTION	social_anxiety_overwhelm	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/social_anxiety_spiral/CANONICAL.txt	NON_PRODUCTION	social_anxiety_spiral	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/social_anxiety_watcher/CANONICAL.txt	NON_PRODUCTION	social_anxiety_watcher	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/somatic_healing_comparison/CANONICAL.txt	NON_PRODUCTION	somatic_healing_comparison	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/somatic_healing_false_alarm/CANONICAL.txt	NON_PRODUCTION	somatic_healing_false_alarm	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/somatic_healing_grief/CANONICAL.txt	NON_PRODUCTION	somatic_healing_grief	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/somatic_healing_shame/CANONICAL.txt	NON_PRODUCTION	somatic_healing_shame	True	LANDED_CLEAN	0			
atoms/corporate_managers/anchored/somatic_healing_spiral/CANONICAL.txt	NON_PRODUCTION	somatic_healing_spiral	True	LANDED_CLEAN	0			
atoms/corporate_managers/anxiety/COMPRESSION/CANONICAL.txt	NON_PRODUCTION	COMPRESSION	True	LANDED_CLEAN	0			
atoms/corporate_managers/anxiety/EXERCISE/CANONICAL.txt	NON_PRODUCTION	EXERCISE	True	LANDED_CLEAN	0			
atoms/corporate_managers/anxiety/HOOK/CANONICAL.txt	NON_PRODUCTION	HOOK	True	LANDED_CLEAN	0			
atoms/corporate_managers/anxiety/INTEGRATION/CANONICAL.txt	NON_PRODUCTION	INTEGRATION	True	LANDED_CLEAN	0			
atoms/corporate_managers/anxiety/PERMISSION/CANONICAL.txt	PRODUCTION	PERMISSION	True	LANDED_CLEAN	0			
atoms/corporate_managers/anxiety/PIVOT/CANONICAL.txt	PRODUCTION	PIVOT	True	LANDED_CLEAN	0			
atoms/corporate_managers/anxiety/REFLECTION/CANONICAL.txt	NON_PRODUCTION	REFLECTION	True	LANDED_CLEAN	0			
atoms/corporate_managers/anxiety/SCENE/CANONICAL.txt	NON_PRODUCTION	SCENE	True	LANDED_CLEAN	0			
atoms/corporate_managers/anxiety/STORY/CANONICAL.txt	PRODUCTION	STORY	True	LANDED_CLEAN	0			
atoms/corporate_managers/anxiety/TAKEAWAY/CANONICAL.txt	PRODUCTION	TAKEAWAY	True	LANDED_CLEAN	0			
atoms/corporate_managers/anxiety/THREAD/CANONICAL.txt	PRODUCTION	THREAD	True	LANDED_CLEAN	0			
atoms/corporate_managers/anxiety/comparison/CANONICAL.txt	PRODUCTION	comparison	True	LANDED_CLEAN	0			
atoms/corporate_managers/anxiety/false_alarm/CANONICAL.txt	PRODUCTION	false_alarm	True	LANDED_CLEAN	0			
atoms/corporate_managers/anxiety/grief/CANONICAL.txt	PRODUCTION	grief	True	LANDED_CLEAN	0			
atoms/corporate_managers/anxiety/overwhelm/CANONICAL.txt	PRODUCTION	overwhelm	True	LANDED_CLEAN	0			
atoms/corporate_managers/anxiety/shame/CANONICAL.txt	PRODUCTION	shame	True	LANDED_CLEAN	0			
atoms/corporate_managers/anxiety/spiral/CANONICAL.txt	PRODUCTION	spiral	True	LANDED_CLEAN	0			
atoms/corporate_managers/anxiety/watcher/CANONICAL.txt	PRODUCTION	watcher	True	LANDED_CLEAN	0			
atoms/corporate_managers/boundaries/COMPRESSION/CANONICAL.txt	NON_PRODUCTION	COMPRESSION	True	LANDED_CLEAN	0			
atoms/corporate_managers/boundaries/EXERCISE/CANONICAL.txt	NON_PRODUCTION	EXERCISE	True	LANDED_CLEAN	0			
atoms/corporate_managers/boundaries/HOOK/CANONICAL.txt	NON_PRODUCTION	HOOK	True	LANDED_CLEAN	0			
atoms/corporate_managers/boundaries/INTEGRATION/CANONICAL.txt	NON_PRODUCTION	INTEGRATION	True	LANDED_CLEAN	0			
atoms/corporate_managers/boundaries/PERMISSION/CANONICAL.txt	PRODUCTION	PERMISSION	True	LANDED_CLEAN	0			
atoms/corporate_managers/boundaries/PIVOT/CANONICAL.txt	PRODUCTION	PIVOT	True	LANDED_CLEAN	0			
atoms/corporate_managers/boundaries/REFLECTION/CANONICAL.txt	NON_PRODUCTION	REFLECTION	True	LANDED_CLEAN	0			
atoms/corporate_managers/boundaries/SCENE/CANONICAL.txt	NON_PRODUCTION	SCENE	True	LANDED_CLEAN	0			
atoms/corporate_managers/boundaries/STORY/CANONICAL.txt	PRODUCTION	STORY	True	LANDED_CLEAN	0			
atoms/corporate_managers/boundaries/TAKEAWAY/CANONICAL.txt	PRODUCTION	TAKEAWAY	True	LANDED_CLEAN	0			
atoms/corporate_managers/boundaries/THREAD/CANONICAL.txt	PRODUCTION	THREAD	True	LANDED_CLEAN	0			
atoms/corporate_managers/boundaries/comparison/CANONICAL.txt	PRODUCTION	comparison	True	LANDED_CLEAN	0			
atoms/corporate_managers/boundaries/false_alarm/CANONICAL.txt	PRODUCTION	false_alarm	True	LANDED_CLEAN	0			
atoms/corporate_managers/boundaries/grief/CANONICAL.txt	PRODUCTION	grief	True	LANDED_CLEAN	0			
atoms/corporate_managers/boundaries/overwhelm/CANONICAL.txt	PRODUCTION	overwhelm	True	LANDED_CLEAN	0			
atoms/corporate_managers/boundaries/shame/CANONICAL.txt	PRODUCTION	shame	True	LANDED_CLEAN	0			
atoms/corporate_managers/boundaries/spiral/CANONICAL.txt	PRODUCTION	spiral	True	LANDED_CLEAN	0			
atoms/corporate_managers/boundaries/watcher/CANONICAL.txt	PRODUCTION	watcher	True	LANDED_CLEAN	0			
atoms/corporate_managers/burnout/COMPRESSION/CANONICAL.txt	NON_PRODUCTION	COMPRESSION	True	LANDED_CLEAN	0			
atoms/corporate_managers/burnout/EXERCISE/CANONICAL.txt	NON_PRODUCTION	EXERCISE	True	LANDED_CLEAN	0			
atoms/corporate_managers/burnout/HOOK/CANONICAL.txt	NON_PRODUCTION	HOOK	True	LANDED_CLEAN	0			
atoms/corporate_managers/burnout/INTEGRATION/CANONICAL.txt	NON_PRODUCTION	INTEGRATION	True	LANDED_CLEAN	0			
atoms/corporate_managers/burnout/PERMISSION/CANONICAL.txt	PRODUCTION	PERMISSION	True	LANDED_CLEAN	0			
atoms/corporate_managers/burnout/PERMISSION_GRANT/CANONICAL.txt	NON_PRODUCTION	PERMISSION_GRANT	True	LANDED_CLEAN	0			
atoms/corporate_managers/burnout/PIVOT/CANONICAL.txt	PRODUCTION	PIVOT	True	LANDED_CLEAN	0			
atoms/corporate_managers/burnout/REFLECTION/CANONICAL.txt	NON_PRODUCTION	REFLECTION	True	LANDED_CLEAN	0			
atoms/corporate_managers/burnout/SCENE/CANONICAL.txt	NON_PRODUCTION	SCENE	True	LANDED_CLEAN	0			
atoms/corporate_managers/burnout/STORY/CANONICAL.txt	PRODUCTION	STORY	True	LANDED_CLEAN	0			
atoms/corporate_managers/burnout/TAKEAWAY/CANONICAL.txt	PRODUCTION	TAKEAWAY	True	LANDED_CLEAN	0			
atoms/corporate_managers/burnout/TEACHER_DOCTRINE/CANONICAL.txt	NON_PRODUCTION	TEACHER_DOCTRINE	True	LANDED_SIMPLIFIED_CONTAMINATED	1	个	SPOT_LEAK	
atoms/corporate_managers/burnout/THREAD/CANONICAL.txt	PRODUCTION	THREAD	True	LANDED_CLEAN	0			
atoms/corporate_managers/burnout/comparison/CANONICAL.txt	PRODUCTION	comparison	True	LANDED_CLEAN	0			
atoms/corporate_managers/burnout/false_alarm/CANONICAL.txt	PRODUCTION	false_alarm	True	LANDED_CLEAN	0			
atoms/corporate_managers/burnout/grief/CANONICAL.txt	PRODUCTION	grief	True	LANDED_CLEAN	0			
atoms/corporate_managers/burnout/overwhelm/CANONICAL.txt	PRODUCTION	overwhelm	True	LANDED_CLEAN	0			
atoms/corporate_managers/burnout/shame/CANONICAL.txt	PRODUCTION	shame	True	LANDED_CLEAN	0			
atoms/corporate_managers/burnout/spiral/CANONICAL.txt	PRODUCTION	spiral	True	LANDED_CLEAN	0			
atoms/corporate_managers/burnout/watcher/CANONICAL.txt	PRODUCTION	watcher	True	LANDED_CLEAN	0			
atoms/corporate_managers/compassion_fatigue/COMPRESSION/CANONICAL.txt	NON_PRODUCTION	COMPRESSION	True	LANDED_CLEAN	0			
atoms/corporate_managers/compassion_fatigue/EXERCISE/CANONICAL.txt	NON_PRODUCTION	EXERCISE	True	LANDED_CLEAN	0			
atoms/corporate_managers/compassion_fatigue/HOOK/CANONICAL.txt	NON_PRODUCTION	HOOK	True	LANDED_CLEAN	0			
atoms/corporate_managers/compassion_fatigue/INTEGRATION/CANONICAL.txt	NON_PRODUCTION	INTEGRATION	True	LANDED_CLEAN	0			
atoms/corporate_managers/compassion_fatigue/PERMISSION/CANONICAL.txt	PRODUCTION	PERMISSION	True	LANDED_CLEAN	0			
atoms/corporate_managers/compassion_fatigue/PIVOT/CANONICAL.txt	PRODUCTION	PIVOT	True	LANDED_CLEAN	0			
atoms/corporate_managers/compassion_fatigue/REFLECTION/CANONICAL.txt	NON_PRODUCTION	REFLECTION	True	LANDED_CLEAN	0			
atoms/corporate_managers/compassion_fatigue/SCENE/CANONICAL.txt	NON_PRODUCTION	SCENE	True	LANDED_CLEAN	0			
atoms/corporate_managers/compassion_fatigue/STORY/CANONICAL.txt	PRODUCTION	STORY	True	LANDED_CLEAN	0			
atoms/corporate_managers/compassion_fatigue/TAKEAWAY/CANONICAL.txt	PRODUCTION	TAKEAWAY	True	LANDED_CLEAN	0			
atoms/corporate_managers/compassion_fatigue/THREAD/CANONICAL.txt	PRODUCTION	THREAD	True	LANDED_CLEAN	0			
atoms/corporate_managers/compassion_fatigue/comparison/CANONICAL.txt	PRODUCTION	comparison	True	LANDED_CLEAN	0			
atoms/corporate_managers/compassion_fatigue/false_alarm/CANONICAL.txt	PRODUCTION	false_alarm	True	LANDED_CLEAN	0			
atoms/corporate_managers/compassion_fatigue/grief/CANONICAL.txt	PRODUCTION	grief	True	LANDED_CLEAN	0			
atoms/corporate_managers/compassion_fatigue/overwhelm/CANONICAL.txt	PRODUCTION	overwhelm	True	LANDED_CLEAN	0			
atoms/corporate_managers/compassion_fatigue/shame/CANONICAL.txt	PRODUCTION	shame	True	LANDED_CLEAN	0			
atoms/corporate_managers/compassion_fatigue/spiral/CANONICAL.txt	PRODUCTION	spiral	True	LANDED_CLEAN	0			
atoms/corporate_managers/compassion_fatigue/watcher/CANONICAL.txt	PRODUCTION	watcher	True	LANDED_CLEAN	0			
atoms/corporate_managers/courage/COMPRESSION/CANONICAL.txt	NON_PRODUCTION	COMPRESSION	True	LANDED_CLEAN	0			
atoms/corporate_managers/courage/EXERCISE/CANONICAL.txt	NON_PRODUCTION	EXERCISE	True	LANDED_CLEAN	0			
atoms/corporate_managers/courage/HOOK/CANONICAL.txt	NON_PRODUCTION	HOOK	True	LANDED_CLEAN	0			
atoms/corporate_managers/courage/INTEGRATION/CANONICAL.txt	NON_PRODUCTION	INTEGRATION	True	LANDED_SIMPLIFIED_CONTAMINATED	6	从数无没这齐	PARTIAL	
atoms/corporate_managers/courage/PERMISSION/CANONICAL.txt	PRODUCTION	PERMISSION	True	LANDED_CLEAN	0			
atoms/corporate_managers/courage/PIVOT/CANONICAL.txt	PRODUCTION	PIVOT	True	LANDED_CLEAN	0			
atoms/corporate_managers/courage/REFLECTION/CANONICAL.txt	NON_PRODUCTION	REFLECTION	True	LANDED_CLEAN	0			
atoms/corporate_managers/courage/SCENE/CANONICAL.txt	NON_PRODUCTION	SCENE	True	LANDED_CLEAN	0			
atoms/corporate_managers/courage/STORY/CANONICAL.txt	PRODUCTION	STORY	True	LANDED_CLEAN	0			
atoms/corporate_managers/courage/TAKEAWAY/CANONICAL.txt	PRODUCTION	TAKEAWAY	True	LANDED_CLEAN	0			
atoms/corporate_managers/courage/THREAD/CANONICAL.txt	PRODUCTION	THREAD	True	LANDED_CLEAN	0			
atoms/corporate_managers/courage/comparison/CANONICAL.txt	PRODUCTION	comparison	True	LANDED_CLEAN	0			
atoms/corporate_managers/courage/false_alarm/CANONICAL.txt	PRODUCTION	false_alarm	True	LANDED_CLEAN	0			
atoms/corporate_managers/courage/grief/CANONICAL.txt	PRODUCTION	grief	True	LANDED_CLEAN	0			
atoms/corporate_managers/courage/overwhelm/CANONICAL.txt	PRODUCTION	overwhelm	True	LANDED_CLEAN	0			
atoms/corporate_managers/courage/shame/CANONICAL.txt	PRODUCTION	shame	True	LANDED_CLEAN	0			
atoms/corporate_managers/courage/spiral/CANONICAL.txt	PRODUCTION	spiral	True	LANDED_CLEAN	0			
atoms/corporate_managers/courage/watcher/CANONICAL.txt	PRODUCTION	watcher	True	LANDED_CLEAN	0			
atoms/corporate_managers/depression/COMPRESSION/CANONICAL.txt	NON_PRODUCTION	COMPRESSION	True	LANDED_CLEAN	0			
atoms/corporate_managers/depression/EXERCISE/CANONICAL.txt	NON_PRODUCTION	EXERCISE	True	LANDED_CLEAN	0			
atoms/corporate_managers/depression/HOOK/CANONICAL.txt	NON_PRODUCTION	HOOK	True	LANDED_CLEAN	0			
atoms/corporate_managers/depression/INTEGRATION/CANONICAL.txt	NON_PRODUCTION	INTEGRATION	True	LANDED_CLEAN	0			
atoms/corporate_managers/depression/PERMISSION/CANONICAL.txt	PRODUCTION	PERMISSION	True	LANDED_CLEAN	0			
atoms/corporate_managers/depression/PIVOT/CANONICAL.txt	PRODUCTION	PIVOT	True	LANDED_CLEAN	0			
atoms/corporate_managers/depression/REFLECTION/CANONICAL.txt	NON_PRODUCTION	REFLECTION	True	LANDED_CLEAN	0			
atoms/corporate_managers/depression/SCENE/CANONICAL.txt	NON_PRODUCTION	SCENE	True	LANDED_CLEAN	0			
atoms/corporate_managers/depression/STORY/CANONICAL.txt	PRODUCTION	STORY	True	LANDED_CLEAN	0			
atoms/corporate_managers/depression/TAKEAWAY/CANONICAL.txt	PRODUCTION	TAKEAWAY	True	LANDED_CLEAN	0			
atoms/corporate_managers/depression/THREAD/CANONICAL.txt	PRODUCTION	THREAD	True	LANDED_CLEAN	0			
atoms/corporate_managers/depression/comparison/CANONICAL.txt	PRODUCTION	comparison	True	LANDED_CLEAN	0			
atoms/corporate_managers/depression/false_alarm/CANONICAL.txt	PRODUCTION	false_alarm	True	LANDED_CLEAN	0			
atoms/corporate_managers/depression/grief/CANONICAL.txt	PRODUCTION	grief	True	LANDED_CLEAN	0			
atoms/corporate_managers/depression/overwhelm/CANONICAL.txt	PRODUCTION	overwhelm	True	LANDED_CLEAN	0			
atoms/corporate_managers/depression/shame/CANONICAL.txt	PRODUCTION	shame	True	LANDED_CLEAN	0			
atoms/corporate_managers/depression/spiral/CANONICAL.txt	PRODUCTION	spiral	True	LANDED_CLEAN	0			
atoms/corporate_managers/depression/watcher/CANONICAL.txt	PRODUCTION	watcher	True	LANDED_CLEAN	0			
atoms/corporate_managers/financial_anxiety/COMPRESSION/CANONICAL.txt	NON_PRODUCTION	COMPRESSION	True	LANDED_CLEAN	0			
atoms/corporate_managers/financial_anxiety/EXERCISE/CANONICAL.txt	NON_PRODUCTION	EXERCISE	True	LANDED_CLEAN	0			
atoms/corporate_managers/financial_anxiety/HOOK/CANONICAL.txt	NON_PRODUCTION	HOOK	True	LANDED_CLEAN	0			
atoms/corporate_managers/financial_anxiety/INTEGRATION/CANONICAL.txt	NON_PRODUCTION	INTEGRATION	True	LANDED_CLEAN	0			OWNED_BY_5682_DO_NOT_TOUCH
atoms/corporate_managers/financial_anxiety/PERMISSION/CANONICAL.txt	PRODUCTION	PERMISSION	True	LANDED_CLEAN	0			
