session_id	mtime	month	bytes	title_preview	agent_role_guess	theme_tags	triage_score	disposition
935837d4-3f54-442f-b4f2-513c14b7a7c6	2026-02-25	2026-02	2199	@docs/ @specs/ @/Users/ahjan/Downloads/cursor_upgrade_pip_for_repository.md take @teachers/pamela_fellows/Teacher Intake Survey Pamela Fellows .txt , create a copy, strip out any pamela_fellows specific teacher info and name it teacher_surv			10	DEEP
9ad29a26-308d-4302-9ed7-9b934922736f	2026-02-24	2026-02	147418	@docs/ @specs/ look at unified_personas. tell me what is ready to write books and what is missing. analzye all atoms. what is left for writing team for system to be able to write books for all personas?		pipeline_gates,catalog_atoms,governance_ci,audiobook	10	DEEP
9d636e7e-c724-4056-9a58-740ab6c613c9	2026-02-24	2026-02	805209	@docs/ @specs/ @/Users/ahjan/Downloads/cursor_author_resolution_wiring_details.md @/Users/ahjan/Downloads/cursor_author_positioning_profile_devel.md code this: [**Dev Spec: Structural Variation + Anti-Cluster Storytelling System (V4)** ## 1		pipeline_gates,catalog_atoms,social_video,translation,governance_ci,covers_brand	10	DEEP
9f5d7d61-96d8-4796-ac44-d25a9a780e56	2026-02-25	2026-02	268007	@docs/ @specs/ @/Users/ahjan/Downloads/cursor_upgrade_pip_for_repository.md @/Users/ahjan/Downloads/cursor_content_availability_for_active.md Dev says : [ is good? Summary of what’s in specs/PHOENIX_V4_5_WRITER_SPEC.md: Done: 1. §12.2b TIER		pipeline_gates,catalog_atoms,translation,governance_ci,covers_brand,audiobook	10	DEEP
a02f5daf-be52-4cb7-a0f3-671ba6cd0d2a	2026-02-28	2026-02	61138	@docs/ do we have a catalog .json with 24 brands at 1008 books each? desc breakdown of books vs series		pipeline_gates,catalog_atoms,translation,governance_ci,covers_brand,audiobook	10	DEEP
b19eed06-c024-4bdf-962d-1a957d6a3e83	2026-02-26	2026-02	10971	@docs/ @specs/ @/Users/ahjan/Downloads/cursor_upgrade_pip_for_repository.md do sim tesst to make sure that there are 100% atoms to make all books for all personas + all topics		pipeline_gates,catalog_atoms,governance_ci,covers_brand,research_tooling	10	DEEP
ba905820-ac1c-4ad6-babb-878522329c71	2026-02-27	2026-02	95240	look in @docs/ @specs/ do you see stuff about author having signature/blueprint book cover pics?		pipeline_gates,catalog_atoms,translation,governance_ci,covers_brand,audiobook	10	DEEP
bde437ce-c4c0-4b95-b178-e3e8ba9db9bf	2026-02-26	2026-02	3476975	@/Users/ahjan/Downloads/cursor_markdown_and_docx_section_number.md @/Users/ahjan/Downloads/cursor_english_catalog_creation.md @/Users/ahjan/Downloads/cursor_atom_coverage_for_book_creation.md @docs/ @specs/ desc all system features		pipeline_gates,catalog_atoms,translation,governance_ci,covers_brand,audiobook	10	DEEP
ceaf44e0-a8c9-4c0a-bcbc-2015060801f6	2026-02-28	2026-02	79424	@docs/ @specs/ do all of my authors have a cover art signature blueprint? did we make a plane to api cloudflair to get their images and align them with the books in the catlog?		pipeline_gates,catalog_atoms,translation,governance_ci,covers_brand,audiobook	10	DEEP
d0844771-e5e7-4495-9fc1-4a496cc873fe	2026-02-25	2026-02	191323	@docs/ @specs/ @/Users/ahjan/Downloads/cursor_document_references_for_analysis.md @/Users/ahjan/Downloads/cursor_author_resolution_wiring_details.md @/Users/ahjan/Downloads/cursor_document_references_for_analysis.md @old_chat_specs/ do: Thi		pipeline_gates,catalog_atoms,governance_ci,covers_brand	10	ALREADY_MINED
dedd5596-1bee-429a-881f-f946b87e0ace	2026-02-25	2026-02	255312	upgade pip for my repo		pipeline_gates,catalog_atoms,translation,governance_ci,covers_brand,audiobook	10	DEEP
df44c038-e18f-4759-a35e-17426c706276	2026-02-25	2026-02	61306	@docs/ @specs/ @/Users/ahjan/Downloads/cursor_document_references_for_analysis.md code this: Good. Now we’re talking about the real layer. You don’t need to tear down the system. You need to add a **Creative Quality Layer** above governance		pipeline_gates,catalog_atoms,translation,governance_ci,covers_brand	10	DEEP
f34d77af-a7e9-43c5-9b16-8a9b61909a53	2026-02-25	2026-02	120160	@/Users/ahjan/Downloads/cursor_upgrade_pip_for_repository.md @/Users/ahjan/Downloads/cursor_content_availability_for_active.md @old_chat_specs/chat_codex_catalog.rtfd/ updae system docs and specs with anyting in these that is not updated		pipeline_gates,catalog_atoms,governance_ci,covers_brand	10	ALREADY_MINED
f98f5f0c-74da-4775-afdd-db2fff868144	2026-02-23	2026-02	682462	@docs/SYSTEMS_V4.md @talp/analyze_intake/PHOENIX_V4_5_DEV_SPEC.docx @old_chat_specs/author influence in audiobooks.rtf @docs/PLANNING_STATUS.md @specs/ do: Perfect. We’ll do this cleanly, one layer at a time, fully system-native. We start w		pipeline_gates,catalog_atoms,governance_ci,covers_brand,audiobook,research_tooling	10	ALREADY_MINED
59782818-eb7c-49ba-b724-c5d4c6eff428	2026-02-25	2026-02	24328	@docs/ @specs/ @old_chat_specs/chat_claude_content.rtf confirm that there is content for all active personas for book writing		catalog_atoms,translation,covers_brand	7	ALREADY_MINED
5cf5cb0b-9d3c-4994-9097-2bb9bb2e4de3	2026-02-26	2026-02	2523	read file: @teachers/Unconfirmed 531341.crdownload desc			4	SKIM
9dfe4255-d363-4e6d-88ae-80b9ada7ce52	2026-02-28	2026-02	7189	use transcribe_all.py to take all transcribe_all.py in @teachers/ra/ and sub files there to make txt files. transcribe all transcribe_all.py in @teachers/ra/			0	SKIP
c454e9f5-4dbd-42c1-8f18-27de22bb547b	2026-02-28	2026-02	4308	use transcribe_all.py to take all transcribe_all.py in @teachers/ra and sub files there to make txt files. transcribe all transcribe_all.py in @teachers/ra			0	SKIP
01a08fd0-2fea-4689-aa01-8bc364e202e1	2026-03-09	2026-03	165492	read @docs/DOCS_INDEX.md @docs/ENLIGHTENED_INTELLIGENCE_PROD_CHECKLIST.md how does EI V2 work with @/Users/ahjan/Downloads/cursor_teacher_allocation_and_planning.md does it do it in the bes way?		pipeline_gates,catalog_atoms,social_video,translation,governance_ci,covers_brand	10	DEEP
061ef5a6-e506-455d-b1db-bbf4f2f241c2	2026-03-06	2026-03	64408	look at pearl_prime book templates. from the 10 sections, i feel like we're missing things. if we added more sections could we make the books better? our testing showed that; A. chapters 1-5 delivered strong info, but 6-12 we repetitive. B.	pearl_prime	pipeline_gates,catalog_atoms,social_video,governance_ci	10	SKIM
084d04fd-a5eb-49f5-bd74-5aa6b7803806	2026-03-10	2026-03	107907	I am all, truly, interaction requirements Docs.		pearl_news,pipeline_gates,social_video,audiobook	10	DEEP
0b2fc7cc-8216-4326-ae9c-d92d576cac8a	2026-03-12	2026-03	24618	you are dev 1: do dev 1 stuff: Use the 8 devs to close the launch checklist in parallel. Do not split by random files. Split by launch blockers. **Goal** Get Pearl News to `launch-ready`, which is the only useful version of `100%`: - real f		pearl_news,pipeline_gates,governance_ci	10	SKIM
0d933d6f-ab33-4ecf-b4d0-c2439701353c	2026-03-04	2026-03	150715	It's the Pearl News stuff. Working 100%. Are...	pearl_news	pearl_news,pipeline_gates,catalog_atoms,social_video,translation,governance_ci	10	DEEP
0da5a35e-bf91-4f4b-ba73-b1d9a07ec17a	2026-03-03	2026-03	9366	Implement the Pearl News Minimal Shippable Plan. The plan file is at /Users/ahjan/.cursor/plans/pearl_news_governance_upgrade_6c507e2a.plan.md. Day 1 is DONE: topic_sdg_classifier.py and template_selector.py exist. You need to do: - Day 2: 	pearl_news	pearl_news,pipeline_gates,governance_ci	10	SKIM
0dece617-a6e6-4090-9dfe-2ce46d423351	2026-03-21	2026-03	91893	read ps.txt read @docs/deep_research_bestseller_editor_agent.txt consider:[pearl_pm: spec outline, UI/UX, and artifact contracts Alignment with ps.txt and repo rules Extend, don’t fork: pearl_pm is a new orchestration + human-guidance layer	pearl_pm	pearl_news,pipeline_gates,research_tooling	10	SKIM
0f51cc3b-3b4b-47cb-a5ba-147ea33f182d	2026-03-02	2026-03	12219	@docs/DOCS_INDEX.md do 100k sim tests of pearl_prime pipeline to make sure that every know in @docs/FEATURES_SCALE_AND_KNOBS.md workes good. use llm or analyze how random conifgs work best for peronsas and topics and markets/locations. deep	pearl_prime	pipeline_gates,catalog_atoms,governance_ci,covers_brand,research_tooling	10	SKIM
10048325-741a-4375-8b40-3335b550e84d	2026-03-23	2026-03	64327	read ps.txt list the 37ish somatic exerciese used in system	Pearl_GitHub	pipeline_gates,social_video,translation,governance_ci,covers_brand,audiobook	10	SKIM
1175950b-7bda-4a2f-a18f-bf870648c753	2026-03-13	2026-03	4273	You are dev 11, do all dev 11 stuff for @docs/PEARL_NEWS_DETERMINISTIC_12_DEV_PARALLEL_SPEC.md do not do any other dev tasks.	pearl_news	pearl_news	10	SKIM
1477295c-b541-4b90-8d01-5c1ea7f46786	2026-03-10	2026-03	491316	@docs/DOCS_INDEX.md @/Users/ahjan/.cursor/plans/video_pipeline_architecture_plan_5c201f84.plan.md @/Users/ahjan/.cursor/plans/video_thumbnail_plan_963c4465.plan.md wire 11 labs tts. in the video pipeline wire tts to 11labs. look at all spam		pearl_news,pipeline_gates,catalog_atoms,social_video,governance_ci,covers_brand	10	DEEP
14b8bb29-eb83-41b6-9a34-efe625f62cd0	2026-03-04	2026-03	69863	@docs/DOCS_INDEX.md i need a system that observes when something is added changed or dropped. it needs to know what happed and how it effects all other stuff in the system. goal take advantage of new stuff - if new marketing system added, o		pearl_news,pipeline_gates,translation,governance_ci,covers_brand	10	SKIM
15a08752-1b91-400f-bd13-2dce30a10a3c	2026-03-14	2026-03	15217	you are dev 8. only do your tasks. do not do any of the other tasks for the other dev numbers. do your tasks from this spec: **Parallel Build Spec** Goal: ship the Pearl News `slot-file architecture` fast, with `8 concurrent dev lanes`, wit		pearl_news,pipeline_gates,translation,governance_ci	10	SKIM
17fcce4e-6190-4881-9b80-b3b820e411b6	2026-03-06	2026-03	66597	Look at Author. Cover art. I have a Cloudflare. Um Cloudflare. API It gets pictures. from Cloud flares. Text to image. Flux. Schnapp. I want you to Confirm. my credentials. for the API.		pipeline_gates,catalog_atoms,social_video,translation,governance_ci,covers_brand	10	SKIM
18aa010b-5030-4149-a334-a0abcf00437f	2026-03-21	2026-03	98576	read ps.txt write spec for:Task receipt You want a real plan, not a hand-wave: re-read ps.txt confirm what the system currently assumes about book length / format map the gap between current 25–35 min books and the target catalog durations 		pipeline_gates,catalog_atoms,governance_ci	10	DEEP
1b0fdaf7-d83a-4482-9408-6d84884c4e32	2026-03-29	2026-03	314700	SPEC Implement [REPO_ALIGNMENT_AND_MAIN_HARVEST_SPEC.md]. Follow docs/SESSION_UNITY_PROTOCOL.md first. Return STARTUP_RECEIPT only before doing any work. Stay strictly inside the spec scope, file list, acceptance criteria, and stop conditio		pipeline_gates,catalog_atoms,translation,governance_ci,covers_brand,audiobook	10	DEEP
202f0659-556e-4d26-bfe6-0d03f5e205b1	2026-03-01	2026-03	55372	do a systems function audid. see v4 and pearl prime pipelines, is it the best way? anytihing to fix or enhance - make a report about it. any redundant sutff to delete, any good stuff unused?		pipeline_gates,catalog_atoms,translation,covers_brand,research_tooling	10	SKIM
21461857-c13a-4859-8164-60e35b94696f	2026-03-03	2026-03	68590	@docs/DOCS_INDEX.md @artifacts/pearl_prime_audiobooks/anxiety_gen_alpha_nyc_12ch/gen_alpha_1_manuscript.txt analyze gen_alpha_1_manuscript.txt what do you think of editors stuff? tell me in chat: [gen alpha script feedback from editor 2: [H		pipeline_gates,catalog_atoms,governance_ci,covers_brand	10	SKIM
26858d05-86e1-42e9-8521-d2a4488d1c28	2026-03-14	2026-03	16917	you are dev 1. only do your tasks. do not do any of the other tasks for the other dev numbers. do your tasks from this spec: **Parallel Build Spec** Goal: ship the Pearl News `slot-file architecture` fast, with `8 concurrent dev lanes`, wit		pearl_news,pipeline_gates,translation,governance_ci,covers_brand	10	SKIM
288a0b2d-f8e7-42d0-8d61-8c35ce29fb93	2026-03-04	2026-03	77900	crate AI llm github cohisve bestseller tester to test 10k books from pearl prime cli and 10k teacher mode books all personas + topis and v2 EI to see what is 100% . test read all		pearl_news,pipeline_gates,catalog_atoms,social_video,governance_ci,covers_brand	10	SKIM
2a8e8a9d-f6e4-4723-bfba-f3480cdb4018	2026-03-18	2026-03	8253	read @docs/DOCS_INDEX.md @docs/ and @specs/ then compare to @phoenix_omega_preflight_runtime/ are there specal vido files in it? why does it exist?		pearl_news,pipeline_gates,social_video,governance_ci	10	SKIM
2bd3870e-a3e2-4ef8-a071-61621a3cf24d	2026-03-02	2026-03	9737	do marketing testing 100k bookes titles - learn and grow -fix -enhance what's best		pipeline_gates,catalog_atoms,governance_ci,covers_brand	10	SKIM
2c37ac68-b3f3-4366-b362-d8876dea9752	2026-03-03	2026-03	187702	Thoroughly explore the EI V2 hybrid system in this repo. I need a detailed audit of every file listed below — for each file, report: (1) does it exist, (2) line count, (3) key functions/classes, (4) any obvious gaps or TODOs, (5) any import		pearl_news,pipeline_gates,governance_ci,audiobook,research_tooling	10	DEEP
2e036309-9ec4-444e-b2f5-3348270719b0	2026-03-04	2026-03	70356	is there a way that i can get system productivity and error reports on my phone? app? email. iphone? look: @docs/DOCS_INDEX.md	pearl_news	pearl_news,pipeline_gates,social_video,governance_ci,covers_brand	10	SKIM
306ab3d3-b34a-4b3a-859f-1bbd31f59dae	2026-03-13	2026-03	36478	You are dev 7, do all dev 7 stuff for @docs/PEARL_NEWS_DETERMINISTIC_12_DEV_PARALLEL_SPEC.md do not do any other dev tasks.	pearl_news	pearl_news,pipeline_gates,catalog_atoms,translation,covers_brand	10	SKIM
314049a5-7d8f-4c64-9927-912a7cfd1db9	2026-03-10	2026-03	136739	has this plan been coded? ; Always-On Pearl Prime/v4: Queue Orchestration, Multi-Runner, Observability Current state (verified in repo) Phoenix (phoenix_omega) owns: specs, EI V2, recommender, catalog planning, marketing ingest/briefs/propo		pearl_news,pipeline_gates,catalog_atoms,social_video,translation,governance_ci	10	DEEP
321a9cf8-df51-4a45-af8d-3f37f973390a	2026-03-01	2026-03	68603	for this: [Author signature audiobook cover art (revised) Goal Every author gets a signature visual style for all their books. Model-first: 4 intentionally different prompts per author (symbolic, environmental, abstract, human) composed fro		pearl_news,pipeline_gates,translation,governance_ci,covers_brand,audiobook	10	SKIM
3263a077-9a66-40b6-978f-02869e428a16	2026-03-09	2026-03	135243	@docs/DOCS_INDEX.md you need to read every single file in the repo. understand and document what each point in each file is. analze each file. do a first pass and document what it's about. find duplciate stuff and document it. read more fil		pipeline_gates,translation,governance_ci,covers_brand,research_tooling	10	DEEP
3a156320-76a7-4c1d-bf31-e0c4a1a8d740	2026-03-13	2026-03	23711	You are dev 6, do all dev 6 stuff for @docs/PEARL_NEWS_DETERMINISTIC_12_DEV_PARALLEL_SPEC.md do not do any other dev tasks.	pearl_news	pearl_news,pipeline_gates,catalog_atoms,covers_brand	10	SKIM
3c79a50d-2f4a-4dc1-bbb3-a5c406a5e540	2026-03-17	2026-03	17052	@docs/DOCS_INDEX.md @docs/MUSICIAN_MODE_EXECUTION_PLAN.md code this: MUSICIAN_MODE_SONG_GENERATION_PIPELINE_SPEC.md		pipeline_gates,governance_ci	10	SKIM
40d25606-cb48-4490-8239-56dcf34abbb2	2026-03-06	2026-03	171052	do this: You’re hitting two separate issues, and both are fixable. ## What’s happening 1. **You are running in `phoenix_omega_v4.8`**, not the repo state we just fixed. - Evidence: CI path is `/home/runner/work/phoenix_omega_v4.8/...` 2. `E		pearl_news,pipeline_gates,translation,governance_ci	10	DEEP
4176dc94-3133-465f-bccd-6608d46d03c2	2026-03-01	2026-03	55100	run 10k sim test assmble books in all differnet ways they can		pipeline_gates,catalog_atoms,governance_ci,covers_brand,research_tooling	10	SKIM
425f1840-befb-4da4-a98f-fb9780b87bd9	2026-03-29	2026-03	366837	Implement PR 1 from docs/PEARL_PRIME_MAIN_RECOVERY_DEV_SPEC.md. Follow docs/SESSION_UNITY_PROTOCOL.md first. Return STARTUP_RECEIPT only. Stay inside PR 1 only.	Pearl_Dev	pipeline_gates,catalog_atoms,governance_ci,audiobook,research_tooling	10	DEEP
4286531d-b643-48da-b0f0-e38974332edd	2026-03-08	2026-03	180199	@docs/DOCS_INDEX.md @/Users/ahjan/.cursor/plans/church_docs_and_teacher_brands_015685dd.plan.md do you see my brand/church/payment plans? desc short simple in chat	pearl_prime	pipeline_gates,translation,governance_ci,covers_brand,research_tooling	10	DEEP
43002e43-b380-4e43-b39a-2dcfb3efcca7	2026-03-13	2026-03	22753	You are dev 5, do all dev 5 stuff for @docs/PEARL_NEWS_DETERMINISTIC_12_DEV_PARALLEL_SPEC.md do not do any other dev tasks.	pearl_news	pearl_news,pipeline_gates,catalog_atoms,covers_brand	10	SKIM
46b5c7a8-4916-4a91-8bfa-18599214234f	2026-03-03	2026-03	20678	@docs/DOCS_INDEX.md plan to get to 100% done: NO-GO right now. I ran your exact sequence in `/Users/ahjan/phoenix_omega`: 1. `scripts/run_production_readiness_gates.py` PASS (all automatable gates passed; expected SKIPs for spec/CI-verified	pearl_news	pearl_news,pipeline_gates,catalog_atoms,governance_ci,covers_brand	10	SKIM
48138ff9-9a03-40c2-b55d-2ecdb1dd8008	2026-03-13	2026-03	32897	do: [Data Dictionary — Fix, Upgrade, Clean Up Plan Context: REPO_FILES.md has an entry under docs/ that points to docs/DATA_DICTIONARY.md. The dictionary focuses on the core pipeline (phoenix_v4, scripts, pearl_news, pearl_prime, tools, ser	pearl_news	pearl_news,pipeline_gates,social_video,governance_ci,research_tooling	10	SKIM
4966548b-b38e-42a3-b6b5-0d84cd26593c	2026-03-01	2026-03	32948	for this: [Maximize Teacher Books Across 24 EN and 24 ZH Brands Current state Catalog Brands Matrix Per-teacher caps Allocator behavior EN 2 (stillness_press, cognitive_clarity) brand_teacher_matrix.yaml max_books_per_topic: 4, max_books_pe		pipeline_gates,catalog_atoms,translation,governance_ci,covers_brand,research_tooling	10	SKIM
4a6b2e4f-5476-4750-a2ae-903af0c8955f	2026-03-02	2026-03	90474	@docs/DOCS_INDEX.md is this stuff in @docs/FEATURES_SCALE_AND_KNOBS.md : # The Archetype Engine ## Complete System Architecture for 100 Authors × 10 Personas × 10 Topic Families --- # PART 1: WHAT THE ARCHETYPE IS AND HOW IT WORKS --- ## 1.		pipeline_gates,catalog_atoms	10	SKIM
4a837e92-48a1-46ea-bbb9-0c5680e91309	2026-03-31	2026-03	118131	You are Pearl_GitHub operating inside Phoenix Omega. ## Startup 1. Read skills/pearl-github/SKILL.md 2. Read skills/pearl-github/references/git_system.md Return a STARTUP_RECEIPT before any work. ## Task Two orphan commits were tagged local	Pearl_GitHub	pearl_news,pipeline_gates,catalog_atoms,social_video,translation,governance_ci	10	DEEP
4b88390a-a34e-41cd-9bf9-6dd3897e1458	2026-03-13	2026-03	24245	read @docs/DOCS_INDEX.md @docs/ @specs/ analyze all system functions. what exisits but is not wired into the system that could help		pearl_news,pipeline_gates,translation,governance_ci,research_tooling	10	SKIM
4bc87a3c-4e35-4dd2-9079-8a12f8495d66	2026-03-01	2026-03	21535	for this: [Strict Acceptance Pass and Artifact Checklist Purpose: Run a strict acceptance pass against the persona-template blend implementation and send defined artifacts so a final production-readiness review can be done quickly. No merge		pipeline_gates,catalog_atoms	10	SKIM
4dc5cb3d-1d7c-47b0-b8f8-0c3f7de1490f	2026-03-30	2026-03	192891	you are pearl_github agent	pearl_github	manga,pipeline_gates,catalog_atoms,translation,governance_ci,covers_brand	10	DEEP
4e33fbbf-e24e-4ac2-a21d-a4c429c3e551	2026-03-05	2026-03	309965	analyze @docs/DOCS_INDEX.md and chat_status_all.rft list at high level what needs to be done by dev and what should be done by writer		pipeline_gates,catalog_atoms,social_video,translation,governance_ci,covers_brand	10	DEEP
4ea6593f-f323-49e6-9e3c-c9ad87b25d5f	2026-03-31	2026-03	274392	Here's the paste-ready Pearl_Dev prompt: --- ```text You are Pearl_Dev working in the Phoenix Omega repo. ## Mandatory startup 1. Read these files in order before any work: - docs/ONBOARDING_START_HERE.md - docs/SESSION_UNITY_PROTOCOL.md (o	Pearl_Dev	manga,pipeline_gates,governance_ci,covers_brand,audiobook,research_tooling	10	DEEP
4ec228d2-c2c2-4de2-b6f4-05fd473ac924	2026-03-10	2026-03	13478	@docs/DOCS_INDEX.md @Qwen-Agent/pearl_news/PEARL_NEWS_ARTICLE_PLAN.md @docs/PEARL_NEWS_WRITER_SPEC.md what's the status on pearl news article writing? verify	pearl_news	pearl_news,pipeline_gates,translation,covers_brand,audiobook	10	SKIM
503f6bb9-4531-4f75-95cd-4df6dce56a0a	2026-03-02	2026-03	71937	desc the sturctre of a story for the system. is dif from v4 to pearl_prime?	pearl_prime	pipeline_gates,catalog_atoms,audiobook	10	SKIM
529df245-0b8d-4a90-b9ef-e87e76b7ebad	2026-03-01	2026-03	82751	@docs/ @specs/ is this done? You’re right. Treat this as a **publish-pack integration problem**, not “specs + titles separately.” Do this in this exact order: 1. **Freeze one canonical artifact** - Make a single `publish_ready_book_manifest		pipeline_gates,catalog_atoms,translation,governance_ci,covers_brand	10	SKIM
543493dc-820e-493b-8832-1be4152de482	2026-03-02	2026-03	38964	read @docs/DOCS_INDEX.md code @docs/story_engine_outline.docx be aware this is being built right now too and you can use it: [Personality Stack for V4 and Pearl Prime Scope of “all this stuff” From DOCS_INDEX.md and your chat history, the f		pipeline_gates	10	SKIM
5643f03a-ce02-4c54-91c6-c56e9072d12e	2026-03-02	2026-03	146710	we're going to write new/editorial articles. this is my sturcure: [ You said: I have an org : pearl news - a civic media editorial news blog that reports on news, orgs, people and how they all help the UN SDGs. look at it pearlnewsuna.org r	pearl_news	pearl_news,pipeline_gates,catalog_atoms,translation,governance_ci,covers_brand	10	DEEP
565464a5-77f8-46f5-a4ed-dd8a765f3ce2	2026-03-23	2026-03	35204	read:[Before coding, read: 1. docs/ONBOARDING_START_HERE.md 2. docs/SYSTEM_STATE_MASTER.md 3. ps.txt 4. docs/DOCS_INDEX.md 5. docs/PEARL_GITHUB_STATE.md Do not start from random files. Use SYSTEM_STATE_MASTER.md to understand what is true n		governance_ci,covers_brand,research_tooling	10	SKIM
56e1173d-3222-4762-86d0-b92f58ae0d39	2026-03-24	2026-03	47110	Read docs/ONBOARDING_START_HERE.md first and follow it exactly. Then read docs/SYSTEM_STATE_MASTER.md, ps.txt, and docs/DOCS_INDEX.md, then read the authority doc for the subsystem you are changing. Use Pearl_PM for coordination and contrac	Pearl_PM	manga,pipeline_gates,catalog_atoms,social_video,translation,governance_ci	10	SKIM
5802b079-1b63-4205-a611-b079df503160	2026-03-06	2026-03	20291	read @docs/DOCS_INDEX.md run all systems tests and readiness stuff		pipeline_gates,catalog_atoms,governance_ci,covers_brand	10	SKIM
586cd21c-fb65-452f-bdd2-2be6b94d5252	2026-03-08	2026-03	58572	if i do a UI native mac os window, what tech?	pearl_prime	pearl_news,pipeline_gates,catalog_atoms,social_video,translation,governance_ci	10	SKIM
5d3d72b7-1a68-4a42-a7a4-6605407c46d7	2026-03-01	2026-03	42979	do what is left for this plan: [Wire Pearl Prime into Pipeline (Option A) Contract (one line): Template is the book shape and Writer prose; pipeline picks System atoms (SCENE/EXERCISE/STORY) using arc/angle/band and adds motif/reframe. Resu		pipeline_gates,catalog_atoms,governance_ci	10	SKIM
5e31e415-ee47-46e1-864b-c3d1dff856c6	2026-03-09	2026-03	20162	desc how authors relate to brands and books and pre intro author chapter. look in @docs/DOCS_INDEX.md @/Users/ahjan/.cursor/plans/author_signature_cover_art_b30f3b4b.plan.md @old_chat_specs/author influence in audiobooks.txt @config/author_		catalog_atoms,translation,governance_ci,covers_brand,audiobook	10	ALREADY_MINED
